Iteration	Posterior	Likelihood	Prior	tree_length	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	shape[0]	shape[1]	shape[2]	shape[3]
24330	-9570.53	-9586.64	16.1029	1.33393	0.0441495	0.0398803	0.0251299	0.0113462	0.951612	0.0129469	0.0109588	0.036877	0.0635936	0.0382906	0.0137187	0.0310742	0.0257177	0.015214	0.0134182	0.102119	8.2584	8.29813	14.7304
24340	-9567.22	-9582.7	15.4798	1.1646	0.0446273	0.0476284	0.0195475	0.0162183	0.791337	0.0141903	0.0121972	0.0283579	0.0631707	0.0362895	0.00363706	0.0270658	0.0233314	0.0294821	0.00751806	0.114905	3.80116	59.1965	14.6037
24350	-9554	-9571.26	17.2633	1.20875	0.0555011	0.0550577	0.019468	0.0134102	0.812748	0.0149955	0.0121972	0.0363448	0.0620048	0.039714	0.00698332	0.0383419	0.0145817	0.0178293	0.00957705	0.0975084	6.65518	12.5097	13.9529
24360	-9556.51	-9574.92	18.4093	1.15326	0.0501584	0.0213774	0.023936	0.00917846	0.77693	0.0127769	0.00774821	0.0443609	0.0694792	0.0388381	0.00552315	0.0572199	0.0103964	0.0182112	0.00712956	0.0954574	2.83216	9.45142	9.01373
24370	-9563.47	-9580.1	16.6323	1.18784	0.0458465	0.0447138	0.0242914	0.00976964	0.797315	0.0114042	0.00992121	0.0384619	0.0648687	0.0509648	0.00540484	0.0553851	0.000992276	0.0182112	0.01029	0.097433	3.09428	32.5364	14.2897
24380	-9562.77	-9580.08	17.3118	1.18498	0.0431625	0.0326992	0.0228261	0.0129686	0.798882	0.0110219	0.00704285	0.0571436	0.0707064	0.0514318	0.00842119	0.0469058	0.00666114	0.00974568	0.00536018	0.102519	10.2431	12.6515	14.0032
24390	-9565.62	-9584.34	18.7167	1.04867	0.0438261	0.0535949	0.021584	0.0111826	0.669234	0.0132925	0.00902299	0.0347883	0.0745791	0.0375198	0.00527048	0.0366802	0.00902508	0.0198468	0.00922465	0.117609	8.85878	14.3129	12.8734
24400	-9571.54	-9585.08	13.5439	1.14407	0.0523525	0.0367925	0.0185571	0.0125072	0.743006	0.00959563	0.0202576	0.038485	0.0645543	0.0466067	0.0125502	0.0519895	0.00899682	0.0167989	0.0110174	0.121746	78.4657	29.788	12.1645
24410	-9560.45	-9578	17.5483	1.18753	0.0545407	0.0491295	0.0247556	0.00913702	0.812772	0.00563037	0.0109088	0.0356059	0.0614756	0.0473948	0.0058819	0.035852	0.0137177	0.0092672	0.0114639	0.120616	7.13213	14.8252	9.68143
24420	-9562.07	-9578.63	16.5532	1.22122	0.051239	0.0273472	0.0228588	0.0129568	0.838401	0.0122506	0.0137966	0.0417693	0.067974	0.0470218	0.00712697	0.0469093	0.00548795	0.0140488	0.0120353	0.112347	10.3936	15.9109	18.507
24430	-9568.3	-9585.62	17.3177	1.15529	0.0579546	0.0483957	0.0340813	0.0102726	0.73639	0.010119	0.00833141	0.0478328	0.0707747	0.0391917	0.00604038	0.0290815	0.0212986	0.0273682	0.00815954	0.141134	6.42584	18.7547	17.4979
24440	-9558.58	-9574.32	15.7417	1.20739	0.0557142	0.0421778	0.0164673	0.013884	0.820343	0.00959752	0.00907467	0.0407189	0.0700946	0.0412049	0.0135905	0.0267144	0.0226165	0.0172099	0.0079839	0.0957401	36.8093	9.27161	17.7427
24450	-9563.61	-9582.53	18.9182	1.09376	0.0516367	0.0357684	0.0249162	0.0126677	0.68416	0.0145766	0.0108488	0.0326661	0.0693593	0.0478513	0.0104268	0.0531784	0.0122273	0.0224711	0.0110024	0.113308	7.06083	6.52366	9.418
24460	-9567.68	-9580.84	13.1678	1.23405	0.0438959	0.0340387	0.0224551	0.0161539	0.875107	0.00981152	0.0083195	0.0401596	0.0616807	0.0429401	0.00493464	0.0463128	0.00330365	0.0157761	0.00915569	0.103602	70.6562	2.75229	36.5541
24470	-9556.98	-9574.17	17.1855	1.27589	0.0461503	0.0426551	0.0233221	0.0139218	0.886727	0.01277	0.011573	0.0386501	0.0711592	0.0378864	0.00971126	0.037784	0.0142502	0.0158278	0.0135028	0.0762934	2.58655	5.20641	13.4755
24480	-9560.23	-9577.76	17.5304	1.29712	0.0464031	0.0349066	0.0255922	0.0111079	0.922948	0.00883001	0.0123228	0.0435142	0.0666452	0.0413864	0.00602605	0.0292471	0.0195357	0.019888	0.00876956	0.0747638	4.37221	4.15311	1.59915
24490	-9565.76	-9582.15	16.3867	1.15818	0.0510519	0.0363937	0.0195966	0.00971659	0.77886	0.00986637	0.0141892	0.03515	0.070237	0.0325568	0.011574	0.0310852	0.0203356	0.0256244	0.0119398	0.0997361	7.2501	7.38815	46.1253
24500	-9565.55	-9578.97	13.425	1.19982	0.0511834	0.0362696	0.0237198	0.0104309	0.802812	0.00999965	0.00855478	0.035262	0.0773451	0.0428295	0.00876895	0.0390157	0.0188797	0.0241811	0.0105717	0.103387	40.2125	13.8305	57.6207
24510	-9564.65	-9581.57	16.9172	1.22542	0.0421208	0.0364744	0.0281009	0.00488637	0.842203	0.0136177	0.0104182	0.0307368	0.0637941	0.045079	0.0125253	0.0371466	0.0231139	0.0238405	0.0113593	0.122543	2.21653	17.4679	16.9965
24520	-9552.41	-9566.9	14.4927	1.25593	0.0437851	0.0380135	0.0284199	0.00882317	0.866422	0.0094971	0.0110372	0.0326539	0.0727385	0.0419309	0.00928046	0.0524009	0.00864416	0.0225277	0.00975323	0.0860484	3.21306	65.2725	10.6209
24530	-9562.52	-9578.96	16.4395	1.24809	0.0445293	0.0385779	0.0267716	0.0107436	0.853149	0.0133788	0.0115835	0.0419631	0.0714521	0.0363834	0.0147833	0.0587522	0.00337585	0.0111169	0.0115261	0.110295	3.62723	2.56802	35.5181
24540	-9565.3	-9580.74	15.4395	1.25467	0.0465034	0.0548911	0.0221911	0.0149887	0.82649	0.0145666	0.0111348	0.035626	0.0801703	0.048611	0.00878344	0.0527761	0.00901008	0.0172713	0.0116541	0.105819	5.77016	20.2832	34.3483
24550	-9563.11	-9579.49	16.3797	1.19777	0.0432833	0.0366442	0.023649	0.0143421	0.821424	0.00828502	0.00823687	0.0437705	0.0733585	0.0413019	0.00721338	0.0500588	0.00122996	0.0178942	0.00707826	0.0824996	13.313	10.9051	28.7827
24560	-9562.61	-9579.52	16.9084	1.11737	0.0448596	0.0462622	0.0274434	0.0127758	0.73284	0.0131282	0.00891121	0.0305761	0.0627007	0.0457244	0.00721338	0.0458433	0.00745276	0.0220169	0.00962668	0.129804	4.83156	13.3461	40.2813
24570	-9562.74	-9578.27	15.5357	1.17516	0.0418373	0.0436013	0.0213969	0.0116132	0.791701	0.00852384	0.013462	0.0381063	0.0654001	0.0454082	0.00541041	0.0413552	0.0161732	0.0164081	0.0147581	0.0994214	4.94209	27.0607	42.3854
24580	-9561.74	-9576.86	15.1136	1.16704	0.0525436	0.0418107	0.0218856	0.0126029	0.790068	0.0152337	0.0110406	0.0396165	0.0669671	0.0308385	0.00791546	0.0304777	0.0115764	0.0267174	0.00774911	0.0810962	8.08389	12.9927	63.3937
24590	-9564.15	-9579.95	15.8007	1.10702	0.0460064	0.0385091	0.0172098	0.00755992	0.734367	0.00721413	0.0143551	0.0438118	0.0595924	0.0388043	0.00802942	0.0478192	0.0134793	0.0173915	0.012871	0.104127	7.07913	19.9185	55.7118
24600	-9563.21	-9578.05	14.8418	1.20182	0.054404	0.0545998	0.0280522	0.0120691	0.778813	0.00888734	0.00884913	0.0369916	0.0683313	0.0445589	0.00565474	0.0381644	0.0213316	0.0288444	0.0122735	0.128254	15.3751	36.9003	30.6263
24610	-9566.35	-9583.48	17.1277	1.18107	0.046875	0.0359516	0.02637	0.0105507	0.79938	0.0120021	0.00953405	0.0364778	0.0725369	0.0367153	0.00652115	0.0403049	0.0213316	0.0198703	0.00664681	0.0863414	17.3438	16.24	7.79376
24620	-9575.88	-9592.34	16.4596	1.14485	0.0359949	0.0415393	0.0275757	0.0111386	0.769085	0.0106823	0.0131791	0.0327399	0.066357	0.048732	0.00479072	0.0238202	0.0333633	0.0176617	0.00818806	0.0955408	3.76359	54.3027	3.90852
24630	-9561.07	-9578.11	17.0437	1.2171	0.0513038	0.0426169	0.0174401	0.0122899	0.83297	0.0112317	0.0123321	0.0361889	0.0616078	0.0397945	0.0132274	0.0117431	0.0421783	0.0203153	0.0118574	0.0916661	3.76359	24.6049	7.47862
24640	-9574.73	-9591.04	16.3027	1.22441	0.0505576	0.0426169	0.0331737	0.015911	0.795396	0.0138184	0.00818907	0.0413777	0.0664028	0.043494	0.00965662	0.0310637	0.0420926	0.0247399	0.00592244	0.115822	2.64244	9.54189	36.9956
24650	-9556.39	-9574.18	17.7864	1.13757	0.0492168	0.0385508	0.0274891	0.0115911	0.765365	0.011202	0.0139775	0.0301465	0.0612361	0.0360205	0.0119824	0.0290246	0.02728	0.0221024	0.00238123	0.113937	8.76023	14.2566	13.8604
24660	-9556.69	-9572.75	16.0555	1.16006	0.0456998	0.0422554	0.0227024	0.0121149	0.770073	0.0134846	0.00917201	0.0339265	0.0737549	0.0447841	0.0112021	0.019016	0.03366	0.0225973	0.00561627	0.117329	4.99273	5.80244	56.197
24670	-9556.87	-9571.42	14.549	1.13334	0.0421365	0.0422554	0.0287127	0.0112942	0.752797	0.0134467	0.0115689	0.0292611	0.0681417	0.0457548	0.0127771	0.026548	0.0293949	0.0150481	0.00420433	0.109614	35.2917	27.324	39.8584
24680	-9566.22	-9581.69	15.4697	1.2376	0.0478427	0.0448431	0.0228923	0.0184977	0.830669	0.0109016	0.012679	0.0396302	0.0673127	0.048512	0.0106123	0.0329719	0.0247845	0.0158738	0.0095817	0.111281	45.0122	6.48453	11.7099
24690	-9561.89	-9578.5	16.6031	1.15087	0.0530288	0.0447031	0.0235767	0.0110848	0.775571	0.0100718	0.00866669	0.0331056	0.0625537	0.0429949	0.0126535	0.03141	0.0164824	0.0170903	0.00787972	0.109008	21.5552	9.34369	26.9875
24700	-9565.88	-9582.25	16.3729	1.11626	0.048409	0.0477043	0.0261304	0.00732409	0.714125	0.0155838	0.00783339	0.0363156	0.0792183	0.042172	0.00865608	0.036586	0.00990484	0.0269354	0.00936411	0.118361	16.7359	8.16661	44.501
24710	-9565.18	-9580.82	15.6425	1.2654	0.0514874	0.0386907	0.0187569	0.0182475	0.888259	0.0110244	0.00684313	0.0390952	0.0663166	0.0426981	0.00811	0.0255888	0.0286167	0.0143641	0.00729715	0.0916548	4.72126	30.9421	18.5475
24720	-9557.71	-9576.35	18.6407	1.13392	0.0460588	0.0365069	0.0193257	0.0110267	0.751931	0.00924824	0.0108387	0.046795	0.0736518	0.051831	0.0101093	0.0342887	0.00921459	0.0122075	0.0108895	0.112476	5.57173	6.35866	8.58997
24730	-9556.07	-9572.59	16.5197	1.22385	0.0433441	0.0338149	0.0302136	0.0114598	0.845001	0.0107335	0.00902011	0.0382499	0.0671072	0.0385526	0.0138524	0.0359117	0.0191305	0.0195086	0.00794974	0.0911612	3.38729	34.3298	7.26009
24740	-9563.08	-9579.82	16.7427	1.26876	0.0439723	0.0457639	0.0227521	0.0101444	0.885885	0.0157537	0.0093744	0.0378924	0.062715	0.049112	0.00936137	0.0297733	0.018822	0.0198898	0.00754476	0.109134	8.1105	11.4539	11.9528
24750	-9561.02	-9575.61	14.5899	1.14631	0.0456611	0.0474253	0.0250478	0.0112108	0.775192	0.0119825	0.0125706	0.0402287	0.0569216	0.0370778	0.0115141	0.0389132	0.0107976	0.0151809	0.00658731	0.0990431	36.5001	16.0886	46.4848
24760	-9551.8	-9569.17	17.3703	1.15834	0.0510058	0.041142	0.0229896	0.0129996	0.77381	0.00779219	0.00908543	0.0407941	0.0661425	0.0397862	0.0117893	0.0395936	0.0147315	0.0173332	0.00934623	0.0995502	14.5553	16.0886	10.4144
24770	-9557.1	-9573.26	16.1563	1.11503	0.0429743	0.0323964	0.020491	0.0118734	0.756478	0.0126647	0.0140138	0.0383337	0.0580697	0.0377141	0.0100179	0.0309254	0.0193327	0.0229147	0.0068264	0.0950845	28.8045	8.2425	36.9589
24780	-9554.12	-9571.47	17.3434	1.23179	0.054105	0.0357233	0.0260805	0.0103651	0.840594	0.00903755	0.0118448	0.0460629	0.0648899	0.0374232	0.0112959	0.0372933	0.0228838	0.0183825	0.00580681	0.0933691	3.47733	18.7023	4.73392
24790	-9569.79	-9585.68	15.8835	1.21833	0.0528611	0.0378547	0.0220512	0.00943085	0.837573	0.00925662	0.00484343	0.0364095	0.0697683	0.0461876	0.0133422	0.0352891	0.0244963	0.0106924	0.0082704	0.0850316	6.40317	30.7029	21.7047
24800	-9552.32	-9569.1	16.7858	1.13088	0.0414401	0.0372257	0.0230231	0.0120372	0.784795	0.0111979	0.00780272	0.0295754	0.0603076	0.0401829	0.00916641	0.0215603	0.0279161	0.018247	0.00640232	0.100267	5.06874	21.1728	31.9979
24810	-9559.24	-9576.74	17.4942	1.23494	0.0452141	0.0370812	0.020413	0.0130936	0.860479	0.0087416	0.011347	0.0314284	0.0662291	0.0426209	0.0124334	0.0426504	0.0206385	0.018833	0.00373437	0.101655	8.40351	8.55916	6.29658
24820	-9561.52	-9578.06	16.5354	1.1882	0.0391564	0.044776	0.0204321	0.00775089	0.820097	0.0087416	0.0112324	0.0466573	0.0545148	0.0407045	0.016542	0.0408477	0.0141489	0.0150773	0.00752298	0.0842306	12.3404	10.7027	28.7556
24830	-9558.12	-9574.19	16.072	1.1777	0.0471535	0.0392928	0.0247273	0.0102112	0.787448	0.0117524	0.011424	0.0479126	0.0701902	0.0399259	0.0045804	0.0375956	0.0206267	0.0187977	0.00606605	0.0815095	2.56498	7.5284	53.0762
24840	-9560.76	-9578.13	17.3677	1.21209	0.0462337	0.0318143	0.0249712	0.004405	0.843424	0.00984137	0.0128468	0.0345887	0.0787544	0.0386165	0.00808695	0.0200582	0.0319031	0.0180567	0.00849252	0.0685734	2.38005	13.0932	14.9182
24850	-9561.52	-9575.33	13.8115	1.15633	0.0521797	0.0437451	0.0217482	0.00745388	0.787989	0.0125551	0.00821109	0.0415892	0.0609534	0.0360618	0.00827989	0.0161262	0.0319031	0.0191696	0.00836019	0.104222	9.00632	18.444	85.1814
24860	-9557.51	-9574.98	17.476	1.16724	0.0599232	0.0423045	0.0211224	0.0129587	0.775415	0.0132658	0.0122158	0.0330666	0.0712704	0.039191	0.00855056	0.0215374	0.0319031	0.016175	0.0083372	0.0882235	11.7786	18.444	6.95288
24870	-9558.01	-9575.8	17.7886	1.1186	0.0478141	0.0368537	0.0225602	0.00749114	0.746925	0.0132552	0.00772182	0.0403268	0.0715968	0.0302233	0.0107225	0.0245936	0.03368	0.0208799	0.0039558	0.110214	10.8824	20.4726	9.27557
24880	-9569.32	-9583.98	14.666	1.18152	0.0481284	0.037928	0.0247597	0.0165528	0.79703	0.00925922	0.0129253	0.0306399	0.071994	0.0407548	0.0112877	0.0323375	0.029075	0.0174437	0.00140548	0.107379	6.69911	71.9091	11.8918
24890	-9561.77	-9578.25	16.4836	1.1627	0.0424984	0.0367527	0.0269747	0.0150355	0.779781	0.0113617	0.0072694	0.0352541	0.0692013	0.0438666	0.014544	0.0427063	0.00471412	0.0191615	0.0135769	0.1183	11.3018	32.884	13.7168
24900	-9568.46	-9585.4	16.9407	1.12165	0.0359501	0.0474615	0.0226578	0.00858183	0.742814	0.0116897	0.0187847	0.0323851	0.0712312	0.0338522	0.0129214	0.0470402	0.00920254	0.022232	0.0048497	0.104254	22.1598	15.0106	19.8129
24910	-9568.78	-9583.34	14.5631	1.03314	0.0440538	0.040401	0.0261638	0.0119562	0.684666	0.0104104	0.00591311	0.0274496	0.0602456	0.0403439	0.00735173	0.0451854	0.00746142	0.0162976	0.00524076	0.100051	70.9169	4.17554	47.15
24920	-9562.79	-9578.3	15.5144	1.09832	0.0388381	0.0451294	0.0225339	0.0106191	0.72488	0.0111414	0.0062178	0.0460101	0.0642442	0.0368212	0.0124175	0.0417353	0.0153625	0.0156753	0.00669099	0.127009	47.7611	9.77318	32.6193
24930	-9560.89	-9578.76	17.8695	1.19035	0.0422826	0.0332734	0.0272632	0.00934347	0.817713	0.00852529	0.0181251	0.0289452	0.0695337	0.0397958	0.015463	0.0572228	0.00327887	0.01263	0.00695372	0.102124	3.31425	10.7899	10.5658
24940	-9559.36	-9577.62	18.2552	1.16186	0.0459522	0.0368149	0.0275756	0.00933589	0.784714	0.00657688	0.00991261	0.0295002	0.0760041	0.0356096	0.00789595	0.0504326	0.0086266	0.0207068	0.012202	0.105874	4.29577	7.47976	10.8755
24950	-9556.7	-9575.17	18.4663	1.08759	0.0532161	0.0359118	0.0241216	0.00834105	0.722016	0.0110461	0.0100033	0.0231283	0.0686674	0.0418835	0.0140112	0.0473107	0.00691103	0.0157562	0.00526386	0.120498	9.53152	11.0795	12.6563
24960	-9555.19	-9574.34	19.1535	1.07792	0.0456344	0.0425566	0.0219759	0.00905198	0.694516	0.00839463	0.00966734	0.0433461	0.0672986	0.0436875	0.0126639	0.04526	0.00554332	0.0149044	0.0134213	0.117737	4.55824	4.61414	12.2878
24970	-9552.82	-9571.12	18.2982	1.09245	0.0495172	0.048108	0.0239236	0.0154203	0.702447	0.0118021	0.00891184	0.0390451	0.0643914	0.0420853	0.00981382	0.0471454	0.00115308	0.0235206	0.00516563	0.10836	4.08768	13.0403	18.5422
24980	-9562.11	-9579.18	17.0711	1.18189	0.0389363	0.0324277	0.0191785	0.00946999	0.816732	0.0096794	0.0094411	0.0348891	0.0704303	0.0421983	0.00991302	0.0443449	0.0159446	0.0174116	0.0108944	0.0921616	10.5599	3.63875	28.1401
24990	-9562.38	-9575.05	12.6749	1.19367	0.0515194	0.0441096	0.0277549	0.0147597	0.805804	0.0115254	0.0113578	0.0323695	0.0693644	0.0424554	0.00851128	0.0404885	0.0159446	0.0127414	0.00496846	0.108762	9.8723	58.1184	59.8998
25000	-9567.94	-9586.26	18.3222	1.06134	0.0455157	0.0425912	0.0198722	0.00721998	0.685647	0.00728092	0.0072686	0.0382967	0.0693516	0.0491019	0.0135623	0.0318064	0.0159446	0.0245158	0.0033666	0.129865	7.83856	28.1629	5.38829
25010	-9559.82	-9578.22	18.3948	1.18603	0.0455157	0.0530031	0.0215313	0.012432	0.801665	0.0140064	0.00705438	0.0432946	0.0662116	0.034139	0.0135623	0.0193075	0.037053	0.0138908	0.0033666	0.0861115	5.64137	5.3096	4.09252
25020	-9559.85	-9572.81	12.9597	1.22617	0.0499956	0.0400795	0.0313037	0.00984822	0.845811	0.00974826	0.00641876	0.0379515	0.0624881	0.0354369	0.0133144	0.0199403	0.037053	0.0220166	0.0047683	0.105282	9.74692	27.26	78.6917
25030	-9556.39	-9574.05	17.6692	1.20394	0.0515507	0.0418585	0.0192499	0.00987327	0.828532	0.00867196	0.0125629	0.0403445	0.065635	0.0332854	0.00666583	0.023027	0.0303446	0.021166	0.0111734	0.102406	2.62502	13.6283	9.70372
25040	-9570.99	-9588.38	17.3902	1.19385	0.0551091	0.0353772	0.0294847	0.00810027	0.807228	0.0105214	0.0129388	0.0352032	0.0672166	0.0474749	0.00666583	0.0222404	0.0275614	0.0197982	0.00892698	0.120906	15.8432	9.4654	8.2284
25050	-9552.88	-9569.92	17.0356	1.31744	0.0453228	0.0469603	0.0209232	0.00964212	0.947952	0.00896778	0.00762273	0.0295183	0.068508	0.0458593	0.00771855	0.0307825	0.0215565	0.0221928	0.00391712	0.0907671	3.3675	9.9053	2.66775
25060	-9555.26	-9571.53	16.2679	1.18283	0.046712	0.0397522	0.0239575	0.00956096	0.805975	0.013029	0.00654678	0.0397279	0.0603858	0.0377833	0.0120832	0.0353476	0.016335	0.0255513	0.010078	0.107264	3.3675	22.4404	32.3938
25070	-9557.72	-9574.49	16.7665	1.16552	0.0454394	0.0353932	0.0264155	0.00753106	0.77572	0.00786483	0.011917	0.038092	0.0784269	0.0376064	0.00960867	0.046404	0.0126954	0.0232852	0.0091196	0.119184	3.97747	13.0904	34.6106
25080	-9554.42	-9571.49	17.0708	1.22437	0.0448221	0.0401504	0.0249011	0.00803094	0.865731	0.00879754	0.00971585	0.0305127	0.0598619	0.0421588	0.0132746	0.0354314	0.00924214	0.0204746	0.0112614	0.0987639	2.54837	5.02357	26.272
25090	-9557.39	-9573.18	15.7905	1.17949	0.049309	0.0348238	0.0244611	0.00934795	0.821581	0.009203	0.0110808	0.0321467	0.0612104	0.0487704	0.00676347	0.039031	0.00751933	0.0163124	0.00793161	0.0864647	6.86776	52.4986	9.07083
25100	-9559.47	-9576.99	17.5176	1.13524	0.0401017	0.0391839	0.0224527	0.00859204	0.79489	0.00941992	0.00799181	0.0289209	0.0584168	0.0426913	0.00956807	0.0499053	0.00294337	0.015331	0.00483124	0.091045	10.2588	6.25138	26.2315
25110	-9572.8	-9590.35	17.5493	1.20043	0.0438674	0.0389546	0.0223965	0.0089894	0.802101	0.0132244	0.0110178	0.0319969	0.0732276	0.06052	0.0145809	0.0414731	0.0117326	0.013492	0.0128574	0.100059	4.27246	6.09706	18.6899
25120	-9557.61	-9574.64	17.0325	1.1838	0.0428761	0.0474652	0.0228194	0.00912987	0.817525	0.00776604	0.0113077	0.0360067	0.0576734	0.0430146	0.0145487	0.0429154	0.008417	0.013492	0.0088438	0.100151	10.9304	5.95964	25.8322
25130	-9558.31	-9576.45	18.1374	1.12983	0.0512459	0.0380167	0.0221181	0.0108668	0.753583	0.00776677	0.00742183	0.0487104	0.0692231	0.0450676	0.00886787	0.0432376	0.011434	0.00935159	0.00292134	0.112554	23.3121	4.07453	4.01894
25140	-9566.35	-9582.65	16.2929	1.10851	0.0539532	0.0380167	0.0198326	0.0100479	0.76094	0.0118826	0.00749458	0.0322232	0.0560293	0.0382988	0.00973606	0.0249179	0.0246106	0.0122321	0.00829922	0.0961863	36.4351	6.53696	29.6035
25150	-9567.3	-9585.73	18.4307	1.12366	0.0475064	0.0418932	0.0278557	0.00854141	0.725432	0.00990719	0.00833486	0.0474762	0.0735027	0.0486812	0.0106172	0.0280717	0.0246106	0.0177469	0.00348713	0.12026	6.28835	7.17368	13.302
25160	-9567.53	-9585.57	18.0315	1.1017	0.0444749	0.0482672	0.0266555	0.0132136	0.72141	0.00843963	0.00990178	0.0404447	0.0532863	0.0521049	0.0115273	0.0316977	0.0116043	0.0211125	0.00756131	0.109194	6.34662	8.76667	24.0396
25170	-9560.13	-9577.78	17.6497	1.08702	0.0440855	0.0432766	0.0209666	0.0139685	0.711563	0.0110925	0.00807809	0.0294713	0.07497	0.0423355	0.0115273	0.0355517	0.0134902	0.0190778	0.00756131	0.120758	18.962	6.7119	24.0396
25180	-9558.75	-9574.89	16.1417	1.18201	0.0454218	0.0384904	0.023265	0.00742568	0.789263	0.0148279	0.0128498	0.0378542	0.0715874	0.046031	0.00672217	0.0388235	0.0229654	0.0190778	0.00740833	0.0967534	2.87606	16.7116	41.3109
25190	-9561.85	-9579.03	17.1793	1.08994	0.0547694	0.0432513	0.026683	0.00821795	0.69974	0.0083856	0.0122869	0.0332279	0.0739854	0.0349947	0.00863014	0.0340906	0.0229654	0.0179491	0.0107659	0.112317	22.2594	14.2605	22.0251
25200	-9566.02	-9579.96	13.9361	1.19551	0.0453758	0.0325137	0.0190639	0.0122822	0.815538	0.0168426	0.011921	0.0511367	0.0679499	0.0393056	0.0111593	0.01751	0.0280042	0.0191784	0.00772928	0.104328	3.21832	10.5343	88.5508
25210	-9558.82	-9576.16	17.3347	1.17988	0.0461752	0.0407573	0.0245162	0.0112528	0.795013	0.00711166	0.00686219	0.0361884	0.0693997	0.0460384	0.00911281	0.0592129	0.00395942	0.0192088	0.00507479	0.0804642	7.58359	14.79	15.1062
25220	-9567.61	-9583.54	15.9324	1.23093	0.053458	0.0408134	0.0172948	0.013115	0.848724	0.0129146	0.0104901	0.033196	0.0583074	0.0455524	0.00911281	0.0460698	0.0132291	0.0188461	0.0098073	0.0993615	20.6454	5.27291	29.3809
25230	-9563.55	-9578.74	15.1846	1.13361	0.0415589	0.0392493	0.0163452	0.0122996	0.790508	0.0067335	0.00973099	0.0389361	0.0597601	0.025915	0.00696661	0.0460698	0.011274	0.0199872	0.00827947	0.0852729	38.0754	7.37095	44.2856
25240	-9566.8	-9584.77	17.9767	1.10914	0.0436503	0.0338109	0.0225524	0.0122355	0.764424	0.00716546	0.0139463	0.0321064	0.0648955	0.0415621	0.00445204	0.0253625	0.00520672	0.0199872	0.0177841	0.101988	9.35797	19.9016	9.50866
25250	-9561.25	-9574.29	13.0413	1.17011	0.0427973	0.0373089	0.0179819	0.00833102	0.813779	0.00884343	0.00992446	0.031904	0.0722816	0.042143	0.00756214	0.0294909	0.0061735	0.0216408	0.0199535	0.100689	7.01237	32.526	85.7431
25260	-9567.81	-9582.3	14.4923	1.25791	0.0537594	0.0372794	0.0179819	0.0160823	0.899849	0.0157793	0.00490042	0.0364409	0.0598571	0.042143	0.00518607	0.0355251	0.00813932	0.0140352	0.0109473	0.0946917	15.1397	14.3285	49.2428
25270	-9561.76	-9577.96	16.2031	1.25775	0.0531418	0.034454	0.018318	0.00933462	0.883957	0.0160361	0.00576562	0.0363351	0.0638296	0.0380936	0.0176395	0.0376329	0.00886417	0.0196002	0.0147525	0.0957486	4.45676	13.7178	26.349
25280	-9555.59	-9573.14	17.5521	1.23139	0.0485509	0.0339107	0.0233372	0.0148965	0.839621	0.00744143	0.0127703	0.0405215	0.0683529	0.0416858	0.0140381	0.0503406	0.00659239	0.0196327	0.00969805	0.0975054	2.66944	8.85362	11.2921
25290	-9552.18	-9568.8	16.6239	1.20471	0.051773	0.0410695	0.0228355	0.0141286	0.814811	0.012723	0.00821845	0.0331802	0.0686746	0.0387337	0.0161095	0.038658	0.0127845	0.0245346	0.00647943	0.101737	9.79043	16.726	20.1934
25300	-9559.99	-9578.32	18.3281	1.09968	0.0503181	0.0406198	0.022325	0.00954203	0.708827	0.0100935	0.00986722	0.0485843	0.0617927	0.0383938	0.00876533	0.0455997	0.0128165	0.0195419	0.01259	0.0927499	13.6018	12.086	7.95478
25310	-9571.86	-9589.13	17.277	1.24712	0.0444092	0.034647	0.0250821	0.0122297	0.877337	0.0108995	0.00938697	0.0373795	0.0644995	0.0377676	0.00635934	0.060968	0.00468451	0.0157485	0.00571985	0.0808793	3.62341	5.33528	16.229
25320	-9557.13	-9575.74	18.6027	1.16299	0.0515075	0.0413106	0.0207209	0.00856336	0.794434	0.00600791	0.0091589	0.0395715	0.0688588	0.0390961	0.006831	0.0502743	0.00272894	0.017441	0.00648924	0.102139	6.05937	3.98017	5.43688
25330	-9563.47	-9581.08	17.6137	1.10688	0.0439967	0.0487289	0.0256194	0.0129331	0.757546	0.0071439	0.00841345	0.0350471	0.0525532	0.0302043	0.010034	0.0305346	0.0207303	0.0139927	0.00940172	0.114882	22.5557	6.02013	17.8914
25340	-9560.57	-9577.52	16.9539	1.34683	0.0566703	0.0396825	0.0246117	0.0101549	0.931828	0.00518224	0.0171756	0.0470206	0.0723708	0.0424414	0.00695626	0.0338754	0.0207303	0.0232592	0.0148677	0.109129	3.13591	5.8179	2.72597
25350	-9562.85	-9578.34	15.4879	1.26075	0.0533861	0.0412935	0.0245558	0.0135535	0.866846	0.00650664	0.0167819	0.0338238	0.0676134	0.0426528	0.0112983	0.0311625	0.0207303	0.0233633	0.00718415	0.122463	9.18258	18.0843	30.9341
25360	-9555.07	-9571.65	16.5768	1.23446	0.0469808	0.0358904	0.0331813	0.0135655	0.841196	0.0109337	0.0100573	0.0423083	0.0697523	0.0425946	0.0158959	0.0336487	0.0179379	0.0141533	0.00636722	0.113197	6.62999	20.4893	14.5714
