Iteration	Posterior	Likelihood	Prior	ucln_sigma	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	ucln_mean	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	sf[1]	sf[2]	sf[3]	sf[4]
550	-2758.54	-2741.39	-17.1542	0.889566	0.308338	0.030593	0.0442312	0.0136382	47.2718	20.0848	42.1241	0.00485961	0.142305	0.180326	0.0129057	0.0805065	0.0936475	0.115948	0.0242335	0.0668501	0.070681	0.116854	0.407482	0.052535	0.118523	0.0419701	0.0713119	0.0691813	0.111305	0.132258	0.0596741	0.101455	0.0618802	0.333256	0.0994146	0.066421	0.405902	0.033126	0.179538	0.345901	0.307989	0.166573
560	-2756.55	-2739.48	-17.0731	0.752523	0.281483	0.0257841	0.0358852	0.0101011	49.5604	19.0813	47.6007	0.00543525	0.113451	0.219456	0.10105	0.127787	0.0558722	0.201364	0.0411098	0.0775828	0.100828	0.104294	0.282266	0.0194289	0.0330913	0.126236	0.0113598	0.10844	0.195375	0.0952699	0.04894	0.108319	0.0650277	0.359098	0.0478306	0.0749836	0.413822	0.039238	0.199031	0.313711	0.311243	0.176016
570	-2757.02	-2737.17	-19.848	1.01961	0.577388	0.050928	0.120508	0.0695797	46.8438	20.8584	35.7731	0.00568598	0.150171	0.060293	0.04961	0.101434	0.0399333	0.19303	0.0577834	0.093701	0.0656977	0.145452	0.303065	0.0638967	0.0778343	0.0540728	0.110282	0.0576176	0.197033	0.207532	0.319128	0.122078	0.0488176	0.390652	0.0467784	0.0734048	0.356886	0.0834606	0.198148	0.321717	0.305359	0.174776
580	-2745.81	-2739.74	-6.06763	0.360974	0.202551	0.0257604	0.0323035	0.00654309	51.2004	20.813	36.2766	0.00530228	0.135256	0.101328	0.0745618	0.07047	0.0893411	0.137859	0.0796816	0.0849888	0.0968251	0.171969	0.246526	0.148798	0.10535	0.0917624	0.149152	0.126237	0.0984572	0.144631	0.135581	0.11964	0.0488168	0.343324	0.0411111	0.0816562	0.411743	0.0733491	0.195437	0.317	0.311394	0.17617
590	-2755.92	-2736.12	-19.8014	0.870731	0.86352	0.0159203	0.11665	0.100729	52.1505	20.7481	34.8669	0.00547809	0.170032	0.0552622	0.0645608	0.118097	0.0256878	0.258856	0.0482071	0.113251	0.0920167	0.163166	0.299281	0.113271	0.107993	0.092883	0.237251	0.0352743	0.107269	0.276684	0.0615334	0.126141	0.0564149	0.383544	0.062284	0.071716	0.361621	0.0644202	0.180357	0.324649	0.333613	0.161382
600	-2754.45	-2738.32	-16.1232	0.496117	0.591373	0.029196	0.0714492	0.0422531	55.1206	18.7532	47.5938	0.00514651	0.151721	0.131247	0.0458469	0.113875	0.143756	0.151912	0.0908871	0.230434	0.118199	0.109973	0.409087	0.0950208	0.136696	0.232235	0.131724	0.14797	0.0535405	0.114813	0.110937	0.142675	0.0568369	0.347785	0.0212023	0.0722524	0.417777	0.084147	0.198298	0.319553	0.319232	0.162917
610	-2757.11	-2735.86	-21.2539	0.547684	0.115339	0.0730246	0.0825453	0.00952067	51.929	22.709	37.448	0.00513063	0.131241	0.0744467	0.0521353	0.377169	0.0590751	0.103737	0.142541	0.134386	0.0854103	0.153791	0.29671	0.143277	0.325971	0.175978	0.0800341	0.0470428	0.1212	0.267139	0.105387	0.152524	0.0621766	0.334951	0.0541879	0.0790404	0.377592	0.0920524	0.18899	0.326392	0.319352	0.165266
620	-2749.67	-2735.72	-13.9493	0.341233	0.148746	0.0312687	0.0367325	0.00546382	45.9535	16.968	40.2716	0.0051351	0.1364	0.129951	0.188001	0.11099	0.0834618	0.0991978	0.0767191	0.134751	0.0963828	0.158669	0.355955	0.12685	0.3114	0.101844	0.21036	0.0772802	0.150418	0.105328	0.161663	0.148846	0.051068	0.369744	0.0445066	0.0918398	0.367235	0.0756062	0.195107	0.318313	0.322896	0.163685
630	-2762.41	-2736.9	-25.5063	1.27616	0.523906	0.0396385	0.0832577	0.0436192	47.8595	22.7412	47.0503	0.00548982	0.319598	0.196098	0.140293	0.753714	0.0379107	0.349313	0.020579	0.213605	0.0356627	0.0872034	0.343986	0.0251763	0.301993	0.0969172	0.0667019	0.044097	0.0494162	0.102331	0.0110054	0.159778	0.0510528	0.312822	0.0551233	0.0777012	0.439333	0.0639667	0.180709	0.309589	0.340167	0.169535
640	-2757.95	-2740.06	-17.8848	0.456627	0.460737	0.0713587	0.132326	0.0609676	47.575	16.5882	40.205	0.00589897	0.179252	0.150655	0.255022	0.173077	0.302123	0.246797	0.0913428	0.278695	0.14144	0.117877	0.352424	0.245479	0.175319	0.188358	0.117532	0.0619715	0.0982989	0.1138	0.130321	0.18003	0.0372643	0.431399	0.0554093	0.066895	0.351308	0.0577239	0.19509	0.326744	0.315031	0.163135
650	-2759.38	-2736.45	-22.9342	0.910177	0.771829	0.0118484	0.0519277	0.0400793	48.632	18.49	44.032	0.00591124	0.177358	0.461718	0.199764	0.101981	0.10948	0.279052	0.151459	0.217873	0.0673893	0.100559	0.283713	0.0973631	0.0510723	0.222333	0.0617674	0.11644	0.0314274	0.119098	0.0432469	0.150874	0.0456906	0.350942	0.0648172	0.0917426	0.398849	0.0479589	0.18097	0.324504	0.323899	0.170628
660	-2748.52	-2737.85	-10.6727	0.641081	0.310832	0.0696339	0.10104	0.0314066	48.4997	20.2675	40.2494	0.00543496	0.122126	0.0583739	0.084411	0.104792	0.042385	0.11402	0.0250666	0.161683	0.0489319	0.120515	0.291206	0.0364718	0.0543143	0.0353811	0.104134	0.0913428	0.0427834	0.110502	0.101301	0.090423	0.0435382	0.346447	0.0617639	0.0874209	0.41513	0.0456996	0.18656	0.336036	0.317906	0.159498
670	-2766.41	-2750.05	-16.3579	0.663686	0.292565	0.0207506	0.0293321	0.00858153	47.5006	21.4367	34.0792	0.00566835	0.118808	0.0608005	0.0971242	0.187184	0.0298702	0.0514535	0.0345177	0.102566	0.0789343	0.125728	0.201256	0.0523824	0.0542523	0.0492159	0.0830341	0.0918318	0.208686	0.115107	0.521907	0.119214	0.131446	0.31005	0.0554871	0.0893305	0.348899	0.0647868	0.153773	0.334554	0.347881	0.163792
680	-2759.93	-2740.4	-19.5292	0.757592	0.404657	0.0449485	0.0755001	0.0305516	50.5651	17.9114	37.0396	0.0053281	0.152598	0.0516491	0.0539926	0.0707836	0.131498	0.0572936	0.0859388	0.0392059	0.108132	0.136378	0.184812	0.0419812	0.019629	0.102487	0.0661243	0.0492076	0.739137	0.128852	0.41195	0.137725	0.0744153	0.330727	0.0505265	0.0813442	0.403992	0.0589947	0.183905	0.334183	0.326274	0.155638
690	-2755.66	-2742.99	-12.6765	0.622139	0.296491	0.0404942	0.0575604	0.0170661	48.6357	23.5331	35.7307	0.00588479	0.111191	0.0495366	0.0888697	0.118478	0.0855236	0.150944	0.0346791	0.181264	0.0715586	0.122341	0.279863	0.0798064	0.0917275	0.106021	0.0655817	0.0634476	0.100714	0.218894	0.133522	0.113487	0.067483	0.397114	0.0417795	0.0737664	0.366358	0.053499	0.190762	0.34485	0.307063	0.157325
700	-2761.99	-2741.75	-20.239	0.728155	0.870072	0.00711061	0.0547271	0.0476165	55.1489	18.2686	36.548	0.00527518	0.104586	0.232532	0.0102859	0.0490302	0.0523289	0.0422693	0.0666416	0.109398	0.146634	0.153232	0.216482	0.0601662	0.111676	0.026051	0.240499	0.0979197	0.0770776	0.107335	0.187257	0.110379	0.0666778	0.392375	0.0579657	0.0728861	0.344953	0.0651422	0.176838	0.306339	0.343824	0.173
710	-2760.89	-2743.31	-17.5838	0.479845	0.325978	0.030333	0.0450029	0.01467	52.7219	16.6375	44.8477	0.00588246	0.119053	0.0725032	0.0366126	0.133614	0.113935	0.088417	0.0373126	0.0977064	0.0808505	0.100491	0.255939	0.0860819	0.0954778	0.0913072	0.0938203	0.0778288	0.285697	0.158233	0.375889	0.126762	0.0441917	0.370325	0.0521045	0.0826219	0.392201	0.0585553	0.202844	0.304945	0.312101	0.180109
720	-2753.61	-2739.59	-14.0197	0.605189	0.416347	0.0396714	0.0679709	0.0282995	43.4151	19.291	37.5132	0.00513607	0.109677	0.112188	0.0857968	0.125161	0.147705	0.0826902	0.0953724	0.0851131	0.103635	0.126709	0.472405	0.0410101	0.0289672	0.0403552	0.123236	0.0830667	0.0655074	0.165697	0.0603651	0.11361	0.0296163	0.352183	0.0589698	0.0585252	0.452824	0.047882	0.18336	0.325853	0.330808	0.159979
730	-2745.45	-2737.05	-8.39825	0.350113	0.657093	0.014934	0.043551	0.028617	54.0234	18.6837	42.5004	0.00534685	0.14135	0.130472	0.158098	0.159993	0.14874	0.121802	0.0787228	0.129704	0.10658	0.140297	0.294447	0.11703	0.0832333	0.19499	0.134931	0.162611	0.0811123	0.137536	0.149543	0.140547	0.0681635	0.359532	0.0470131	0.0926182	0.396412	0.0362611	0.200112	0.305061	0.333307	0.161521
740	-2742.93	-2738.46	-4.46828	0.329095	0.374642	0.0524316	0.0838425	0.0314109	49.9509	16.6289	34.688	0.005683	0.131845	0.121799	0.0907248	0.153225	0.13481	0.100855	0.123868	0.136067	0.0868895	0.183789	0.297975	0.0781159	0.137279	0.159229	0.0963057	0.0940748	0.14213	0.133289	0.117002	0.132635	0.0657715	0.336887	0.0453633	0.089368	0.382501	0.0801086	0.190879	0.309472	0.325692	0.173958
750	-2759.26	-2748.02	-11.2454	0.376686	0.755513	0.0317052	0.12968	0.0979752	51.869	17.2872	42.1718	0.00515063	0.163533	0.157309	0.220035	0.0733837	0.15261	0.163091	0.159526	0.258917	0.116586	0.0765737	0.311542	0.152513	0.12986	0.156393	0.118197	0.152233	0.143763	0.166717	0.170883	0.160007	0.0417352	0.345119	0.0537694	0.0567083	0.451836	0.0508328	0.201147	0.291515	0.338683	0.168655
760	-2741.83	-2735.74	-6.09108	0.378922	0.532744	0.0343889	0.0735974	0.0392086	51.6691	16.6207	46.2242	0.00563684	0.115748	0.11873	0.103149	0.106924	0.080435	0.15701	0.0804161	0.176561	0.114357	0.0792125	0.339419	0.0951123	0.094345	0.142761	0.105357	0.156833	0.0985765	0.102724	0.0988682	0.125044	0.0739782	0.379793	0.0480264	0.0678104	0.384238	0.0461543	0.180312	0.342564	0.31181	0.165313
770	-2762.26	-2738.85	-23.413	0.748643	0.629625	0.0280718	0.0757929	0.0477211	51.1739	17.52	44.2397	0.00476419	0.209571	0.182228	0.112668	0.542097	0.122065	0.22918	0.0831647	0.107006	0.0711205	0.0886236	0.337	0.063443	0.175144	0.193097	0.330946	0.106052	0.0830431	0.104961	0.134831	0.170371	0.0566681	0.365401	0.0360494	0.069292	0.414556	0.0580342	0.190858	0.324295	0.327292	0.157555
780	-2757.85	-2738.11	-19.7456	1.26931	0.459322	0.0150226	0.0277848	0.0127622	49.8599	23.4626	44.3912	0.00517595	0.223604	0.081795	0.171759	0.0893235	0.0489652	0.0345021	0.0373393	0.0888063	0.0569347	0.0995444	0.395981	0.0647153	0.188579	0.0677327	0.0471893	0.0196465	0.0578442	0.113923	0.00781739	0.092911	0.0554227	0.35737	0.0737511	0.0676072	0.388106	0.0577422	0.175376	0.331142	0.309363	0.184119
790	-2756.03	-2740.94	-15.082	0.64382	0.214613	0.0511087	0.0650746	0.0139659	49.4657	18.77	36.6971	0.00581374	0.144226	0.201214	0.10064	0.200802	0.0583693	0.0301687	0.110475	0.159502	0.0724285	0.156531	0.30911	0.0421408	0.0924596	0.134789	0.107188	0.0386964	0.0792436	0.162187	0.0447886	0.116707	0.065211	0.39183	0.0242791	0.0414534	0.410027	0.0671994	0.166041	0.342554	0.336162	0.155243
800	-2744.05	-2736.41	-7.64647	0.429869	0.122862	0.0358924	0.0409199	0.00502748	51.8694	19.9606	39.7906	0.00605553	0.102639	0.0695681	0.0765738	0.0882745	0.0421773	0.0491833	0.0632381	0.0729298	0.0751054	0.0916854	0.246445	0.0856459	0.100457	0.153474	0.0610963	0.075486	0.0458657	0.125177	0.0989667	0.090075	0.0714761	0.356406	0.0908618	0.0641016	0.356031	0.061124	0.176728	0.322182	0.332413	0.168677
810	-2746.02	-2735.37	-10.6518	0.416487	0.853039	0.0232229	0.158021	0.134798	48.4902	17.5824	39.7744	0.00561123	0.163354	0.153179	0.098154	0.179222	0.101564	0.119905	0.0964183	0.189731	0.094841	0.134522	0.299677	0.216773	0.156727	0.108202	0.0974186	0.132699	0.0502358	0.164899	0.110186	0.139131	0.0810321	0.364906	0.0432061	0.0656304	0.401799	0.0434271	0.181601	0.334601	0.320133	0.163666
820	-2751.82	-2739.99	-11.8286	0.587843	0.501135	0.0435934	0.0873851	0.0437917	49.4722	17.7803	36.554	0.00531035	0.133385	0.0671507	0.231925	0.129838	0.100238	0.264808	0.0603903	0.076132	0.133122	0.0944829	0.325765	0.0918766	0.0603995	0.0499085	0.154157	0.0759181	0.0907752	0.16545	0.107066	0.126633	0.0969201	0.39049	0.0490901	0.0757266	0.353249	0.0345248	0.17811	0.313288	0.325697	0.182906
830	-2751	-2733.23	-17.7686	0.645504	0.236173	0.0528782	0.0692281	0.0163498	47.9915	19.1072	43.9801	0.00565442	0.0899709	0.132393	0.0455364	0.114439	0.23725	0.181418	0.0720155	0.131373	0.0979476	0.112964	0.348772	0.0492091	0.0392875	0.0988658	0.183428	0.0428219	0.0512248	0.107574	0.228663	0.126399	0.0831601	0.386159	0.0452366	0.0542375	0.374063	0.0571436	0.175362	0.33635	0.327768	0.16052
840	-2747.28	-2738.77	-8.51155	0.430968	0.208769	0.0522845	0.0660799	0.0137954	46.425	19.0896	36.1206	0.00529901	0.122904	0.0886462	0.0794601	0.0742386	0.0904577	0.0900727	0.0904883	0.172723	0.132521	0.197403	0.343331	0.0979134	0.143984	0.0877357	0.224217	0.0927725	0.0645261	0.10353	0.122332	0.127575	0.0771841	0.34882	0.0875586	0.07746	0.348156	0.0608211	0.179115	0.334901	0.331842	0.154142
850	-2754.88	-2743.94	-10.9414	0.516309	0.265853	0.0484156	0.0659481	0.0175325	49.2518	18.519	36.3592	0.00546978	0.108152	0.0790901	0.0866635	0.0945982	0.117131	0.134953	0.104363	0.0894001	0.145839	0.121486	0.280934	0.0469496	0.0725343	0.0630226	0.0362339	0.0424624	0.200393	0.172076	0.185949	0.115227	0.0648965	0.296588	0.0736194	0.0651285	0.433715	0.066053	0.192697	0.30741	0.334063	0.16583
860	-2746.02	-2733.18	-12.8437	0.546819	0.368235	0.0352973	0.055871	0.0205737	51.7464	19.8789	37.7689	0.0054787	0.104111	0.0883261	0.120191	0.191761	0.0377774	0.127616	0.0525614	0.200818	0.0616276	0.135531	0.272327	0.103904	0.123617	0.114796	0.034103	0.148018	0.0728459	0.119893	0.140264	0.119221	0.065134	0.382444	0.0708967	0.0967072	0.340675	0.0441424	0.183343	0.332815	0.315371	0.168471
870	-2763.43	-2740.27	-23.1645	0.788249	0.664717	0.0769392	0.229475	0.152536	45.6253	17.5819	35.7845	0.00523122	0.239	0.24478	0.0702027	0.295421	0.0987494	0.167297	0.0875871	0.328146	0.104657	0.17934	0.369147	0.22077	0.102053	0.240026	0.207651	0.25735	0.0570653	0.0944546	0.0756677	0.177798	0.0587584	0.355713	0.0631605	0.0872411	0.376995	0.0581322	0.177514	0.31906	0.341919	0.161508
880	-2749.51	-2734.17	-15.3366	0.590401	0.674403	0.0270562	0.0830971	0.056041	56.4304	21.4832	52.4137	0.0052347	0.105244	0.195785	0.0945551	0.132862	0.0603439	0.118497	0.0512152	0.102984	0.0658224	0.0939937	0.303729	0.0664922	0.0344459	0.117858	0.103811	0.0507888	0.0386991	0.110496	0.243901	0.110349	0.0598783	0.34409	0.044669	0.0861915	0.404667	0.0605048	0.184864	0.332545	0.314396	0.168195
890	-2755.72	-2737.29	-18.4292	0.522286	0.582176	0.0426272	0.102022	0.0593947	52.3719	19.7509	36.4058	0.00550891	0.11192	0.218066	0.0509034	0.037345	0.0416239	0.0695376	0.0576717	0.0725067	0.0754758	0.125534	0.299754	0.312138	0.158529	0.0576089	0.0834528	0.0505259	0.195547	0.187018	0.173462	0.125928	0.0641287	0.348515	0.0430557	0.0830786	0.393818	0.0674044	0.191209	0.323512	0.330048	0.155231
900	-2745.81	-2737.11	-8.70002	0.391627	0.236247	0.075682	0.0990923	0.0234103	48.3183	20.0876	44.7781	0.00504381	0.115577	0.169394	0.0944667	0.150846	0.108198	0.121814	0.0824995	0.109987	0.082214	0.102017	0.329539	0.110107	0.0989788	0.093731	0.166231	0.10169	0.0521887	0.0942785	0.0756424	0.119101	0.0537578	0.409554	0.04538	0.0738298	0.357578	0.0599005	0.185494	0.323245	0.311211	0.18005
910	-2759.65	-2746.43	-13.2211	0.850081	0.217139	0.0392214	0.0501	0.0108787	44.1895	23.3684	40.5307	0.00536227	0.111445	0.156365	0.0288232	0.0658221	0.0358258	0.0508722	0.0179441	0.0737388	0.0314319	0.103028	0.27658	0.0478438	0.121038	0.0461299	0.193716	0.114765	0.0651118	0.156303	0.0399099	0.0902916	0.0787588	0.405201	0.0486112	0.0790866	0.322568	0.0657743	0.172139	0.346434	0.309001	0.172426
920	-2758.35	-2741.3	-17.047	0.869958	0.148655	0.0276537	0.0324824	0.00482867	47.4576	22.2779	41.0636	0.0056068	0.0948074	0.153548	0.0269638	0.109309	0.0286743	0.017943	0.0177388	0.0972886	0.0661281	0.123117	0.257073	0.0975612	0.0822002	0.00983149	0.0452994	0.0374964	0.027863	0.205684	0.44895	0.102926	0.0850447	0.357747	0.0524729	0.0853987	0.348313	0.0710239	0.200224	0.314692	0.328401	0.156684
930	-2751.38	-2734.72	-16.6619	0.720525	0.277062	0.036937	0.0510929	0.0141559	50.5908	22.761	39.1375	0.00543197	0.111671	0.0888169	0.0431873	0.152114	0.0356597	0.16224	0.0622504	0.0731608	0.108613	0.123546	0.241358	0.0537217	0.108786	0.0517171	0.306293	0.0573394	0.0716957	0.209125	0.358423	0.128225	0.0434456	0.372192	0.0308215	0.0910238	0.410185	0.0523328	0.188589	0.324116	0.320115	0.167179
940	-2744.16	-2738.29	-5.87378	0.269607	0.65422	0.0333556	0.0964646	0.0631091	52.3049	20.6271	35.1809	0.00544832	0.141378	0.146581	0.134653	0.112212	0.144615	0.085445	0.109008	0.179298	0.0942659	0.122898	0.259361	0.124451	0.201578	0.200487	0.151348	0.113418	0.0916511	0.166276	0.154214	0.143987	0.0380915	0.350015	0.0477236	0.0878078	0.430479	0.0458835	0.19334	0.320544	0.326248	0.159868
950	-2752.12	-2736.42	-15.6927	0.688106	0.883022	0.0162492	0.138908	0.122659	48.4383	18.9036	40.7443	0.00554107	0.131778	0.167441	0.0515031	0.104089	0.0937091	0.175071	0.04526	0.0922208	0.0944921	0.156876	0.353748	0.085497	0.0849956	0.0705731	0.281302	0.0197716	0.121904	0.129292	0.109939	0.124316	0.0348818	0.433646	0.0421618	0.0775745	0.358821	0.0529145	0.178335	0.306445	0.340185	0.175034
960	-2744.82	-2739.15	-5.66302	0.373456	0.52753	0.0389051	0.082344	0.0434389	51.2519	18.9598	38.6857	0.0058214	0.103973	0.0844558	0.0805393	0.0422036	0.125805	0.0627043	0.0671946	0.089924	0.0964877	0.113702	0.230036	0.0700516	0.0493353	0.0840847	0.052989	0.0562264	0.078189	0.13582	0.129192	0.0916078	0.0690207	0.437993	0.0254186	0.0769452	0.30276	0.0878626	0.179152	0.33269	0.308988	0.17917
970	-2748.94	-2740.2	-8.7423	0.459741	0.235978	0.0417829	0.0546881	0.0129052	53.3357	18.2595	51.8988	0.00543822	0.0959519	0.103062	0.109278	0.0705947	0.0626101	0.08539	0.0575843	0.103723	0.0506657	0.0630499	0.346876	0.0396183	0.123492	0.0596688	0.148236	0.101578	0.133819	0.0729812	0.0976513	0.10166	0.0586532	0.36309	0.042719	0.0812206	0.407903	0.0464142	0.178773	0.339877	0.308334	0.173016
980	-2753.78	-2735.34	-18.4439	0.502434	0.213435	0.039279	0.0499374	0.0106584	47.7297	18.9317	39.4916	0.0056727	0.115964	0.0779398	0.142596	0.60238	0.123911	0.0633393	0.0529107	0.107481	0.100879	0.137079	0.356327	0.078713	0.240116	0.156469	0.0568286	0.0853445	0.10265	0.140414	0.0952909	0.151148	0.049426	0.457177	0.0430676	0.0818833	0.321653	0.046793	0.185194	0.323494	0.312081	0.179231
990	-2747.49	-2736.03	-11.462	0.365346	0.31109	0.0330028	0.0479058	0.014903	48.232	18.433	38.9032	0.00578653	0.151115	0.156378	0.190207	0.229346	0.131134	0.150231	0.107388	0.0969129	0.118039	0.11384	0.236918	0.131965	0.0694494	0.120613	0.109518	0.112664	0.0650781	0.171636	0.333763	0.146949	0.062078	0.373741	0.054092	0.091274	0.36217	0.0566454	0.170023	0.326607	0.324251	0.179119
1000	-2750.49	-2739.85	-10.6392	0.469088	0.413137	0.0620223	0.105684	0.0436622	51.2325	20.3676	37.7995	0.00532674	0.137313	0.0649072	0.166817	0.127987	0.118296	0.124326	0.0494153	0.156057	0.0786165	0.130648	0.294058	0.0759025	0.0888529	0.117616	0.168942	0.184936	0.130167	0.131116	0.136491	0.130286	0.0632294	0.363468	0.021125	0.0878112	0.37034	0.0940262	0.203895	0.319394	0.312737	0.163975
1010	-2749.29	-2738.32	-10.9645	0.360488	0.71047	0.0532045	0.183762	0.130557	50.3067	18.2615	48.463	0.00518185	0.141823	0.135054	0.0882442	0.185066	0.164821	0.172625	0.0811056	0.170792	0.0853274	0.10099	0.35004	0.108602	0.129697	0.194795	0.162353	0.124384	0.100418	0.110072	0.133302	0.144316	0.0625829	0.359379	0.0307765	0.108859	0.339513	0.0988896	0.184336	0.312813	0.330723	0.172127
1020	-2762.06	-2747.19	-14.8693	0.460719	0.586545	0.0309579	0.0748762	0.0439183	62.4801	18.7962	37.9827	0.00552869	0.106428	0.208251	0.0697389	0.111	0.144777	0.0609878	0.0781287	0.113078	0.0828987	0.1057	0.218778	0.0578366	0.0533977	0.0730362	0.0648652	0.0563463	0.121011	0.118376	0.237384	0.109755	0.0493936	0.308344	0.020064	0.0709678	0.486762	0.0644686	0.185073	0.313329	0.323058	0.178539
1030	-2748.6	-2739.46	-9.14012	0.383104	0.440248	0.0375443	0.067073	0.0295287	48.5817	21.2857	37.2413	0.00507435	0.117365	0.0951796	0.115516	0.079311	0.151327	0.0534855	0.0425914	0.0728603	0.0960071	0.101719	0.34241	0.0765335	0.11454	0.0682883	0.116792	0.114054	0.0856914	0.158081	0.172641	0.114279	0.0879676	0.346522	0.0419739	0.0758922	0.378108	0.0695358	0.194797	0.303256	0.330249	0.171699
1040	-2750.96	-2735.55	-15.4113	0.495787	0.276717	0.0464594	0.0642341	0.0177747	51.2629	19.9859	44.1647	0.00551938	0.144091	0.155969	0.0630499	0.0994143	0.225709	0.188865	0.088747	0.12388	0.127086	0.0945884	0.321101	0.0840823	0.324628	0.106217	0.221477	0.0654781	0.0816097	0.158062	0.0469668	0.143163	0.0885282	0.348389	0.0542668	0.0758723	0.378841	0.0541029	0.19159	0.326354	0.317253	0.164802
1050	-2754.4	-2741.49	-12.9194	0.381852	0.0230161	0.0662682	0.0678294	0.00156117	49.804	18.7926	39.1211	0.00570395	0.167334	0.213185	0.170999	0.160762	0.140316	0.191344	0.0706044	0.198229	0.107676	0.119687	0.284942	0.214611	0.22389	0.0898007	0.116506	0.118961	0.150693	0.15287	0.143062	0.159341	0.0722522	0.411293	0.0666411	0.0766079	0.346375	0.0268308	0.188507	0.335939	0.310408	0.165147
1060	-2757.33	-2739.25	-18.0808	0.661931	0.379654	0.0299943	0.0483509	0.0183566	44.193	19.5372	36.6158	0.00499465	0.139523	0.139761	0.146843	0.0928179	0.226347	0.266632	0.0459834	0.0684525	0.0816628	0.142641	0.374351	0.03166	0.0714664	0.0478393	0.118845	0.0938632	0.073371	0.186398	0.181751	0.132816	0.065132	0.333958	0.0600739	0.0690585	0.432966	0.0388117	0.172117	0.316657	0.347912	0.163314
1070	-2756.14	-2738.7	-17.4426	0.598139	0.19903	0.0595655	0.0743667	0.0148012	48.9457	23.3871	38.0237	0.00487161	0.120799	0.0464655	0.0618489	0.165197	0.0451872	0.186333	0.0492058	0.10048	0.0800189	0.142205	0.297591	0.080943	0.0750686	0.104748	0.0574762	0.112614	0.0705611	0.174404	0.443467	0.127434	0.0367885	0.374445	0.0734056	0.0658056	0.412572	0.0369835	0.18769	0.333916	0.327912	0.150482
1080	-2759.85	-2745.1	-14.7569	0.636513	0.350393	0.0376231	0.0579167	0.0202936	51.6224	18.0211	37.8933	0.00578141	0.131407	0.175954	0.0799481	0.401675	0.124401	0.0923174	0.086246	0.0881363	0.0739181	0.0828191	0.366762	0.0380537	0.0533745	0.0727531	0.139697	0.0885061	0.113191	0.102026	0.132737	0.128473	0.0336807	0.342812	0.0432517	0.131752	0.414645	0.0338592	0.183097	0.320002	0.334947	0.161955
1090	-2758.19	-2739.87	-18.3239	0.939377	0.257011	0.0502466	0.0676276	0.017381	53.7516	23.2682	38.8363	0.00519027	0.155608	0.0941717	0.0902948	0.198889	0.0276002	0.0675367	0.0292056	0.0779826	0.0877651	0.130348	0.331919	0.0726812	0.0564975	0.0554927	0.0719616	0.130801	0.0939208	0.209459	0.0827957	0.106073	0.0452986	0.365438	0.0453211	0.0739802	0.434483	0.0354791	0.186114	0.316542	0.313273	0.184071
1100	-2757.38	-2737.61	-19.7687	0.708763	0.706583	0.0636886	0.217058	0.15337	50.7004	18.0776	45.8929	0.00515999	0.135645	0.136374	0.0129448	0.109549	0.19639	0.100181	0.0656401	0.124558	0.135772	0.106513	0.319402	0.0970113	0.160775	0.0438952	0.061117	0.0533596	0.0709874	0.145005	0.176579	0.117558	0.0476089	0.384075	0.0406496	0.0777533	0.404264	0.0456487	0.163975	0.320707	0.343628	0.17169
1110	-2745.13	-2735.44	-9.69587	0.394264	0.0781277	0.0519411	0.0563431	0.00440196	50.1507	21.6425	37.7346	0.0057759	0.0969171	0.0753364	0.0397092	0.117951	0.0717316	0.0633887	0.0335209	0.122698	0.0791093	0.136965	0.28523	0.113504	0.0721765	0.119299	0.105266	0.13202	0.0653802	0.126214	0.110131	0.103868	0.0451359	0.391294	0.0657513	0.0796685	0.371644	0.0465066	0.187917	0.323497	0.322345	0.166241
1120	-2761.86	-2742.92	-18.936	0.662764	0.470129	0.0416908	0.078681	0.0369902	52.1845	17.0982	33.9619	0.00518606	0.158395	0.103558	0.0671526	0.444715	0.215737	0.12127	0.053503	0.160356	0.0729788	0.0924913	0.295909	0.122191	0.0492806	0.16531	0.102812	0.0379548	0.115669	0.207437	0.290297	0.151035	0.0379902	0.436812	0.0335076	0.101989	0.336193	0.0535083	0.18254	0.302789	0.340398	0.174274
1130	-2759.31	-2744.47	-14.8371	0.542262	0.480964	0.0525604	0.101265	0.048705	52.2301	20.2155	42.5201	0.00526242	0.149342	0.202647	0.190168	0.110329	0.20191	0.0599619	0.131764	0.123636	0.0931679	0.102254	0.262649	0.0861606	0.0570674	0.0855682	0.10954	0.210789	0.0323129	0.201586	0.0839105	0.130301	0.0428557	0.348269	0.0495148	0.102425	0.404878	0.0520579	0.186144	0.308767	0.347118	0.157971
