Iteration	Posterior	Likelihood	Prior	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[14]	br_lens[15]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[12]	br_lens[13]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	shape[0]	shape[1]
1500	-9635.23	-9647.05	11.8261	0.0116293	0.0402787	0.0378541	0.0149409	0.0130682	0.0449573	0.0682502	0.0353339	0.00811327	0.703358	0.020866	0.0116293	0.0402787	0.0378541	0.0149409	0.0113574	0.0412047	0.0180629	0.00699535	0.0180629	0.00699535	0.0130682	0.0449573	0.0682502	0.0353339	0.00811327	0.020866	0.703358	0.0113574	0.0412047	0.0753698	0.363061	0.0176856	0.0253333	0.485079	0.0334717	0.107501	0.235796	0.0817497	0.0589853	0.418891	0.0970778	0.275782	0.199118	0.228492	0.296608	0.301698	0.202999	0.219296	0.276007	0.758534	0.924184	1.05303	1.26425	25.0159	0.0994404	4.87049e-07	0.00103695	0.0922544	3.90671	0.0994404	25.0159
1510	-9644.92	-9657.64	12.721	0.0123668	0.0511261	0.0349249	0.0149409	0.0128377	0.0482469	0.0595004	0.0380414	0.0103209	0.671333	0.0228386	0.0123668	0.0511261	0.0349249	0.0149409	0.00335065	0.0470158	0.0209799	0.00661286	0.0209799	0.00661286	0.0128377	0.0482469	0.0595004	0.0380414	0.0103209	0.0228386	0.671333	0.00335065	0.0470158	0.0882957	0.378328	0.0184293	0.0427327	0.437335	0.0348792	0.117704	0.27413	0.0895088	0.0464611	0.375643	0.0965536	0.266125	0.201981	0.231021	0.300873	0.311995	0.185561	0.236979	0.265465	0.653218	0.880793	1.06956	1.39643	11.4449	0.138483	2.46536e-05	0.00734624	0.206879	3.78575	0.138483	11.4449
1520	-9640.14	-9651.8	11.6606	0.00896201	0.0536424	0.0378039	0.0194671	0.0125388	0.0330057	0.0673412	0.0390722	0.0113901	0.770724	0.022964	0.00896201	0.0536424	0.0378039	0.0194671	0.0102684	0.0378739	0.0186598	0.0106317	0.0186598	0.0106317	0.0125388	0.0330057	0.0673412	0.0390722	0.0113901	0.022964	0.770724	0.0102684	0.0378739	0.061587	0.37833	0.0128546	0.0188177	0.484319	0.0440919	0.1062	0.261673	0.0884458	0.0394278	0.401145	0.103109	0.255286	0.185319	0.230572	0.328823	0.320046	0.183389	0.234206	0.262358	0.669324	0.887908	1.06735	1.37542	12.7076	0.102205	7.09801e-07	0.00125148	0.0997264	3.89902	0.102205	12.7076
1530	-9633.31	-9645.37	12.0566	0.00795737	0.0425647	0.032411	0.0152244	0.0134278	0.0346628	0.064218	0.0392858	0.0107887	0.774392	0.0241135	0.00795737	0.0425647	0.032411	0.0152244	0.0115562	0.0358655	0.0186448	0.0122974	0.0186448	0.0122974	0.0134278	0.0346628	0.064218	0.0392858	0.0107887	0.0241135	0.774392	0.0115562	0.0358655	0.0698741	0.436213	0.0165247	0.0299493	0.405169	0.0422704	0.113921	0.241783	0.0712517	0.0598029	0.42774	0.0855011	0.285829	0.186166	0.229707	0.298298	0.290745	0.211653	0.212085	0.285518	0.596851	0.854379	1.07625	1.47252	8.17199	0.104986	1.01624e-06	0.00149706	0.107404	3.8911	0.104986	8.17199
1540	-9642.36	-9653.26	10.9009	0.010358	0.0628679	0.0344169	0.0139558	0.0119605	0.0378948	0.0748561	0.0373846	0.0130438	0.860386	0.0213805	0.010358	0.0628679	0.0344169	0.0139558	0.0103456	0.039185	0.0207946	0.00681966	0.0207946	0.00681966	0.0119605	0.0378948	0.0748561	0.0373846	0.0130438	0.0213805	0.860386	0.0103456	0.039185	0.0752026	0.407543	0.0175611	0.0241911	0.430581	0.0449216	0.117693	0.255807	0.0615179	0.0267742	0.425627	0.112581	0.30023	0.182412	0.225075	0.292283	0.288039	0.197487	0.225509	0.288965	0.584913	0.848464	1.07745	1.48917	7.64714	0.0970415	3.452e-07	0.000873177	0.0859123	3.91321	0.0970415	7.64714
1550	-9638.94	-9650.89	11.9532	0.014531	0.046371	0.0349025	0.0220607	0.0129497	0.0361191	0.0563952	0.0332623	0.00924235	0.805607	0.0219842	0.014531	0.046371	0.0349025	0.0220607	0.0100125	0.0400383	0.014413	0.00707395	0.014413	0.00707395	0.0129497	0.0361191	0.0563952	0.0332623	0.00924235	0.0219842	0.805607	0.0100125	0.0400383	0.0860309	0.419455	0.016039	0.0247431	0.41013	0.0436012	0.0836882	0.263247	0.056362	0.0373068	0.453531	0.105865	0.286713	0.185936	0.229422	0.297929	0.289449	0.196302	0.224157	0.290091	0.491287	0.797675	1.08371	1.62733	4.74857	0.0864983	6.06155e-08	0.000366243	0.0599202	3.93971	0.0864983	4.74857
1560	-9645.53	-9656.87	11.3389	0.00995062	0.0521421	0.0183847	0.0288747	0.0131034	0.0417887	0.0621928	0.0411013	0.0130091	0.831548	0.0373684	0.00995062	0.0521421	0.0183847	0.0288747	0.00927868	0.031131	0.0125239	0.0071379	0.0125239	0.0071379	0.0131034	0.0417887	0.0621928	0.0411013	0.0130091	0.0373684	0.831548	0.00927868	0.031131	0.0737608	0.43858	0.0167703	0.0210664	0.42883	0.020993	0.120597	0.25551	0.0682082	0.0556781	0.418081	0.0819252	0.271055	0.18688	0.233046	0.309019	0.306524	0.18405	0.23744	0.271985	0.595504	0.853717	1.07639	1.47439	8.1104	0.0962076	3.05038e-07	0.000820876	0.0837411	3.91544	0.0962076	8.1104
1570	-9634.65	-9645.57	10.9237	0.0120922	0.0417577	0.0279025	0.0221386	0.00819578	0.0335749	0.0632747	0.0421657	0.00976704	0.818176	0.0277668	0.0120922	0.0417577	0.0279025	0.0221386	0.0091487	0.0372466	0.0165277	0.0106687	0.0165277	0.0106687	0.00819578	0.0335749	0.0632747	0.0421657	0.00976704	0.0277668	0.818176	0.0091487	0.0372466	0.0798422	0.383161	0.0195961	0.042356	0.436108	0.0389364	0.119619	0.25344	0.0669106	0.0559404	0.414693	0.0893974	0.286014	0.180353	0.22919	0.304444	0.306852	0.196621	0.223869	0.272658	0.744683	0.918882	1.05547	1.28097	22.2176	0.118721	4.67205e-06	0.00320541	0.147106	3.84968	0.118721	22.2176
1580	-9637.86	-9649.61	11.7518	0.00870976	0.0498895	0.0295142	0.0316901	0.0150358	0.0377639	0.0627457	0.0350959	0.00785705	0.737206	0.0258761	0.00870976	0.0498895	0.0295142	0.0316901	0.00669206	0.0422726	0.0126818	0.00792878	0.0126818	0.00792878	0.0150358	0.0377639	0.0627457	0.0350959	0.00785705	0.0258761	0.737206	0.00669206	0.0422726	0.0829542	0.398096	0.0203599	0.0533899	0.404746	0.0404541	0.127169	0.248279	0.0827032	0.059065	0.384224	0.0985592	0.265615	0.183633	0.234037	0.316715	0.29655	0.1892	0.215419	0.298832	0.729013	0.912742	1.05814	1.30011	19.5613	0.102421	7.30417e-07	0.0012695	0.100318	3.89841	0.102421	19.5613
1590	-9638.69	-9650.08	11.3881	0.0129597	0.0481353	0.0207273	0.037122	0.0082353	0.0396869	0.0725735	0.0395636	0.00902453	0.833358	0.0200463	0.0129597	0.0481353	0.0207273	0.037122	0.0120555	0.045138	0.0162342	0.0093955	0.0162342	0.0093955	0.0082353	0.0396869	0.0725735	0.0395636	0.00902453	0.0200463	0.833358	0.0120555	0.045138	0.0515971	0.463692	0.0153722	0.0345552	0.408601	0.0261828	0.12663	0.242022	0.080619	0.0700867	0.397554	0.0830885	0.263319	0.187859	0.219106	0.329717	0.294462	0.197474	0.225119	0.282945	0.464245	0.781373	1.08433	1.67005	4.18501	0.0922142	1.63541e-07	0.000601272	0.0736011	3.9258	0.0922142	4.18501
1600	-9642.19	-9654.1	11.9186	0.0129597	0.0451269	0.0295631	0.0192627	0.0118921	0.0396869	0.0700124	0.0383829	0.00926254	0.78165	0.0228698	0.0129597	0.0451269	0.0295631	0.0192627	0.0129326	0.0341859	0.0152389	0.0107073	0.0152389	0.0107073	0.0118921	0.0396869	0.0700124	0.0383829	0.00926254	0.0228698	0.78165	0.0129326	0.0341859	0.0633164	0.321137	0.015264	0.0343122	0.529084	0.036887	0.119058	0.304431	0.061709	0.0658961	0.373783	0.0751222	0.286742	0.181886	0.212139	0.319233	0.313729	0.194704	0.221961	0.269606	0.5853	0.848658	1.07741	1.48863	7.66342	0.109924	1.83772e-06	0.00201219	0.121377	3.87661	0.109924	7.66342
1610	-9641.31	-9652.93	11.6208	0.00987946	0.04803	0.0382067	0.00953737	0.00842328	0.0429587	0.0763286	0.0454726	0.00802696	0.717419	0.0252974	0.00987946	0.04803	0.0382067	0.00953737	0.00662404	0.0319517	0.0192834	0.00849445	0.0192834	0.00849445	0.00842328	0.0429587	0.0763286	0.0454726	0.00802696	0.0252974	0.717419	0.00662404	0.0319517	0.0639136	0.312775	0.015408	0.0365948	0.534074	0.0372349	0.0906623	0.261066	0.0721093	0.0641578	0.403142	0.108863	0.280066	0.183321	0.214862	0.321752	0.297562	0.199291	0.22719	0.275957	0.759228	0.924446	1.0529	1.26342	25.1693	0.119539	5.05993e-06	0.00333552	0.14954	3.84712	0.119539	25.1693
1620	-9635.38	-9646.91	11.5377	0.0114063	0.0470008	0.0424058	0.00668273	0.0130747	0.0364662	0.0688481	0.0363842	0.0117089	0.80757	0.0230089	0.0114063	0.0470008	0.0424058	0.00668273	0.00788888	0.0365044	0.0216549	0.0097413	0.0216549	0.0097413	0.0130747	0.0364662	0.0688481	0.0363842	0.0117089	0.0230089	0.80757	0.00788888	0.0365044	0.0625014	0.367628	0.0161158	0.0538726	0.472964	0.0269174	0.0915434	0.232452	0.0728101	0.0890201	0.407061	0.107114	0.288602	0.186908	0.222934	0.301557	0.295107	0.191213	0.225315	0.288364	0.630771	0.870563	1.07242	1.42624	9.9577	0.110654	1.99694e-06	0.00209739	0.123476	3.87442	0.110654	9.9577
1630	-9635.74	-9647.44	11.7042	0.0105275	0.0423326	0.0321411	0.0108857	0.0125958	0.0374614	0.0617342	0.0359783	0.00787111	0.801112	0.0221423	0.0105275	0.0423326	0.0321411	0.0108857	0.00841059	0.0325656	0.022425	0.0104928	0.022425	0.0104928	0.0125958	0.0374614	0.0617342	0.0359783	0.00787111	0.0221423	0.801112	0.00841059	0.0325656	0.0657842	0.386099	0.0230643	0.0338676	0.460013	0.0311724	0.0972487	0.225804	0.0722661	0.0943483	0.404019	0.106314	0.273807	0.188933	0.223337	0.313923	0.306046	0.186528	0.218647	0.288779	0.672307	0.889206	1.06693	1.37156	12.9626	0.108793	1.61221e-06	0.0018849	0.118142	3.87997	0.108793	12.9626
1640	-9642.18	-9654.1	11.9137	0.00835027	0.0563299	0.0472916	0.00945779	0.00722841	0.035597	0.0594144	0.0383732	0.0138686	0.737605	0.0265762	0.00835027	0.0563299	0.0472916	0.00945779	0.00718571	0.0389694	0.0214461	0.00888716	0.0214461	0.00888716	0.00722841	0.035597	0.0594144	0.0383732	0.0138686	0.0265762	0.737605	0.00718571	0.0389694	0.0744308	0.36617	0.0218738	0.0321196	0.475842	0.0295635	0.0856141	0.228714	0.0731975	0.0955643	0.409226	0.107684	0.281182	0.194958	0.236933	0.286926	0.306733	0.181464	0.212135	0.299668	0.695314	0.899011	1.06353	1.34214	15.1923	0.108463	1.55087e-06	0.00184876	0.1172	3.88095	0.108463	15.1923
1650	-9637.06	-9648.46	11.4001	0.0104168	0.0532692	0.0388307	0.00728678	0.00875907	0.0302695	0.0739954	0.0437445	0.0132195	0.841563	0.0247028	0.0104168	0.0532692	0.0388307	0.00728678	0.00488795	0.0433657	0.0172615	0.00961166	0.0172615	0.00961166	0.00875907	0.0302695	0.0739954	0.0437445	0.0132195	0.0247028	0.841563	0.00488795	0.0433657	0.0923012	0.399914	0.0157081	0.0211276	0.438626	0.0323239	0.0780282	0.239681	0.0767071	0.0560523	0.436685	0.112847	0.282738	0.191281	0.22368	0.302301	0.29761	0.194782	0.215083	0.292525	0.481803	0.792049	1.084	1.64215	4.54064	0.111256	2.13685e-06	0.00216949	0.125212	3.87262	0.111256	4.54064
1660	-9641.58	-9653.24	11.6643	0.0151029	0.0435054	0.0479626	0.000379488	0.0134278	0.0384021	0.05781	0.0387299	0.00790649	0.821249	0.0250758	0.0151029	0.0435054	0.0479626	0.000379488	0.00555521	0.0524335	0.0168568	0.0123025	0.0168568	0.0123025	0.0134278	0.0384021	0.05781	0.0387299	0.00790649	0.0250758	0.821249	0.00555521	0.0524335	0.0794426	0.437788	0.0135198	0.0240114	0.404155	0.0410837	0.10093	0.262858	0.0688008	0.0578895	0.38862	0.120901	0.267435	0.190646	0.227545	0.314373	0.288699	0.185255	0.219173	0.306873	0.463135	0.780687	1.08434	1.67184	4.16371	0.10136	6.34024e-07	0.00118289	0.0974257	3.90139	0.10136	4.16371
1670	-9635.15	-9646.81	11.6633	0.0106376	0.0473098	0.0444413	0.000243226	0.0101994	0.0433354	0.0666986	0.0430649	0.00575317	0.820512	0.0222988	0.0106376	0.0473098	0.0444413	0.000243226	0.00583798	0.0406771	0.0168568	0.0112961	0.0168568	0.0112961	0.0101994	0.0433354	0.0666986	0.0430649	0.00575317	0.0222988	0.820512	0.00583798	0.0406771	0.0734866	0.439014	0.0125062	0.0208811	0.406109	0.048003	0.108744	0.258158	0.0675706	0.0578656	0.401307	0.106354	0.264114	0.19391	0.235786	0.30619	0.298605	0.203373	0.217033	0.280989	0.528871	0.819056	1.08191	1.57016	5.7024	0.0904148	1.21288e-07	0.000517889	0.0691824	3.9303	0.0904148	5.7024
1680	-9640.28	-9651.41	11.1294	0.0142101	0.0413594	0.0489472	0.00610714	0.0146928	0.0354347	0.0654659	0.0342826	0.00796967	0.886334	0.0185006	0.0142101	0.0413594	0.0489472	0.00610714	0.0134227	0.0399201	0.0155691	0.0161019	0.0155691	0.0161019	0.0146928	0.0354347	0.0654659	0.0342826	0.00796967	0.0185006	0.886334	0.0134227	0.0399201	0.0569988	0.408039	0.017806	0.0260768	0.44856	0.0425189	0.0974712	0.282862	0.0674459	0.0577588	0.401324	0.0931376	0.272632	0.198957	0.220915	0.307497	0.295817	0.201474	0.224345	0.278365	0.350709	0.702776	1.07912	1.86739	2.54529	0.0942488	2.26166e-07	0.000706954	0.0787121	3.92058	0.0942488	2.54529
1690	-9632.81	-9644.34	11.5357	0.0120752	0.0517909	0.0319097	0.0219027	0.0128572	0.0317101	0.0715606	0.042882	0.00880086	0.832204	0.0242181	0.0120752	0.0517909	0.0319097	0.0219027	0.00996555	0.0382142	0.0190852	0.00282753	0.0190852	0.00282753	0.0128572	0.0317101	0.0715606	0.042882	0.00880086	0.0242181	0.832204	0.00996555	0.0382142	0.0607284	0.434738	0.0189711	0.0473633	0.392898	0.045301	0.107674	0.237574	0.0758619	0.0696167	0.404514	0.104759	0.270209	0.188322	0.229961	0.311507	0.301316	0.202129	0.22026	0.276294	0.435338	0.763015	1.08429	1.71736	3.67127	0.105684	1.10874e-06	0.0015636	0.109354	3.88908	0.105684	3.67127
1700	-9640.85	-9652.29	11.4351	0.010485	0.0579063	0.0233288	0.0283996	0.0113411	0.034513	0.0654993	0.0377415	0.00585489	0.839528	0.0260286	0.010485	0.0579063	0.0233288	0.0283996	0.00525424	0.040281	0.0254405	0.00672632	0.0254405	0.00672632	0.0113411	0.034513	0.0654993	0.0377415	0.00585489	0.0260286	0.839528	0.00525424	0.040281	0.0580891	0.441219	0.0181466	0.0453049	0.381982	0.0552585	0.124175	0.236261	0.0696721	0.0422361	0.430357	0.0972987	0.253915	0.192	0.232842	0.321244	0.307313	0.199539	0.217437	0.275712	0.476585	0.788912	1.08412	1.65038	4.43114	0.0920043	1.58032e-07	0.000591069	0.0730806	3.92633	0.0920043	4.43114
1710	-9637.07	-9649.22	12.1449	0.00877548	0.0458788	0.0513046	0.00421578	0.0127027	0.0381449	0.0730702	0.0384333	0.00715352	0.75135	0.0279513	0.00877548	0.0458788	0.0513046	0.00421578	0.00486278	0.040023	0.0132537	0.00703592	0.0132537	0.00703592	0.0127027	0.0381449	0.0730702	0.0384333	0.00715352	0.0279513	0.75135	0.00486278	0.040023	0.0760596	0.448236	0.0200451	0.0419259	0.380717	0.0330173	0.125182	0.238176	0.0742361	0.0725785	0.39174	0.0980874	0.276032	0.189539	0.241291	0.293138	0.29742	0.193116	0.210438	0.299026	0.614704	0.863009	1.07431	1.44797	9.05187	0.110118	1.87897e-06	0.00203461	0.121934	3.87603	0.110118	9.05187
1720	-9644.96	-9655.04	10.0828	0.0079635	0.0404367	0.0603781	0.00258757	0.00980947	0.0379984	0.0552638	0.0350311	0.0087973	1.00475	0.0249104	0.0079635	0.0404367	0.0603781	0.00258757	0.0134537	0.034012	0.0203168	0.00706847	0.0203168	0.00706847	0.00980947	0.0379984	0.0552638	0.0350311	0.0087973	0.0249104	1.00475	0.0134537	0.034012	0.089059	0.401365	0.0188536	0.0359829	0.423685	0.0310547	0.111824	0.212761	0.0782103	0.0648336	0.431086	0.101285	0.268852	0.184609	0.236755	0.309783	0.312358	0.194307	0.221007	0.272327	0.358824	0.709028	1.08	1.85215	2.63422	0.044671	1.85482e-14	2.03311e-07	0.00266918	3.99733	0.044671	2.63422
1730	-9641.23	-9653.01	11.7731	0.00804445	0.0620559	0.0629335	0.00111473	0.00832585	0.0386707	0.066953	0.0480672	0.0107146	0.758336	0.0261588	0.00804445	0.0620559	0.0629335	0.00111473	0.00710183	0.0405332	0.0171284	0.00719451	0.0171284	0.00719451	0.00832585	0.0386707	0.066953	0.0480672	0.0107146	0.0261588	0.758336	0.00710183	0.0405332	0.0632232	0.392578	0.0184408	0.0351951	0.460188	0.0303748	0.0867476	0.26181	0.102945	0.0471721	0.405946	0.0953788	0.263662	0.20035	0.232184	0.303803	0.299029	0.1925	0.228737	0.279734	0.607176	0.859401	1.07515	1.45827	8.66592	0.0961717	3.03403e-07	0.000818675	0.0836479	3.91553	0.0961717	8.66592
1740	-9641.62	-9652.85	11.2267	0.0103066	0.0510396	0.0352404	0.00165572	0.00944432	0.0344167	0.0771379	0.0440521	0.00618268	0.786484	0.0260715	0.0103066	0.0510396	0.0352404	0.00165572	0.0115396	0.0400353	0.0154002	0.00978614	0.0154002	0.00978614	0.00944432	0.0344167	0.0771379	0.0440521	0.00618268	0.0260715	0.786484	0.0115396	0.0400353	0.0686655	0.415067	0.0172813	0.0382248	0.427772	0.0329895	0.124205	0.26902	0.0821246	0.0410821	0.400503	0.0830652	0.269874	0.184864	0.231382	0.31388	0.310433	0.189632	0.225329	0.274606	0.734884	0.91506	1.05715	1.29291	20.5007	0.097598	3.7446e-07	0.000909385	0.0873711	3.91172	0.097598	20.5007
1750	-9647.15	-9657.66	10.5115	0.0122831	0.0446865	0.0582075	0.00106875	0.00829068	0.0351793	0.0566048	0.0397334	0.00727474	0.898101	0.018093	0.0122831	0.0446865	0.0582075	0.00106875	0.00817051	0.0540528	0.0166433	0.00880959	0.0166433	0.00880959	0.00829068	0.0351793	0.0566048	0.0397334	0.00727474	0.018093	0.898101	0.00817051	0.0540528	0.0598274	0.435498	0.0163904	0.0368008	0.415836	0.0356472	0.126479	0.279457	0.0598064	0.0418344	0.407837	0.0845863	0.262718	0.189334	0.225301	0.322647	0.309355	0.182413	0.220459	0.287773	0.673907	0.8899	1.0667	1.3695	13.1023	0.11843	4.54037e-06	0.00316002	0.146244	3.85059	0.11843	13.1023
1760	-9642.19	-9652.83	10.6398	0.0100245	0.0449266	0.0366332	0.0122321	0.0101846	0.0318966	0.0599051	0.0393174	0.012598	0.77536	0.0246637	0.0100245	0.0449266	0.0366332	0.0122321	0.00467488	0.044356	0.0242144	0.0124932	0.0242144	0.0124932	0.0101846	0.0318966	0.0599051	0.0393174	0.012598	0.0246637	0.77536	0.00467488	0.044356	0.0713251	0.421366	0.010658	0.0266138	0.442589	0.0274483	0.105331	0.25623	0.0658683	0.0462225	0.436478	0.0898716	0.263701	0.190042	0.240844	0.305413	0.291535	0.194322	0.223023	0.29112	0.794876	0.937557	1.04628	1.22129	35.2901	0.109479	1.74603e-06	0.00196144	0.120102	3.87793	0.109479	35.2901
1770	-9640.16	-9651.09	10.9315	0.0128371	0.0449266	0.0333516	0.0193249	0.00961836	0.0472865	0.0637393	0.0370151	0.00567925	0.863342	0.0208425	0.0128371	0.0449266	0.0333516	0.0193249	0.00913303	0.044356	0.0132314	0.0103492	0.0132314	0.0103492	0.00961836	0.0472865	0.0637393	0.0370151	0.00567925	0.0208425	0.863342	0.00913303	0.044356	0.0726458	0.31078	0.0156182	0.0377922	0.533492	0.0296719	0.10762	0.257367	0.0671148	0.0719433	0.401132	0.0948221	0.259966	0.191868	0.233042	0.315123	0.301438	0.186191	0.236122	0.276249	0.649513	0.87913	1.07005	1.40131	11.1792	0.0759302	6.52499e-09	0.000120271	0.0377436	3.96214	0.0759302	11.1792
1780	-9640.02	-9651.11	11.096	0.0103409	0.0503444	0.0354826	0.0183087	0.0164601	0.0472865	0.0634614	0.0478784	0.00760554	0.871255	0.0218622	0.0103409	0.0503444	0.0354826	0.0183087	0.0102855	0.0356448	0.0172813	0.00330579	0.0172813	0.00330579	0.0164601	0.0472865	0.0634614	0.0478784	0.00760554	0.0218622	0.871255	0.0102855	0.0356448	0.102207	0.337705	0.0119712	0.0391704	0.492544	0.0164025	0.104591	0.250122	0.0652253	0.0699466	0.417963	0.0921526	0.268441	0.184134	0.232728	0.314697	0.297781	0.174282	0.233257	0.294679	0.425623	0.756613	1.0841	1.73366	3.51602	0.0940165	2.18104e-07	0.000694254	0.0781228	3.92118	0.0940165	3.51602
1790	-9640.69	-9652.23	11.5411	0.00904859	0.0486164	0.0325095	0.0183087	0.0116301	0.0322412	0.0706865	0.0557656	0.00929653	0.807743	0.0243895	0.00904859	0.0486164	0.0325095	0.0183087	0.0119775	0.0414994	0.0198755	0.0120904	0.0198755	0.0120904	0.0116301	0.0322412	0.0706865	0.0557656	0.00929653	0.0243895	0.807743	0.0119775	0.0414994	0.102245	0.360132	0.0107238	0.0391849	0.465713	0.0220008	0.120204	0.247516	0.0645459	0.0767571	0.386014	0.104963	0.281314	0.181015	0.228304	0.309367	0.299966	0.169636	0.248141	0.282257	0.494273	0.799426	1.08361	1.62269	4.81649	0.117333	4.07036e-06	0.00299234	0.142991	3.85401	0.117333	4.81649
1800	-9641.32	-9653.71	12.3849	0.00783654	0.0416914	0.0430419	0.0118377	0.0107482	0.0357844	0.0698088	0.0384688	0.00854464	0.751972	0.0172222	0.00783654	0.0416914	0.0430419	0.0118377	0.00994234	0.0455489	0.0184615	0.00979211	0.0184615	0.00979211	0.0107482	0.0357844	0.0698088	0.0384688	0.00854464	0.0172222	0.751972	0.00994234	0.0455489	0.10338	0.375834	0.0201097	0.0396197	0.437816	0.0232405	0.0882861	0.251493	0.0915915	0.0861134	0.404517	0.0779989	0.283028	0.182118	0.229695	0.305159	0.293485	0.167681	0.246258	0.292575	0.500264	0.802912	1.08338	1.61345	4.95657	0.0969908	3.42633e-07	0.000869928	0.0857797	3.91335	0.0969908	4.95657
1810	-9646.08	-9657.72	11.6477	0.0113872	0.0437175	0.0415786	0.0120052	0.0107482	0.0315055	0.0619155	0.0436019	0.00727197	0.814015	0.0261519	0.0113872	0.0437175	0.0415786	0.0120052	0.0178699	0.0390394	0.0196572	0.00889025	0.0196572	0.00889025	0.0107482	0.0315055	0.0619155	0.0436019	0.00727197	0.0261519	0.814015	0.0178699	0.0390394	0.089339	0.26949	0.0166921	0.0570651	0.550749	0.0166645	0.0723814	0.233559	0.0870579	0.0569704	0.451734	0.0982969	0.281828	0.174396	0.238333	0.305442	0.30524	0.166743	0.23708	0.290938	0.537713	0.823885	1.08134	1.55706	5.96202	0.103794	8.73467e-07	0.00138808	0.104096	3.89451	0.103794	5.96202
1820	-9646.34	-9658.46	12.1177	0.0135296	0.046407	0.0352371	0.0155301	0.0131565	0.0374675	0.0622918	0.0430137	0.00907063	0.751369	0.0176346	0.0135296	0.046407	0.0352371	0.0155301	0.0114447	0.0372587	0.0157312	0.0093103	0.0157312	0.0093103	0.0131565	0.0374675	0.0622918	0.0430137	0.00907063	0.0176346	0.751369	0.0114447	0.0372587	0.105074	0.286493	0.0149529	0.0641448	0.514408	0.0149282	0.0852526	0.252158	0.108407	0.0630226	0.385229	0.105931	0.269399	0.184736	0.231519	0.314346	0.316581	0.163929	0.233078	0.286412	0.643017	0.87619	1.07089	1.4099	10.7335	0.113636	2.77293e-06	0.00247078	0.132123	3.8654	0.113636	10.7335
1830	-9647.76	-9659.3	11.5446	0.00735711	0.0407226	0.0409047	0.00213163	0.012251	0.0386548	0.0640278	0.0446307	0.0148301	0.82494	0.0247099	0.00735711	0.0407226	0.0409047	0.00213163	0.00988884	0.0370907	0.020642	0.0100707	0.020642	0.0100707	0.012251	0.0386548	0.0640278	0.0446307	0.0148301	0.0247099	0.82494	0.00988884	0.0370907	0.0763161	0.297158	0.0155151	0.0470746	0.527809	0.0361269	0.113282	0.279193	0.0655808	0.0672443	0.361947	0.112753	0.263713	0.204772	0.233759	0.297756	0.306486	0.192164	0.238564	0.262786	0.576351	0.84415	1.07826	1.50124	7.29829	0.131312	1.42865e-05	0.00559722	0.185044	3.80934	0.131312	7.29829
1840	-9647.26	-9659.13	11.8723	0.00726127	0.0496545	0.0521188	0.00657624	0.0104125	0.0462582	0.078459	0.0497529	0.00628327	0.768786	0.0253687	0.00726127	0.0496545	0.0521188	0.00657624	0.00719383	0.0430094	0.0138992	0.00463027	0.0138992	0.00463027	0.0104125	0.0462582	0.078459	0.0497529	0.00628327	0.0253687	0.768786	0.00719383	0.0430094	0.083262	0.271366	0.0147728	0.0594287	0.548782	0.0223881	0.112738	0.273244	0.0771793	0.0517943	0.372833	0.112212	0.269549	0.20079	0.222819	0.306842	0.300875	0.17057	0.25035	0.278204	0.517282	0.812614	1.08258	1.58753	5.38393	0.128438	1.12851e-05	0.00497633	0.176317	3.8187	0.128438	5.38393
1850	-9642.27	-9653.46	11.1901	0.00978397	0.0414173	0.0504288	0.00355651	0.0115284	0.0266461	0.0602409	0.0399908	0.00990797	0.846421	0.0227196	0.00978397	0.0414173	0.0504288	0.00355651	0.00891755	0.0327232	0.0285035	0.0125045	0.0285035	0.0125045	0.0115284	0.0266461	0.0602409	0.0399908	0.00990797	0.0227196	0.846421	0.00891755	0.0327232	0.105218	0.358031	0.0214483	0.0340938	0.4515	0.0297082	0.0997725	0.271443	0.0762184	0.046105	0.395646	0.110815	0.259747	0.198878	0.237456	0.303919	0.28448	0.186245	0.236709	0.292566	0.659628	0.883647	1.06869	1.38803	11.9256	0.105453	1.07737e-06	0.00154135	0.108708	3.88975	0.105453	11.9256
