Iteration	Posterior	Likelihood	Prior	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[14]	br_lens[15]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[12]	br_lens[13]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	shape[0]	shape[1]
25670	-9646.26	-9658.29	12.0257	0.00805875	0.0462677	0.026481	0.00673852	0.00813613	0.0393642	0.0744455	0.0376306	0.00786852	0.804622	0.0254237	0.00805875	0.0462677	0.026481	0.00673852	0.0234695	0.0305504	0.0155598	0.00784794	0.0155598	0.00784794	0.00813613	0.0393642	0.0744455	0.0376306	0.00786852	0.0254237	0.804622	0.0234695	0.0305504	0.0787414	0.317148	0.0107634	0.0359576	0.525241	0.0321484	0.0983582	0.316633	0.0518992	0.0625742	0.38351	0.0870253	0.257517	0.193765	0.237839	0.310879	0.328773	0.179928	0.222998	0.268302	0.442587	0.767713	1.08437	1.70533	3.79249	0.0911807	1.37941e-07	0.00055226	0.071051	3.9284	0.0911807	3.79249
25680	-9634.87	-9646.57	11.6988	0.00950981	0.0493354	0.0158356	0.0107303	0.0113658	0.0393642	0.0670304	0.0395563	0.00956209	0.781644	0.0298974	0.00950981	0.0493354	0.0158356	0.0107303	0.0344837	0.0380036	0.0188183	0.00868	0.0188183	0.00868	0.0113658	0.0393642	0.0670304	0.0395563	0.00956209	0.0298974	0.781644	0.0344837	0.0380036	0.0747322	0.353238	0.0119883	0.0400495	0.484185	0.0358068	0.0893045	0.287487	0.0875659	0.0548272	0.372805	0.10801	0.270476	0.189484	0.236031	0.30401	0.308519	0.17993	0.219687	0.291864	0.631941	0.871105	1.07228	1.42468	10.0284	0.122792	6.87645e-06	0.00388704	0.159273	3.83683	0.122792	10.0284
25690	-9635.04	-9646.08	11.0392	0.0119594	0.0489117	0.0205669	0.00858621	0.0111461	0.0386686	0.0647534	0.0387879	0.00913803	0.868399	0.0233094	0.0119594	0.0489117	0.0205669	0.00858621	0.0344837	0.0337726	0.0190789	0.0106795	0.0190789	0.0106795	0.0111461	0.0386686	0.0647534	0.0387879	0.00913803	0.0233094	0.868399	0.0344837	0.0337726	0.0821193	0.339114	0.00958555	0.0378982	0.502652	0.0286302	0.114002	0.2565	0.069386	0.0489174	0.384391	0.126803	0.27729	0.186599	0.232437	0.303673	0.285403	0.195596	0.229207	0.289793	0.582982	0.847496	1.07764	1.49188	7.56653	0.0915004	1.45461e-07	0.000567099	0.0718366	3.9276	0.0915004	7.56653
25700	-9643.1	-9654.27	11.1707	0.0102335	0.06262	0.0123076	0.00668792	0.0145217	0.0361858	0.0748982	0.0396247	0.0104223	0.862627	0.0253818	0.0102335	0.06262	0.0123076	0.00668792	0.0344837	0.0376884	0.0147516	0.00412399	0.0147516	0.00412399	0.0145217	0.0361858	0.0748982	0.0396247	0.0104223	0.0253818	0.862627	0.0344837	0.0376884	0.0688748	0.337426	0.0267279	0.0378096	0.505149	0.0240127	0.0895214	0.259463	0.0672576	0.0666633	0.433153	0.0839423	0.265299	0.197505	0.241646	0.29555	0.306404	0.187833	0.219401	0.286361	0.457924	0.777444	1.08439	1.68025	4.06548	0.100633	5.74414e-07	0.00112599	0.0954567	3.90342	0.100633	4.06548
25710	-9636.69	-9648.51	11.8147	0.00944986	0.045494	0.0122885	0.00660399	0.00982611	0.041311	0.0700866	0.0307112	0.00776346	0.813249	0.0192248	0.00944986	0.045494	0.0122885	0.00660399	0.0433107	0.0454573	0.016786	0.0124526	0.016786	0.0124526	0.00982611	0.041311	0.0700866	0.0307112	0.00776346	0.0192248	0.813249	0.0433107	0.0454573	0.0751807	0.406905	0.0218156	0.0163357	0.453552	0.0262111	0.114102	0.237258	0.0868314	0.0513339	0.396084	0.11439	0.273652	0.194492	0.23796	0.293895	0.301218	0.188328	0.22894	0.281514	0.43763	0.764507	1.08432	1.71354	3.70908	0.084617	4.2459e-08	0.000306573	0.0556575	3.94404	0.084617	3.70908
25720	-9640.96	-9653.61	12.6556	0.0106051	0.0442099	0.00883037	0.00880309	0.0117112	0.0242248	0.0620453	0.0396392	0.00655597	0.711968	0.0250905	0.0106051	0.0442099	0.00883037	0.00880309	0.0433107	0.0398594	0.0136342	0.0156415	0.0136342	0.0156415	0.0117112	0.0242248	0.0620453	0.0396392	0.00655597	0.0250905	0.711968	0.0433107	0.0398594	0.0845599	0.381359	0.0161852	0.0484256	0.450024	0.0194463	0.102172	0.223047	0.0882175	0.0681625	0.422963	0.0954375	0.282687	0.167898	0.245817	0.303598	0.295266	0.184592	0.224398	0.295744	0.638958	0.874337	1.07141	1.4153	10.4675	0.0852482	4.79302e-08	0.000325709	0.0570737	3.9426	0.0852482	10.4675
25730	-9642.78	-9654.67	11.8917	0.00664849	0.0490174	0.00993533	0.00636514	0.0112478	0.0338944	0.0510346	0.0397989	0.00668106	0.825703	0.0235383	0.00664849	0.0490174	0.00993533	0.00636514	0.036808	0.0409077	0.0275157	0.00886408	0.0275157	0.00886408	0.0112478	0.0338944	0.0510346	0.0397989	0.00668106	0.0235383	0.825703	0.036808	0.0409077	0.0620567	0.380513	0.0186459	0.0355385	0.467165	0.0360807	0.100484	0.219362	0.0701906	0.0670365	0.449065	0.0938609	0.258959	0.173273	0.256952	0.310816	0.301059	0.210142	0.216773	0.272027	0.415383	0.749733	1.0838	1.75109	3.36082	0.10384	8.78576e-07	0.00139213	0.104222	3.89439	0.10384	3.36082
25740	-9637.77	-9649.71	11.9377	0.00986241	0.0441794	0.00943725	0.00533069	0.00976911	0.0381234	0.054564	0.0393795	0.00531681	0.771922	0.0209967	0.00986241	0.0441794	0.00943725	0.00533069	0.036808	0.0435804	0.0106095	0.0110632	0.0106095	0.0110632	0.00976911	0.0381234	0.054564	0.0393795	0.00531681	0.0209967	0.771922	0.036808	0.0435804	0.0863863	0.416075	0.0161697	0.030819	0.419261	0.0312892	0.0953174	0.234883	0.0862459	0.0560743	0.426977	0.100502	0.279395	0.180263	0.245561	0.294781	0.316858	0.19466	0.22049	0.267992	0.701175	0.901452	1.06263	1.33475	15.8457	0.102003	6.91046e-07	0.00123486	0.0991759	3.89959	0.102003	15.8457
25750	-9638.48	-9649.96	11.4863	0.00818202	0.0435899	0.0133832	0.00990555	0.00923824	0.0316094	0.068106	0.0410732	0.0086283	0.845486	0.0226739	0.00818202	0.0435899	0.0133832	0.00990555	0.0400587	0.0376117	0.0251303	0.0110632	0.0251303	0.0110632	0.00923824	0.0316094	0.068106	0.0410732	0.0086283	0.0226739	0.845486	0.0400587	0.0376117	0.092128	0.390067	0.0172444	0.0200641	0.447127	0.0333688	0.170914	0.226941	0.0530772	0.0468482	0.406354	0.0958655	0.279986	0.178138	0.228937	0.31294	0.297903	0.199551	0.233786	0.268759	0.449285	0.771997	1.0844	1.69431	3.90886	0.107417	1.36965e-06	0.00173757	0.114232	3.88403	0.107417	3.90886
25760	-9638.54	-9649.42	10.8829	0.011264	0.0448412	0.0257073	0.00612353	0.00738579	0.0397857	0.0565631	0.0381046	0.00817195	0.913358	0.0267564	0.011264	0.0448412	0.0257073	0.00612353	0.0317714	0.0317195	0.0217054	0.0142491	0.0217054	0.0142491	0.00738579	0.0397857	0.0565631	0.0381046	0.00817195	0.0267564	0.913358	0.0317714	0.0317195	0.10171	0.430639	0.0190381	0.022151	0.389622	0.0368396	0.104277	0.255127	0.0567199	0.0471882	0.434243	0.102445	0.283802	0.180565	0.22665	0.308983	0.289303	0.186116	0.227037	0.297545	0.432523	0.761172	1.08424	1.72206	3.62546	0.10725	1.34244e-06	0.00172025	0.11376	3.88452	0.10725	3.62546
25770	-9640.63	-9652.16	11.5357	0.0167322	0.0500205	0.022698	0.012505	0.00701096	0.0440275	0.0701481	0.0332766	0.0113839	0.812665	0.0225907	0.0167322	0.0500205	0.022698	0.012505	0.0419622	0.0400686	0.0143624	0.00581482	0.0143624	0.00581482	0.00701096	0.0440275	0.0701481	0.0332766	0.0113839	0.0225907	0.812665	0.0419622	0.0400686	0.0917159	0.336192	0.018941	0.0432179	0.473281	0.0366518	0.0878727	0.234579	0.0684721	0.0501166	0.440407	0.118552	0.288126	0.183317	0.230104	0.298454	0.311089	0.194371	0.227593	0.266947	0.502604	0.804264	1.08328	1.60985	5.01271	0.112108	2.34857e-06	0.00227423	0.127676	3.87005	0.112108	5.01271
25780	-9632.66	-9644.44	11.7844	0.00947196	0.0470538	0.0147193	0.00376453	0.00956345	0.0331569	0.0599394	0.0374821	0.011197	0.812665	0.0243865	0.00947196	0.0470538	0.0147193	0.00376453	0.0419622	0.0333646	0.0231482	0.008003	0.0231482	0.008003	0.00956345	0.0331569	0.0599394	0.0374821	0.011197	0.0243865	0.812665	0.0419622	0.0333646	0.0788178	0.324201	0.0162773	0.0371401	0.512066	0.0314974	0.0872892	0.234564	0.0680175	0.0625085	0.437483	0.110138	0.280422	0.185775	0.229772	0.304031	0.303036	0.189595	0.22958	0.27779	0.571899	0.841882	1.07866	1.50756	7.12524	0.102234	7.12544e-07	0.0012539	0.0998059	3.89894	0.102234	7.12524
25790	-9635.84	-9647.48	11.6391	0.0114948	0.0611543	0.0153382	0.00992844	0.0101536	0.034659	0.0645034	0.0400555	0.0123279	0.808942	0.018489	0.0114948	0.0611543	0.0153382	0.00992844	0.0425824	0.0414864	0.0163041	0.0051823	0.0163041	0.0051823	0.0101536	0.034659	0.0645034	0.0400555	0.0123279	0.018489	0.808942	0.0425824	0.0414864	0.0767716	0.365834	0.0158548	0.0361759	0.461805	0.0435589	0.0963014	0.258781	0.0897335	0.0689621	0.380785	0.105437	0.272595	0.197375	0.231944	0.298086	0.307656	0.189751	0.229769	0.272825	0.521291	0.814858	1.08236	1.58149	5.49145	0.0967918	3.3272e-07	0.000857268	0.0852602	3.91388	0.0967918	5.49145
25800	-9641.18	-9652.61	11.4359	0.0100892	0.0490068	0.00511325	0.00518773	0.016307	0.036597	0.0700608	0.0413501	0.0094166	0.817824	0.0200316	0.0100892	0.0490068	0.00511325	0.00518773	0.0515222	0.045533	0.0195797	0.0156623	0.0195797	0.0156623	0.016307	0.036597	0.0700608	0.0413501	0.0094166	0.0200316	0.817824	0.0515222	0.045533	0.0648307	0.414263	0.00963443	0.034154	0.435994	0.0411243	0.0850625	0.260824	0.0653553	0.0631602	0.401612	0.123986	0.263437	0.194794	0.233129	0.308639	0.31324	0.19573	0.231095	0.259935	0.519047	0.813604	1.08248	1.58487	5.43092	0.0861066	5.63573e-08	0.000353156	0.0590223	3.94062	0.0861066	5.43092
25810	-9635.94	-9647.04	11.1039	0.0113132	0.0413454	0.00785984	0.00579115	0.0117027	0.0456973	0.0672082	0.0388029	0.0129377	0.875664	0.0237229	0.0113132	0.0413454	0.00785984	0.00579115	0.0515222	0.0327326	0.0181966	0.00990325	0.0181966	0.00990325	0.0117027	0.0456973	0.0672082	0.0388029	0.0129377	0.0237229	0.875664	0.0515222	0.0327326	0.0714996	0.398691	0.0106147	0.0376292	0.443958	0.0376071	0.100405	0.244306	0.0896723	0.0591739	0.393872	0.112571	0.268088	0.195641	0.235795	0.300476	0.307581	0.183163	0.21369	0.295566	0.445154	0.769362	1.08439	1.70109	3.8366	0.0969239	3.39276e-07	0.000865662	0.0856051	3.91353	0.0969239	3.8366
25820	-9633.01	-9645.3	12.2912	0.0113132	0.0491383	0.00455767	0.00727053	0.0104262	0.0387719	0.0657128	0.0412577	0.00879047	0.76791	0.0227801	0.0113132	0.0491383	0.00455767	0.00727053	0.0434148	0.0334969	0.0194096	0.0106128	0.0194096	0.0106128	0.0104262	0.0387719	0.0657128	0.0412577	0.00879047	0.0227801	0.76791	0.0434148	0.0334969	0.0669721	0.352139	0.00937534	0.0332356	0.487661	0.0506174	0.0900143	0.251362	0.0901286	0.059475	0.395876	0.113144	0.265031	0.198567	0.231432	0.30497	0.311971	0.192706	0.218396	0.276927	0.454109	0.775049	1.0844	1.68644	3.99539	0.0996467	5.01295e-07	0.00105198	0.0928062	3.90614	0.0996467	3.99539
25830	-9639.14	-9650.1	10.9603	0.00814072	0.0494306	0.00427431	0.0153822	0.010905	0.0325774	0.064644	0.0435735	0.00904863	0.829683	0.0264071	0.00814072	0.0494306	0.00427431	0.0153822	0.0388639	0.0336038	0.0169505	0.0156783	0.0169505	0.0156783	0.010905	0.0325774	0.064644	0.0435735	0.00904863	0.0264071	0.829683	0.0388639	0.0336038	0.0724039	0.380699	0.0101357	0.0359311	0.476543	0.0242875	0.0921088	0.228134	0.0740095	0.0702536	0.419717	0.115777	0.265031	0.198567	0.231432	0.30497	0.3182	0.188278	0.22296	0.270563	0.716656	0.907792	1.06017	1.31538	17.7744	0.078477	1.17956e-08	0.000161673	0.0426755	3.95716	0.078477	17.7744
25840	-9636.04	-9647.17	11.1254	0.0127029	0.0459834	0.00831424	0.0146811	0.00994279	0.0347233	0.061266	0.0364419	0.0106086	0.907851	0.0205296	0.0127029	0.0459834	0.00831424	0.0146811	0.0388639	0.0345505	0.0136212	0.00821649	0.0136212	0.00821649	0.00994279	0.0347233	0.061266	0.0364419	0.0106086	0.0205296	0.907851	0.0388639	0.0345505	0.0774234	0.361065	0.01667	0.0384221	0.480448	0.0259713	0.0864662	0.274612	0.0805106	0.0647636	0.386918	0.106729	0.268655	0.212651	0.211191	0.307503	0.314582	0.178188	0.232442	0.274788	0.358893	0.709082	1.08001	1.85202	2.635	0.089456	1.02922e-07	0.00047711	0.0668685	3.93265	0.089456	2.635
25850	-9641.51	-9652.2	10.6984	0.009526	0.0433649	0.00721628	0.0104464	0.00878048	0.0347233	0.068876	0.0395419	0.0113719	0.926097	0.0268128	0.009526	0.0433649	0.00721628	0.0104464	0.0457458	0.0526052	0.0103131	0.00837055	0.0103131	0.00837055	0.00878048	0.0347233	0.068876	0.0395419	0.0113719	0.0268128	0.926097	0.0457458	0.0526052	0.0726444	0.42768	0.015641	0.0360505	0.423616	0.0243682	0.107439	0.264098	0.077428	0.0766214	0.392441	0.0819722	0.267205	0.204801	0.217512	0.310483	0.290468	0.190158	0.21224	0.307135	0.302362	0.663017	1.07181	1.96281	2.07757	0.0878572	7.76519e-08	0.000414478	0.0630764	3.93651	0.0878572	2.07757
25860	-9641.05	-9652.43	11.3762	0.0107205	0.0547816	0.0063481	0.0106641	0.00867852	0.0483587	0.0659022	0.0525322	0.0125538	0.789323	0.0268128	0.0107205	0.0547816	0.0063481	0.0106641	0.0457458	0.0384997	0.0239133	0.00803853	0.0239133	0.00803853	0.00867852	0.0483587	0.0659022	0.0525322	0.0125538	0.0268128	0.789323	0.0457458	0.0384997	0.0693938	0.33463	0.0149411	0.0344373	0.499968	0.0466293	0.0933517	0.264671	0.087385	0.0655078	0.406934	0.0821502	0.266543	0.198312	0.216973	0.318172	0.307572	0.201355	0.224737	0.266336	0.607234	0.859428	1.07515	1.45819	8.66878	0.123914	7.61558e-06	0.00409009	0.162648	3.83325	0.123914	8.66878
25870	-9638.36	-9649.91	11.5495	0.0100621	0.0383963	0.00464114	0.00555775	0.00704662	0.0359613	0.0615902	0.0415418	0.00860744	0.861975	0.026236	0.0100621	0.0383963	0.00464114	0.00555775	0.0457458	0.0399211	0.0175449	0.0105006	0.0175449	0.0105006	0.00704662	0.0359613	0.0615902	0.0415418	0.00860744	0.026236	0.861975	0.0457458	0.0399211	0.0824954	0.397809	0.017762	0.02234	0.437601	0.041993	0.0887637	0.25948	0.0917978	0.0644906	0.410433	0.0850343	0.26707	0.208937	0.211756	0.312237	0.302277	0.185477	0.222497	0.289749	0.367546	0.715626	1.08084	1.83599	2.73365	0.102851	7.72863e-07	0.00130581	0.101497	3.8972	0.102851	2.73365
25880	-9632.67	-9645.14	12.4742	0.0130792	0.0404978	0.00715815	0.0113064	0.01167	0.0377724	0.055768	0.0400963	0.00985622	0.754195	0.018775	0.0130792	0.0404978	0.00715815	0.0113064	0.0422387	0.0416431	0.0143008	0.0108466	0.0143008	0.0108466	0.01167	0.0377724	0.055768	0.0400963	0.00985622	0.018775	0.754195	0.0422387	0.0416431	0.0789708	0.401028	0.0170031	0.0438954	0.418904	0.0401988	0.109658	0.263416	0.0931903	0.0654689	0.381531	0.0867355	0.267902	0.192605	0.233852	0.305641	0.30998	0.184088	0.216383	0.289549	0.52051	0.814422	1.0824	1.58267	5.47028	0.0955845	2.77717e-07	0.000783297	0.0821303	3.91709	0.0955845	5.47028
25890	-9636.74	-9648.83	12.0896	0.00823135	0.0460584	0.00655092	0.00725968	0.00745805	0.0415291	0.0647196	0.0360195	0.00966853	0.795773	0.0252211	0.00823135	0.0460584	0.00655092	0.00725968	0.0405477	0.0457428	0.0137643	0.0108466	0.0137643	0.0108466	0.00745805	0.0415291	0.0647196	0.0360195	0.00966853	0.0252211	0.795773	0.0405477	0.0457428	0.0761103	0.468796	0.0163872	0.0423054	0.357658	0.0387427	0.102759	0.234191	0.0684458	0.0891463	0.417288	0.08817	0.287377	0.193149	0.228289	0.291185	0.31623	0.193116	0.210904	0.27975	0.39836	0.737978	1.08305	1.78061	3.1203	0.100287	5.47772e-07	0.0010996	0.0945238	3.90438	0.100287	3.1203
25900	-9643.07	-9653.06	9.99312	0.00993973	0.046252	0.00592235	0.00821262	0.0114494	0.0337466	0.0775018	0.0347716	0.00771197	0.76004	0.0262744	0.00993973	0.046252	0.00592235	0.00821262	0.0489551	0.0404096	0.0130027	0.00645268	0.0130027	0.00645268	0.0114494	0.0337466	0.0775018	0.0347716	0.00771197	0.0262744	0.76004	0.0489551	0.0404096	0.0611873	0.384589	0.0183926	0.0289811	0.464296	0.0425538	0.10311	0.242355	0.0809147	0.0894514	0.399929	0.0842397	0.281088	0.197035	0.224626	0.297251	0.308303	0.197741	0.233031	0.260924	0.827756	0.949011	1.03976	1.18348	50.8218	0.0785203	1.1911e-08	0.000162461	0.0427617	3.95708	0.0785203	50.8218
25910	-9648.56	-9657.86	9.29945	0.00879382	0.0429135	0.00731208	0.00596633	0.0082416	0.0349275	0.0668332	0.0320511	0.0136202	0.755718	0.0231514	0.00879382	0.0429135	0.00731208	0.00596633	0.0489551	0.0370346	0.0140269	0.00806324	0.0140269	0.00806324	0.0082416	0.0349275	0.0668332	0.0320511	0.0136202	0.0231514	0.755718	0.0489551	0.0370346	0.0696076	0.472873	0.00928963	0.0146376	0.404103	0.0294892	0.106082	0.24934	0.0832467	0.0632088	0.411455	0.0866675	0.276149	0.193574	0.238248	0.292029	0.313165	0.1908	0.228595	0.26744	0.851717	0.956989	1.03477	1.15652	69.3103	0.0701569	1.45377e-09	5.67975e-05	0.027642	3.9723	0.0701569	69.3103
25920	-9637.92	-9649.15	11.2316	0.0078651	0.0461977	0.00738793	0.00463508	0.00665875	0.0393969	0.0644834	0.0399597	0.00748813	0.866317	0.0237754	0.0078651	0.0461977	0.00738793	0.00463508	0.0489551	0.0493342	0.0145227	0.00991514	0.0145227	0.00991514	0.00665875	0.0393969	0.0644834	0.0399597	0.00748813	0.0237754	0.866317	0.0489551	0.0493342	0.0685191	0.426118	0.0146212	0.0352005	0.426021	0.0295202	0.140651	0.234894	0.0720902	0.0308318	0.416479	0.105054	0.276039	0.193896	0.238152	0.291912	0.308233	0.191448	0.224995	0.275324	0.49266	0.798482	1.08366	1.62519	4.77964	0.101096	6.118e-07	0.001162	0.0967095	3.90213	0.101096	4.77964
25930	-9640.49	-9652.38	11.8936	0.00890318	0.0455843	0.00269522	0.0123015	0.0061811	0.0374314	0.0660276	0.0481704	0.0120058	0.757976	0.0255433	0.00890318	0.0455843	0.00269522	0.0123015	0.0489551	0.0451812	0.0130412	0.00914738	0.0130412	0.00914738	0.0061811	0.0374314	0.0660276	0.0481704	0.0120058	0.0255433	0.757976	0.0489551	0.0451812	0.0656234	0.429103	0.0174531	0.0420184	0.410564	0.0352379	0.128097	0.213929	0.0656557	0.0769152	0.419726	0.0956775	0.280739	0.192638	0.236606	0.290017	0.312271	0.197925	0.220266	0.269537	0.648183	0.87853	1.07022	1.40307	11.0859	0.104574	9.64754e-07	0.0014587	0.106256	3.89228	0.104574	11.0859
25940	-9652.47	-9662.97	10.5009	0.0081573	0.0469901	0.00338643	0.0106372	0.00915152	0.0268573	0.0761276	0.0375445	0.0128012	0.840201	0.0260372	0.0081573	0.0469901	0.00338643	0.0106372	0.0489551	0.0353137	0.0120657	0.0077444	0.0120657	0.0077444	0.00915152	0.0268573	0.0761276	0.0375445	0.0128012	0.0260372	0.840201	0.0489551	0.0353137	0.0616751	0.361012	0.0144702	0.0286912	0.504936	0.0292155	0.0929001	0.245337	0.0942993	0.0781255	0.390851	0.098487	0.26498	0.196569	0.244245	0.294207	0.282622	0.179133	0.249145	0.2891	0.764466	0.926419	1.05196	1.25715	26.3706	0.108889	1.63042e-06	0.0018955	0.118416	3.87969	0.108889	26.3706
25950	-9643.22	-9655.01	11.7878	0.0103123	0.0538094	0.00822078	0.00913176	0.0117516	0.0450188	0.0681217	0.0282718	0.0122023	0.777954	0.025476	0.0103123	0.0538094	0.00822078	0.00913176	0.0489551	0.036951	0.0214616	0.0119947	0.0214616	0.0119947	0.0117516	0.0450188	0.0681217	0.0282718	0.0122023	0.025476	0.777954	0.0489551	0.036951	0.0610811	0.357535	0.0143309	0.0271888	0.500216	0.0396484	0.0832753	0.256623	0.0845296	0.0691685	0.41812	0.0882834	0.276065	0.195495	0.233401	0.295038	0.335878	0.169534	0.214941	0.279647	0.571564	0.84171	1.07869	1.50803	7.11246	0.0967943	3.32846e-07	0.00085743	0.0852668	3.91388	0.0967943	7.11246
25960	-9644.3	-9656.22	11.9234	0.0123866	0.0511714	0.00810809	0.00131824	0.0117088	0.0353647	0.0847521	0.0343528	0.00863186	0.767905	0.0214779	0.0123866	0.0511714	0.00810809	0.00131824	0.0558853	0.0420563	0.0146461	0.00986722	0.0146461	0.00986722	0.0117088	0.0353647	0.0847521	0.0343528	0.00863186	0.0214779	0.767905	0.0558853	0.0420563	0.0701986	0.433149	0.0267979	0.0239976	0.404457	0.0414001	0.0906357	0.249247	0.0845116	0.0659722	0.425954	0.083679	0.277418	0.17834	0.234545	0.309698	0.312503	0.200546	0.193953	0.292998	0.551632	0.831339	1.08034	1.53669	6.40295	0.0929035	1.82818e-07	0.000635682	0.0753194	3.92404	0.0929035	6.40295
25970	-9642.46	-9653.99	11.5322	0.0139834	0.0597526	0.00354695	2.34208e-05	0.0104347	0.0318355	0.0605249	0.0464503	0.00741756	0.815612	0.0277968	0.0139834	0.0597526	0.00354695	2.34208e-05	0.0558853	0.0410465	0.0187567	0.00939545	0.0187567	0.00939545	0.0104347	0.0318355	0.0605249	0.0464503	0.00741756	0.0277968	0.815612	0.0558853	0.0410465	0.0736259	0.462374	0.00941222	0.0251693	0.385998	0.0434214	0.0919492	0.252859	0.0811462	0.0614826	0.431838	0.0807249	0.277418	0.17834	0.234545	0.309698	0.293947	0.184632	0.229043	0.292379	0.527684	0.818402	1.08198	1.57193	5.66867	0.0851444	4.69895e-08	0.000322499	0.0568396	3.94284	0.0851444	5.66867
25980	-9641.42	-9653.78	12.3661	0.0151095	0.0489865	0.0052341	0.000698489	0.0129782	0.0339078	0.0684282	0.0415228	0.0110908	0.746097	0.0273919	0.0151095	0.0489865	0.0052341	0.000698489	0.0558853	0.0337953	0.0141834	0.00977681	0.0141834	0.00977681	0.0129782	0.0339078	0.0684282	0.0415228	0.0110908	0.0273919	0.746097	0.0558853	0.0337953	0.0736984	0.362006	0.0128891	0.0352939	0.476085	0.0400284	0.107038	0.220034	0.0683532	0.0963125	0.408776	0.099485	0.289762	0.183728	0.221577	0.304933	0.286458	0.202456	0.218474	0.292612	0.476328	0.788757	1.08413	1.65079	4.42582	0.125676	8.90652e-06	0.00442231	0.167961	3.82761	0.125676	4.42582
25990	-9642.16	-9654.02	11.8558	0.0140864	0.0495279	0.00641625	0.00265063	0.00773093	0.0420244	0.0666885	0.044391	0.0133111	0.759585	0.0347611	0.0140864	0.0495279	0.00641625	0.00265063	0.0558853	0.0442377	0.0199619	0.00985549	0.0199619	0.00985549	0.00773093	0.0420244	0.0666885	0.044391	0.0133111	0.0347611	0.759585	0.0558853	0.0442377	0.0943151	0.384517	0.0198347	0.0383916	0.429366	0.0335754	0.142047	0.264091	0.0653942	0.0429687	0.39108	0.0944187	0.257287	0.198388	0.229074	0.315251	0.291541	0.194755	0.224014	0.289689	0.519649	0.81394	1.08245	1.58396	5.44707	0.105808	1.12595e-06	0.00157567	0.109702	3.88872	0.105808	5.44707
26000	-9636.74	-9647.58	10.8364	0.0117628	0.048872	0.00513687	0.016386	0.0135381	0.0407641	0.0771137	0.045481	0.00864416	0.84083	0.0194144	0.0117628	0.048872	0.00513687	0.016386	0.038736	0.0405162	0.0159177	0.00985549	0.0159177	0.00985549	0.0135381	0.0407641	0.0771137	0.045481	0.00864416	0.0194144	0.84083	0.038736	0.0405162	0.0811419	0.395574	0.0181571	0.0330294	0.443212	0.0288858	0.10968	0.273397	0.0615959	0.0404729	0.383947	0.130907	0.26947	0.192862	0.226055	0.311614	0.313944	0.196482	0.221125	0.268449	0.677958	0.891648	1.06611	1.36428	13.4655	0.103269	8.16116e-07	0.0013418	0.102645	3.89601	0.103269	13.4655
26010	-9645.85	-9657.16	11.3093	0.00718551	0.0497645	0.00669057	0.00575145	0.0100755	0.035152	0.0742517	0.0439248	0.00864416	0.771225	0.0229371	0.00718551	0.0497645	0.00669057	0.00575145	0.0526665	0.0467545	0.015421	0.0164318	0.015421	0.0164318	0.0100755	0.035152	0.0742517	0.0439248	0.00864416	0.0229371	0.771225	0.0526665	0.0467545	0.0864179	0.334793	0.0195423	0.0471704	0.480987	0.0310894	0.141947	0.240741	0.0455776	0.0571208	0.412654	0.10196	0.298076	0.167936	0.237452	0.296536	0.298662	0.187311	0.228613	0.285414	0.712453	0.906086	1.06085	1.32061	17.2194	0.1108	2.0301e-06	0.0021147	0.123896	3.87399	0.1108	17.2194
26020	-9640.29	-9650.39	10.1029	0.00993629	0.0473607	0.00961118	0.00026995	0.0114334	0.0395975	0.0689558	0.0442615	0.00955079	0.958814	0.0270053	0.00993629	0.0473607	0.00961118	0.00026995	0.0526665	0.0359063	0.0206625	0.00943068	0.0206625	0.00943068	0.0114334	0.0395975	0.0689558	0.0442615	0.00955079	0.0270053	0.958814	0.0526665	0.0359063	0.0737721	0.444081	0.0231604	0.0360817	0.39882	0.0240848	0.126728	0.28486	0.0468172	0.0478962	0.384757	0.108941	0.278571	0.1814	0.224959	0.31507	0.300665	0.190241	0.234437	0.274657	0.527034	0.818044	1.08202	1.5729	5.65031	0.0899053	1.11203e-07	0.000495912	0.0679492	3.93155	0.0899053	5.65031
