Iteration	Posterior	Likelihood	Prior	br_lens[0]	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[7]	br_lens[6]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[1]	br_lens[2]	br_lens[14]	br_lens[15]	sf[1][0]	sf[1][1]	sf[1][2]	sf[1][3]	sf[4][0]	sf[4][1]	sf[4][2]	sf[4][3]	er[4][0]	er[4][1]	er[4][2]	er[4][3]	er[4][4]	er[4][5]	er[2][0]	er[2][1]	er[2][2]	er[2][3]	er[2][4]	er[2][5]	sf[2][0]	sf[2][1]	sf[2][2]	sf[2][3]	sf[3][0]	sf[3][1]	sf[3][2]	sf[3][3]	er[3][0]	er[3][1]	er[3][2]	er[3][3]	er[3][4]	er[3][5]	er[1][0]	er[1][1]	er[1][2]	er[1][3]	er[1][4]	er[1][5]	norm_gamma_rates[3][0]	norm_gamma_rates[3][1]	norm_gamma_rates[3][2]	norm_gamma_rates[3][3]	shape[3]	shape[1]	norm_gamma_rates[1][0]	norm_gamma_rates[1][1]	norm_gamma_rates[1][2]	norm_gamma_rates[1][3]	norm_gamma_rates[2][0]	norm_gamma_rates[2][1]	norm_gamma_rates[2][2]	norm_gamma_rates[2][3]	shape[2]	shape[0]	shape[1]	shape[2]	shape[3]	shape[4]	norm_gamma_rates[4][0]	norm_gamma_rates[4][1]	norm_gamma_rates[4][2]	norm_gamma_rates[4][3]
22720	-9557.54	-9575.79	18.2519	0.030338	0.0471693	0.0113853	0.782672	0.0574301	0.062636	0.00869762	0.0396193	0.0109464	0.00229603	0.00773773	0.0129922	0.0501469	0.0511511	0.0186722	0.0113853	0.782672	0.0574301	0.00869762	0.062636	0.0396193	0.0109464	0.00229603	0.00773773	0.0129922	0.0501469	0.030338	0.0471693	0.0511511	0.0186722	0.308866	0.190903	0.207287	0.292944	0.264002	0.187651	0.315663	0.232684	0.0747632	0.168766	0.119632	0.0657632	0.431659	0.139417	0.0913733	0.296538	0.120322	0.13353	0.251833	0.106403	0.291801	0.19902	0.226178	0.283001	0.28076	0.138843	0.14632	0.434077	0.0839533	0.394856	0.0198812	0.0532645	0.3266	0.121446	0.0797955	0.350821	0.0128442	0.0493368	0.47078	0.036422	0.599504	0.855677	1.07598	1.46884	8.29518	0.126396	9.48265e-06	0.00456272	0.170135	3.82529	0.41443	0.749085	1.08376	1.75272	3.34679	0.126396	3.34679	8.29518	4.648	4.648	0.486767	0.795006	1.08386	1.63437
22730	-9564.53	-9581.24	16.7098	0.0280458	0.0377938	0.014766	0.79767	0.0442606	0.0670887	0.0114211	0.0408362	0.0103614	0.00617302	0.00323208	0.0154123	0.0493395	0.0392011	0.0248366	0.014766	0.79767	0.0442606	0.0114211	0.0670887	0.0408362	0.0103614	0.00617302	0.00323208	0.0154123	0.0493395	0.0280458	0.0377938	0.0392011	0.0248366	0.319668	0.165622	0.209145	0.305565	0.24719	0.210138	0.312468	0.230204	0.0896496	0.133735	0.0901582	0.0521125	0.516854	0.117491	0.0986422	0.267299	0.116595	0.175833	0.227002	0.114628	0.290524	0.215025	0.199444	0.295007	0.265228	0.141842	0.149479	0.443451	0.128195	0.430887	0.0217224	0.0109692	0.339607	0.0686187	0.0693494	0.398088	0.0124418	0.0329945	0.440673	0.0464538	0.493182	0.798788	1.08365	1.62438	4.79153	0.104632	9.71933e-07	0.00146411	0.106419	3.89212	0.712588	0.906141	1.06083	1.32044	17.2369	0.104632	17.2369	4.79153	25.8152	25.8152	0.762088	0.925526	1.05239	1.26
22740	-9558.29	-9575.78	17.4939	0.0220947	0.0439452	0.00499492	0.908952	0.0594655	0.0681488	0.0122271	0.0360876	0.0128244	0.0110239	0.0109659	0.0110425	0.0375366	0.044307	0.0127583	0.00499492	0.908952	0.0594655	0.0122271	0.0681488	0.0360876	0.0128244	0.0110239	0.0109659	0.0110425	0.0375366	0.0220947	0.0439452	0.044307	0.0127583	0.294278	0.18013	0.2264	0.299192	0.241025	0.204897	0.329616	0.224462	0.0860429	0.128354	0.086531	0.0358607	0.550447	0.112764	0.0770822	0.250517	0.100983	0.143575	0.301633	0.126211	0.300001	0.241381	0.193058	0.26556	0.286634	0.137709	0.145125	0.430532	0.119599	0.353902	0.0219137	0.0164871	0.368241	0.119857	0.0655521	0.469483	0.0174436	0.0311879	0.372424	0.0439102	0.53226	0.820916	1.0817	1.56512	5.80014	0.104063	9.04055e-07	0.00141214	0.104839	3.89375	0.332932	0.688676	1.07687	1.90152	2.36162	0.104063	2.36162	5.80014	2.8131	2.8131	0.374266	0.720625	1.08142	1.82369
22750	-9559.96	-9577.86	17.8907	0.0217336	0.0462494	0.0118486	0.806769	0.0444043	0.0723752	0.00746527	0.0374884	0.00979796	0.0242584	0.00818061	0.0107467	0.0368302	0.0374471	0.0213251	0.0118486	0.806769	0.0444043	0.00746527	0.0723752	0.0374884	0.00979796	0.0242584	0.00818061	0.0107467	0.0368302	0.0217336	0.0462494	0.0374471	0.0213251	0.303665	0.177734	0.223389	0.295212	0.261191	0.195211	0.329669	0.21393	0.0745906	0.111271	0.0750138	0.0377305	0.538713	0.162682	0.0307357	0.201701	0.169308	0.199218	0.331534	0.0675045	0.273946	0.243458	0.212503	0.270094	0.260155	0.128888	0.135828	0.475129	0.14084	0.385887	0.0258055	0.0194153	0.340536	0.0875166	0.0774599	0.441742	0.0206123	0.0218057	0.422306	0.0160739	0.66226	0.88481	1.06833	1.3846	12.1312	0.0889958	9.50032e-08	0.000458407	0.0657684	3.93377	0.366037	0.714493	1.0807	1.83877	2.71615	0.0889958	2.71615	12.1312	8.09819	8.09819	0.595235	0.853585	1.07642	1.47476
22760	-9571.23	-9587.73	16.4991	0.0261453	0.0422904	0.0139693	0.996876	0.0395078	0.0679812	0.0066256	0.0290747	0.0071356	0.028071	0.00500317	0.0169791	0.023068	0.0525656	0.0252748	0.0139693	0.996876	0.0395078	0.0066256	0.0679812	0.0290747	0.0071356	0.028071	0.00500317	0.0169791	0.023068	0.0261453	0.0422904	0.0525656	0.0252748	0.300165	0.206392	0.225713	0.26773	0.232823	0.194491	0.357974	0.214712	0.170726	0.117725	0.0672168	0.0338087	0.482718	0.127806	0.0693119	0.186922	0.155711	0.173377	0.315659	0.0990199	0.29872	0.248851	0.207177	0.245252	0.284534	0.12473	0.130014	0.460722	0.117272	0.355226	0.0245086	0.0537044	0.356011	0.0932782	0.0920506	0.357788	0.0151158	0.0256975	0.490405	0.0189427	0.515978	0.811881	1.08265	1.5895	5.34954	0.0955669	2.76977e-07	0.000782254	0.0820849	3.91713	0.366037	0.714493	1.0807	1.83877	2.71615	0.0955669	2.71615	5.34954	5.97542	5.97542	0.538155	0.824125	1.08131	1.55641
22770	-9560.23	-9575.45	15.2158	0.0292994	0.0505608	0.00896514	0.840779	0.0524686	0.0709743	0.00691331	0.0405045	0.00871814	0.0303255	0.0057355	0.01018	0.0252531	0.036725	0.0138217	0.00896514	0.840779	0.0524686	0.00691331	0.0709743	0.0405045	0.00871814	0.0303255	0.0057355	0.01018	0.0252531	0.0292994	0.0505608	0.036725	0.0138217	0.309232	0.187007	0.232531	0.27123	0.253784	0.237853	0.297556	0.210807	0.10793	0.119994	0.102869	0.0549212	0.461629	0.152656	0.102879	0.241822	0.0938868	0.0989683	0.322112	0.140332	0.259501	0.235406	0.21134	0.293754	0.279	0.141754	0.127485	0.451761	0.0859192	0.3912	0.0219295	0.048053	0.338985	0.113913	0.0674003	0.353775	0.0170749	0.0244612	0.508412	0.0288766	0.731128	0.91358	1.05778	1.29751	19.8926	0.103412	8.31432e-07	0.00135432	0.103041	3.8956	0.794921	0.937573	1.04627	1.22124	35.3062	0.103412	35.3062	19.8926	14.3695	14.3695	0.68741	0.895683	1.06472	1.35218
22780	-9558.71	-9575.17	16.4587	0.0221491	0.0416594	0.0101735	0.767957	0.0492866	0.0706723	0.00922416	0.0427959	0.0102974	0.0188105	0.00491525	0.0156072	0.0399616	0.0400858	0.0217708	0.0101735	0.767957	0.0492866	0.00922416	0.0706723	0.0427959	0.0102974	0.0188105	0.00491525	0.0156072	0.0399616	0.0221491	0.0416594	0.0400858	0.0217708	0.305734	0.196006	0.237105	0.261155	0.251492	0.235705	0.295825	0.216977	0.0855887	0.158434	0.0800135	0.0921301	0.49131	0.0925238	0.10403	0.267401	0.11892	0.0763005	0.286529	0.146819	0.270828	0.215579	0.220565	0.293027	0.286752	0.139277	0.125257	0.448714	0.0881082	0.388195	0.0289594	0.0492772	0.328645	0.116815	0.0695622	0.35245	0.0146065	0.0252459	0.508333	0.0298029	0.680484	0.892732	1.06575	1.36104	13.6991	0.103679	8.60646e-07	0.00137787	0.103779	3.89484	0.78989	0.935767	1.04723	1.22711	33.5549	0.103679	33.5549	13.6991	10.6273	10.6273	0.641413	0.875459	1.07109	1.41203
22790	-9559.57	-9575.27	15.7022	0.0209818	0.0416594	0.0123587	0.744773	0.0441676	0.0780605	0.00651398	0.0443389	0.0102974	0.0216928	0.010723	0.00779573	0.0399616	0.0387007	0.0262506	0.0123587	0.744773	0.0441676	0.00651398	0.0780605	0.0443389	0.0102974	0.0216928	0.010723	0.00779573	0.0399616	0.0209818	0.0416594	0.0387007	0.0262506	0.296615	0.187122	0.209748	0.306515	0.226351	0.208725	0.321642	0.243282	0.113096	0.123111	0.151963	0.0571154	0.477374	0.0773412	0.0989973	0.239555	0.113168	0.16548	0.243083	0.139717	0.277191	0.220644	0.231176	0.27099	0.307891	0.129034	0.134491	0.428583	0.0813421	0.358384	0.0267355	0.0454931	0.38616	0.101886	0.0699701	0.397653	0.0121799	0.0266287	0.453949	0.0396189	0.780257	0.932269	1.04905	1.23842	30.5342	0.10368	8.60712e-07	0.00137792	0.10378	3.89484	0.616383	0.863808	1.07412	1.44569	9.14113	0.10368	9.14113	30.5342	36.7531	36.7531	0.798812	0.93896	1.04552	1.21671
22800	-9558.15	-9574.95	16.8029	0.0291054	0.0407814	0.00900459	0.829762	0.0575649	0.0574264	0.0139599	0.0387464	0.00546808	0.00990822	0.0103007	0.00835262	0.0389533	0.0439684	0.0162276	0.00900459	0.829762	0.0575649	0.0139599	0.0574264	0.0387464	0.00546808	0.00990822	0.0103007	0.00835262	0.0389533	0.0291054	0.0407814	0.0439684	0.0162276	0.302499	0.18682	0.206725	0.303955	0.280379	0.196859	0.282005	0.240757	0.0784792	0.166651	0.142235	0.0664861	0.440198	0.105952	0.101984	0.237407	0.117786	0.144234	0.250416	0.148172	0.276095	0.210122	0.230262	0.283521	0.304319	0.136245	0.135824	0.423611	0.0915638	0.340859	0.0335655	0.0432684	0.39384	0.0969032	0.0796304	0.423457	0.0138615	0.0373324	0.42085	0.0248691	0.688068	0.895962	1.06462	1.35134	14.4357	0.114178	2.93783e-06	0.00254304	0.133705	3.86375	0.622244	0.866579	1.07344	1.43773	9.46229	0.114178	9.46229	14.4357	18.2558	18.2558	0.720153	0.909202	1.0596	1.31104
22810	-9564.52	-9579.79	15.2686	0.0224053	0.0367257	0.00843341	0.782455	0.0492505	0.071215	0.00615067	0.0384698	0.0109727	0.0196916	0.0040141	0.00790926	0.028851	0.0418942	0.0210462	0.00843341	0.782455	0.0492505	0.00615067	0.071215	0.0384698	0.0109727	0.0196916	0.0040141	0.00790926	0.028851	0.0224053	0.0367257	0.0418942	0.0210462	0.286319	0.188954	0.234622	0.290105	0.270561	0.187812	0.315541	0.226086	0.0236223	0.162623	0.19073	0.0648791	0.439929	0.118217	0.132943	0.246625	0.0849521	0.10884	0.340509	0.0861313	0.313159	0.197526	0.1883	0.301015	0.291188	0.149849	0.131139	0.427824	0.0759482	0.408157	0.0319496	0.0319256	0.350304	0.101716	0.092584	0.375017	0.0132857	0.0360615	0.449604	0.0334478	0.76627	0.927095	1.05163	1.255	26.8034	0.0938444	2.12289e-07	0.000684948	0.0776869	3.92163	0.829732	0.949681	1.03935	1.18123	52.0544	0.0938444	52.0544	26.8034	6.01059	6.01059	0.539311	0.82475	1.08123	1.5547
22820	-9567.07	-9585.01	17.9427	0.0200031	0.0387444	0.0085702	0.858963	0.0428616	0.063394	0.00801813	0.0220387	0.0119756	0.00394315	0.00675105	0.00804971	0.0417561	0.0371929	0.0210462	0.0085702	0.858963	0.0428616	0.00801813	0.063394	0.0220387	0.0119756	0.00394315	0.00675105	0.00804971	0.0417561	0.0200031	0.0387444	0.0371929	0.0210462	0.287014	0.193893	0.245114	0.273978	0.238575	0.19034	0.357599	0.213486	0.0806301	0.199976	0.133934	0.0504882	0.442977	0.0919952	0.10589	0.216147	0.136526	0.226753	0.266045	0.0486404	0.269763	0.247341	0.235788	0.247108	0.306558	0.104977	0.13806	0.450405	0.0775259	0.352048	0.0326133	0.0471322	0.386852	0.103829	0.0848744	0.407825	0.0104411	0.0344703	0.431727	0.0306625	0.678511	0.891886	1.06603	1.36357	13.5162	0.0628439	1.46011e-10	1.80111e-05	0.0171594	3.98282	0.347558	0.700318	1.07876	1.87336	2.51165	0.0628439	2.51165	13.5162	6.62641	6.62641	0.558213	0.834802	1.07982	1.52716
22830	-9557.76	-9575.11	17.3428	0.029445	0.0423127	0.0114601	0.805319	0.046722	0.0692409	0.00721698	0.0276172	0.00887985	0.00254248	0.00995626	0.00915613	0.053334	0.0405792	0.021279	0.0114601	0.805319	0.046722	0.00721698	0.0692409	0.0276172	0.00887985	0.00254248	0.00995626	0.00915613	0.053334	0.029445	0.0423127	0.0405792	0.021279	0.283229	0.176383	0.247367	0.293021	0.239508	0.191084	0.337616	0.231791	0.0891222	0.129255	0.152725	0.0558057	0.471407	0.101684	0.0868497	0.242511	0.138463	0.229971	0.252874	0.0493307	0.257734	0.236312	0.203309	0.302645	0.303148	0.123947	0.122722	0.450184	0.104076	0.37727	0.0191514	0.0424404	0.358736	0.0983263	0.0851837	0.322477	0.0104791	0.0345959	0.51649	0.0307743	0.679615	0.89236	1.06587	1.36215	13.6181	0.114433	3.01847e-06	0.00257763	0.134453	3.86297	0.486665	0.794945	1.08386	1.63453	4.64576	0.114433	4.64576	13.6181	17.9866	17.9866	0.718213	0.908421	1.05992	1.31345
22840	-9565.45	-9578.2	12.7544	0.0221271	0.0441597	0.0103652	0.76144	0.0482018	0.074932	0.0106088	0.0453965	0.0130925	0.00489229	0.0054287	0.00575446	0.0367132	0.0403591	0.021279	0.0103652	0.76144	0.0482018	0.0106088	0.074932	0.0453965	0.0130925	0.00489229	0.0054287	0.00575446	0.0367132	0.0221271	0.0441597	0.0403591	0.021279	0.32275	0.178705	0.223703	0.274842	0.236382	0.241703	0.29315	0.228765	0.0792334	0.135066	0.21755	0.0428363	0.391238	0.134076	0.0798291	0.247947	0.132596	0.211381	0.232432	0.0958151	0.318172	0.218882	0.200328	0.262619	0.300665	0.108998	0.13414	0.456197	0.129123	0.368734	0.0187181	0.0633811	0.350619	0.0694241	0.07642	0.331363	0.00940103	0.0472842	0.507924	0.0276082	0.801325	0.939851	1.04503	1.2138	37.7336	0.116479	3.73313e-06	0.00286596	0.140468	3.85666	0.758051	0.924001	1.05311	1.26483	24.9101	0.116479	24.9101	37.7336	73.4331	73.4331	0.855811	0.958322	1.0339	1.15197
22850	-9573.94	-9592.99	19.0527	0.0242637	0.041307	0.00647255	0.719212	0.0538545	0.0743961	0.01168	0.0423044	0.0140034	0.0132612	0.017158	0.00408229	0.0385858	0.0400027	0.014521	0.00647255	0.719212	0.0538545	0.01168	0.0743961	0.0423044	0.0140034	0.0132612	0.017158	0.00408229	0.0385858	0.0242637	0.041307	0.0400027	0.014521	0.306037	0.179829	0.211656	0.302478	0.228763	0.229407	0.341618	0.200211	0.0814599	0.138862	0.228117	0.04404	0.369678	0.137843	0.243095	0.242742	0.112502	0.0803038	0.227553	0.0938039	0.308554	0.212265	0.205576	0.273605	0.305373	0.103471	0.128498	0.462658	0.109959	0.34252	0.0268464	0.0665898	0.361725	0.0923599	0.0773879	0.393777	0.0103271	0.051942	0.436238	0.0303278	0.494909	0.799798	1.08358	1.62171	4.83112	0.140885	2.92307e-05	0.00799672	0.214191	3.77778	0.558435	0.834918	1.07981	1.52684	6.63409	0.140885	6.63409	4.83112	4.55023	4.55023	0.482252	0.792318	1.08398	1.64145
22860	-9564.83	-9581.41	16.5786	0.0234486	0.0351106	0.0111318	0.840536	0.043684	0.0649433	0.00854127	0.0230683	0.0120903	0.0169849	0.0139718	0.00950186	0.0413588	0.0513095	0.0275982	0.0111318	0.840536	0.043684	0.00854127	0.0649433	0.0230683	0.0120903	0.0169849	0.0139718	0.00950186	0.0413588	0.0234486	0.0351106	0.0513095	0.0275982	0.31945	0.186978	0.217492	0.27608	0.234825	0.213873	0.313544	0.237758	0.126989	0.127969	0.168814	0.032591	0.437337	0.1063	0.153917	0.226409	0.150131	0.129261	0.254408	0.0858737	0.324629	0.207331	0.200796	0.267244	0.26815	0.131616	0.163235	0.436998	0.113732	0.324615	0.0326469	0.0537958	0.374139	0.101072	0.0691928	0.399	0.00856663	0.0392908	0.45867	0.0252796	0.658093	0.882966	1.0689	1.39004	11.808	0.0849924	4.56424e-08	0.000317847	0.0564979	3.94318	0.690385	0.896941	1.06428	1.3484	14.6717	0.0849924	14.6717	11.808	17.4393	17.4393	0.714141	0.906772	1.06058	1.31851
22870	-9569.04	-9584.47	15.4319	0.0222505	0.0373741	0.0109966	0.871597	0.0520016	0.0692695	0.0125989	0.0407982	0.0125889	0.00546692	0.00237119	0.0128192	0.0443154	0.0311466	0.0140372	0.0109966	0.871597	0.0520016	0.0125989	0.0692695	0.0407982	0.0125889	0.00546692	0.00237119	0.0128192	0.0443154	0.0222505	0.0373741	0.0311466	0.0140372	0.306322	0.196961	0.218878	0.277839	0.219704	0.208111	0.3501	0.222086	0.0762801	0.161684	0.101932	0.0210246	0.474846	0.164233	0.0630055	0.170823	0.165985	0.223971	0.281274	0.094942	0.2649	0.218066	0.204237	0.312797	0.287529	0.105761	0.1447	0.462009	0.117242	0.389125	0.0226338	0.0372962	0.385939	0.047764	0.0779404	0.384057	0.0322594	0.0378193	0.443591	0.0243329	0.778655	0.931683	1.04935	1.24031	30.0704	0.0995698	4.95945e-07	0.00104636	0.0926005	3.90635	0.357353	0.707904	1.07985	1.8549	2.61785	0.0995698	2.61785	30.0704	30.8797	30.8797	0.781427	0.932697	1.04883	1.23704
22880	-9560.6	-9576.9	16.3047	0.0202216	0.0405006	0.0153577	0.840546	0.045181	0.0669563	0.0088049	0.0467205	0.00745789	0.0148389	0.00731183	0.00741971	0.0443154	0.040365	0.0193079	0.0153577	0.840546	0.045181	0.0088049	0.0669563	0.0467205	0.00745789	0.0148389	0.00731183	0.00741971	0.0443154	0.0202216	0.0405006	0.040365	0.0193079	0.305854	0.192634	0.214069	0.287443	0.264859	0.21549	0.27879	0.24086	0.068805	0.156727	0.148581	0.0386917	0.439057	0.148139	0.0820205	0.257196	0.124928	0.168571	0.265125	0.102159	0.26945	0.211811	0.202577	0.316162	0.281934	0.116806	0.143401	0.457859	0.119021	0.322824	0.0255716	0.0425866	0.436032	0.0539637	0.0630781	0.353242	0.0261079	0.0306076	0.507271	0.0196929	0.653636	0.88098	1.0695	1.39588	11.4754	0.104151	9.14326e-07	0.00142012	0.105084	3.89349	0.608978	0.860269	1.07496	1.4558	8.75625	0.104151	8.75625	11.4754	28.7417	28.7417	0.773863	0.929918	1.05024	1.24598
22890	-9560.74	-9577.93	17.1936	0.0205752	0.0413062	0.00773298	0.870666	0.0475447	0.0741305	0.00594852	0.0291711	0.0126436	0.00629608	0.00830987	0.0125614	0.0456386	0.0432367	0.011632	0.00773298	0.870666	0.0475447	0.00594852	0.0741305	0.0291711	0.0126436	0.00629608	0.00830987	0.0125614	0.0456386	0.0205752	0.0413062	0.0432367	0.011632	0.294425	0.207293	0.21269	0.285592	0.23547	0.23793	0.3031	0.223501	0.0722834	0.189517	0.144933	0.0487315	0.457933	0.0866024	0.0965175	0.196624	0.17129	0.0941487	0.331832	0.109588	0.300598	0.196301	0.196747	0.306354	0.297505	0.131909	0.161942	0.408644	0.133729	0.308417	0.0258978	0.047849	0.416265	0.0678425	0.0636729	0.417493	0.0219677	0.0445191	0.426828	0.0255193	0.612599	0.862004	1.07455	1.45085	8.94161	0.097602	3.7468e-07	0.000909651	0.0873817	3.91171	0.700996	0.901378	1.06265	1.33497	15.8252	0.097602	15.8252	8.94161	4.01655	4.01655	0.455269	0.775779	1.0844	1.68455
22900	-9553.84	-9571.47	17.6366	0.0197675	0.0426428	0.00702462	0.807718	0.0374068	0.0607515	0.0104131	0.0263279	0.0134172	0.00479916	0.00830987	0.00702257	0.0471326	0.0406989	0.0235157	0.00702462	0.807718	0.0374068	0.0104131	0.0607515	0.0263279	0.0134172	0.00479916	0.00830987	0.00702257	0.0471326	0.0197675	0.0426428	0.0406989	0.0235157	0.296324	0.201421	0.224754	0.277502	0.239154	0.208388	0.312237	0.24022	0.1138	0.172216	0.0741106	0.0322949	0.478928	0.12865	0.143334	0.228963	0.159735	0.111574	0.226523	0.129872	0.294802	0.207468	0.195265	0.302465	0.283437	0.132878	0.125322	0.458364	0.10093	0.391099	0.0267756	0.0714598	0.343657	0.0660792	0.0625648	0.410678	0.0215853	0.0320214	0.448075	0.0250752	0.62533	0.868027	1.07308	1.43357	9.6376	0.0969285	3.39505e-07	0.000865954	0.0856171	3.91352	0.458419	0.777753	1.08438	1.67945	4.0747	0.0969285	4.0747	9.6376	22.3005	22.3005	0.745129	0.919054	1.05539	1.28043
22910	-9563.34	-9577.35	14.0023	0.0223926	0.0484374	0.0103058	0.707271	0.0439567	0.0670238	0.0106881	0.0369903	0.0106686	0.0140351	0.00653024	0.00947492	0.0494771	0.0370038	0.0179537	0.0103058	0.707271	0.0439567	0.0106881	0.0670238	0.0369903	0.0106686	0.0140351	0.00653024	0.00947492	0.0494771	0.0223926	0.0484374	0.0370038	0.0179537	0.300677	0.194111	0.223634	0.281578	0.229509	0.199984	0.339975	0.230532	0.14589	0.154725	0.0800163	0.0238504	0.484484	0.111034	0.04708	0.218663	0.166367	0.164783	0.313146	0.0899615	0.280716	0.197556	0.233715	0.288013	0.314693	0.11243	0.132197	0.440679	0.0703723	0.3966	0.0279649	0.0724649	0.356697	0.0759007	0.0957711	0.337365	0.0237233	0.0351931	0.475948	0.0319994	0.687324	0.895646	1.06474	1.35229	14.3609	0.129701	1.25337e-05	0.00524362	0.180149	3.81459	0.865385	0.961405	1.03184	1.14137	84.6003	0.129701	84.6003	14.3609	22.6538	22.6538	0.747002	0.919777	1.05506	1.27816
22920	-9560.4	-9576.78	16.3749	0.0205319	0.038074	0.0102974	0.835072	0.0500465	0.0515135	0.00489098	0.0377581	0.01675	0.0267991	0.00869837	0.00947492	0.0339859	0.0336533	0.0247871	0.0102974	0.835072	0.0500465	0.00489098	0.0515135	0.0377581	0.01675	0.0267991	0.00869837	0.00947492	0.0339859	0.0205319	0.038074	0.0336533	0.0247871	0.289003	0.194628	0.232958	0.283411	0.239297	0.208512	0.340179	0.212011	0.0988731	0.146643	0.0934043	0.0367111	0.513697	0.110671	0.0892158	0.194168	0.14438	0.201162	0.29119	0.0798841	0.289699	0.236924	0.212055	0.261322	0.264618	0.131782	0.152331	0.45127	0.124825	0.406002	0.018502	0.0100347	0.367365	0.0732718	0.0884445	0.375985	0.0185875	0.0275742	0.464337	0.0250719	0.754699	0.922727	1.05371	1.26886	24.1929	0.0889069	9.35378e-08	0.000454861	0.0655569	3.93399	0.722452	0.910126	1.05922	1.3082	18.5824	0.0889069	18.5824	24.1929	9.40306	9.40306	0.621184	0.866079	1.07357	1.43917
22930	-9561.05	-9578.71	17.655	0.0181969	0.0381442	0.00964502	0.722866	0.0437597	0.0680538	0.0085742	0.0305827	0.0102701	0.0104584	0.00726859	0.0102404	0.0339859	0.036633	0.0142553	0.00964502	0.722866	0.0437597	0.0085742	0.0680538	0.0305827	0.0102701	0.0104584	0.00726859	0.0102404	0.0339859	0.0181969	0.0381442	0.036633	0.0142553	0.289499	0.193246	0.233358	0.283898	0.257258	0.186387	0.306417	0.249939	0.114344	0.169588	0.118313	0.063702	0.406065	0.127988	0.089176	0.221267	0.16161	0.205161	0.236605	0.0861803	0.299181	0.203732	0.193531	0.303556	0.264427	0.121424	0.140358	0.473792	0.166298	0.355378	0.0166025	0.0395982	0.358498	0.0636256	0.0954554	0.400871	0.0153229	0.0359093	0.428134	0.0243082	0.593614	0.852787	1.07659	1.47701	8.02502	0.152596	6.20932e-05	0.0116367	0.249644	3.73866	0.625335	0.868029	1.07308	1.43356	9.63786	0.152596	9.63786	8.02502	36.7291	36.7291	0.798749	0.938937	1.04553	1.21678
22940	-9560.6	-9578.21	17.6077	0.0199651	0.0460035	0.0113387	0.737619	0.050476	0.0680538	0.00993155	0.030981	0.0107685	0.00886117	0.00732383	0.00731767	0.0339859	0.0441872	0.0170018	0.0113387	0.737619	0.050476	0.00993155	0.0680538	0.030981	0.0107685	0.00886117	0.00732383	0.00731767	0.0339859	0.0199651	0.0460035	0.0441872	0.0170018	0.290132	0.191482	0.233868	0.284518	0.267254	0.181732	0.318322	0.232692	0.171372	0.151341	0.11984	0.0519911	0.394678	0.110778	0.165809	0.191668	0.138653	0.196685	0.239441	0.0677446	0.308221	0.209888	0.199378	0.282514	0.246652	0.121104	0.1597	0.472544	0.135861	0.384435	0.0156086	0.0528755	0.337038	0.0741823	0.091129	0.328795	0.0168483	0.0232151	0.504324	0.0356891	0.633534	0.871842	1.07208	1.42254	10.1258	0.0875136	7.29913e-08	0.00040186	0.0622725	3.93733	0.672299	0.889203	1.06693	1.37157	12.9619	0.0875136	12.9619	10.1258	24.1404	24.1404	0.754448	0.922632	1.05376	1.26916
22950	-9563.96	-9579.62	15.6611	0.0286373	0.0447371	0.00675741	0.815668	0.0493687	0.064519	0.00928458	0.0474709	0.013023	0.0106373	0.00633727	0.0126353	0.0339859	0.0475261	0.0170018	0.00675741	0.815668	0.0493687	0.00928458	0.064519	0.0474709	0.013023	0.0106373	0.00633727	0.0126353	0.0339859	0.0286373	0.0447371	0.0475261	0.0170018	0.29931	0.187038	0.233325	0.280327	0.259194	0.176251	0.336731	0.227823	0.144583	0.124933	0.0793435	0.0429192	0.504277	0.103944	0.0604134	0.232954	0.116376	0.135652	0.381613	0.0729917	0.32191	0.183332	0.216423	0.278334	0.256391	0.112969	0.150371	0.480268	0.127893	0.343091	0.0207199	0.0240589	0.411267	0.0729705	0.0817664	0.446593	0.0137307	0.0337808	0.395044	0.0290852	0.759075	0.924389	1.05293	1.26361	25.1355	0.109268	1.70391e-06	0.00193767	0.119499	3.87856	0.47487	0.787875	1.08416	1.6531	4.39587	0.109268	4.39587	25.1355	35.8508	35.8508	0.796412	0.938105	1.04598	1.2195
