Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	diversification	turnover	birth_rate	death_rate	root_time	tmrca_Ursidae	base_rate	tmrca_UrsidaePinn	clock_rate	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
1080	-2803.2	-2760.51	-42.6904	0.180023	0.321108	0.343459	0.155409	0.0584718	0.362036	0.0916537	0.033182	58.5526	20.1219	0.00510565	34.8552	0.172015	0.0712803	0.348702	0.0606721	0.114097	0.300576	0.104673
1090	-2804.95	-2765.68	-39.2659	0.20586	0.319144	0.307781	0.167215	0.0205326	0.832175	0.122345	0.101812	53.3164	19.877	0.00562878	35.267	0.181915	0.0282277	0.311657	0.12699	0.0997686	0.341828	0.0915288
1100	-2799.06	-2756.85	-42.2081	0.183398	0.34903	0.312918	0.154653	0.0321912	0.293965	0.0455944	0.0134032	57.9227	18.3171	0.00568299	35.2166	0.152892	0.103349	0.387832	0.0944464	0.0742009	0.272099	0.0680727
1110	-2794.87	-2751.36	-43.5117	0.163002	0.354206	0.32167	0.161122	0.0465726	0.661966	0.137775	0.0912022	61.1088	16.6011	0.00516164	33.958	0.174992	0.0261584	0.442242	0.0830489	0.0639335	0.335973	0.0486443
1120	-2795.68	-2751.22	-44.4632	0.205077	0.320358	0.327593	0.146971	0.0340572	0.784921	0.158348	0.12429	60.7232	17.1788	0.00574074	36.2499	0.150988	0.0504109	0.375691	0.0705512	0.0612767	0.368154	0.0739161
1130	-2793.99	-2752.83	-41.1591	0.199077	0.313508	0.316876	0.170539	0.051592	0.489054	0.100973	0.0493814	56.4397	16.9813	0.00502132	37.1291	0.176858	0.0523142	0.389875	0.0433489	0.0635903	0.387472	0.0633996
1140	-2800.25	-2759.74	-40.507	0.192609	0.29502	0.324208	0.188163	0.0241832	0.55411	0.0542359	0.0300527	54.5392	16.8192	0.00492784	34.1775	0.17478	0.0648607	0.317751	0.0804076	0.0518265	0.398259	0.0868956
1150	-2801.51	-2760.08	-41.4367	0.163461	0.331166	0.350565	0.154807	0.0700158	0.382367	0.113361	0.0433457	55.828	17.8343	0.00514727	37.8093	0.185449	0.0505526	0.413897	0.0746757	0.0403937	0.37121	0.0492717
1160	-2798.44	-2752.59	-45.8592	0.157092	0.321257	0.330616	0.191035	0.0290502	0.0851784	0.0317551	0.00270485	62.1503	16.8292	0.00545374	35.0053	0.131423	0.0896434	0.353357	0.0490759	0.086306	0.367854	0.0537633
1170	-2798.45	-2758.12	-40.3264	0.165305	0.326712	0.314849	0.193133	0.0381003	0.460097	0.0705689	0.0324686	56.3861	18.47	0.00530214	34.8993	0.167776	0.0818257	0.41175	0.0372152	0.0877976	0.335774	0.045637
1180	-2795.13	-2755.75	-39.3746	0.180216	0.334918	0.30615	0.178715	0.0541083	0.197557	0.0674296	0.0133212	52.4321	18.5373	0.00503852	35.1106	0.173729	0.0437007	0.422681	0.0414002	0.0892838	0.35561	0.0473234
1190	-2794.18	-2754.88	-39.3051	0.188194	0.326427	0.322101	0.163278	0.0539995	0.275114	0.0744937	0.0204943	53.9292	19.3972	0.00528592	34.1305	0.160772	0.0393709	0.414558	0.0406045	0.0978559	0.348776	0.058835
1200	-2799.87	-2755.33	-44.5372	0.188581	0.329975	0.313594	0.16785	0.0143097	0.535883	0.0308322	0.0165224	55.0625	16.9571	0.00471438	35.0877	0.201455	0.0299262	0.417819	0.054276	0.105376	0.347881	0.0447211
1210	-2795.11	-2756.32	-38.7844	0.190869	0.331301	0.310935	0.166894	0.0339396	0.637347	0.0935872	0.0596475	54.8932	16.0285	0.00542123	34.5912	0.195455	0.0618314	0.332233	0.0959241	0.115634	0.361797	0.032581
1220	-2795.52	-2752.68	-42.8435	0.184317	0.31121	0.333592	0.170882	0.0423651	0.53283	0.0906846	0.0483195	59.6914	17.5894	0.00513233	38.7547	0.165725	0.0629055	0.326085	0.0975905	0.0555484	0.370043	0.0878266
1230	-2794.2	-2754.84	-39.3656	0.183162	0.332409	0.314618	0.169811	0.0775125	0.302156	0.111074	0.0335618	51.1527	16.498	0.00513767	37.7887	0.189688	0.0820207	0.387022	0.0453937	0.0692911	0.3561	0.0601724
1240	-2791.73	-2751.79	-39.9337	0.174578	0.335	0.319287	0.171135	0.0328269	0.613999	0.0850438	0.0522168	55.7704	17.0506	0.00568999	34.1779	0.170576	0.0775666	0.322835	0.086098	0.0577992	0.405508	0.0501929
1250	-2793.35	-2755.78	-37.5778	0.171644	0.329339	0.324522	0.174495	0.0232074	0.605149	0.0587751	0.0355677	50.8063	17.5781	0.00551134	34.064	0.182649	0.0652396	0.379418	0.0625327	0.101417	0.326772	0.0646203
1260	-2794.13	-2751.09	-43.0362	0.190051	0.323689	0.328126	0.158134	0.0252625	0.697973	0.0836432	0.0583807	60.8263	17.7783	0.00513327	33.9361	0.191411	0.0798732	0.336091	0.0675066	0.0811576	0.383659	0.0517117
1270	-2793.83	-2747.7	-46.129	0.18319	0.324023	0.325435	0.167352	0.0715721	0.176703	0.0869335	0.0153614	61.5915	17.6305	0.00568409	36.0957	0.165313	0.0885046	0.352987	0.0452193	0.0852375	0.354076	0.0739754
1280	-2795.68	-2754.48	-41.2032	0.168842	0.336254	0.336662	0.158242	0.0151062	0.656498	0.0439771	0.0288708	55.8034	17.7132	0.00563061	35.0437	0.16979	0.0500334	0.383949	0.0346266	0.061544	0.368669	0.101177
1290	-2799.29	-2755.37	-43.9213	0.178331	0.340005	0.321657	0.160007	0.0771721	0.473117	0.146469	0.069297	58.5127	15.6693	0.00522261	37.7913	0.158426	0.0652819	0.345317	0.0360054	0.0648402	0.383349	0.105206
1300	-2797.65	-2749	-48.6441	0.167071	0.343402	0.326358	0.163169	0.0515548	0.529378	0.109546	0.0579913	68.2962	19.5122	0.00536998	36.3421	0.157825	0.0991773	0.358138	0.0321816	0.0752701	0.36196	0.0732728
1310	-2793.04	-2754.14	-38.8962	0.181809	0.319937	0.338152	0.160102	0.0196143	0.666669	0.0588434	0.0392291	53.6791	17.3667	0.0052994	34.6547	0.172866	0.0796185	0.392289	0.0744884	0.0708792	0.347761	0.034964
1320	-2796.1	-2751.65	-44.449	0.192495	0.338741	0.310541	0.158223	0.0701141	0.157644	0.0832357	0.0131216	60.0842	17.9827	0.0054414	35.06	0.151607	0.0854467	0.344968	0.0191196	0.0783851	0.410667	0.0614142
1330	-2797.92	-2753.14	-44.7838	0.1881	0.330748	0.312079	0.169072	0.0235975	0.528857	0.0500857	0.0264882	62.7876	20.6854	0.00513186	35.92	0.157935	0.0818088	0.336226	0.0181719	0.104213	0.394796	0.0647837
1340	-2796.98	-2756.1	-40.8816	0.150922	0.355295	0.315126	0.178657	0.0584854	0.439172	0.104284	0.0457985	55.0152	16.5265	0.00580832	34.3438	0.169786	0.0589765	0.404527	0.0976761	0.0735722	0.318546	0.046703
1350	-2795.33	-2748.89	-46.4384	0.185546	0.324973	0.309191	0.18029	0.0381283	0.592477	0.0935611	0.0554328	64.9862	17.89	0.00562138	35.6707	0.157779	0.071233	0.368935	0.0307574	0.088862	0.3712	0.0690133
1360	-2794.24	-2753.71	-40.5313	0.170121	0.329931	0.334646	0.165302	0.0430894	0.245774	0.0571307	0.0140412	56.2462	18.3843	0.0054691	40.3405	0.161845	0.0628209	0.325366	0.0625097	0.0783681	0.410072	0.0608634
1370	-2792.19	-2753.2	-38.9856	0.167684	0.335439	0.33232	0.164557	0.0467347	0.543922	0.102471	0.0557362	54.8142	15.5356	0.00553992	34.8666	0.173172	0.0470972	0.380005	0.0698825	0.075649	0.398645	0.0287209
1380	-2797.4	-2750.05	-47.3537	0.198314	0.320799	0.32301	0.157878	0.0199098	0.792813	0.0960959	0.0761861	66.0868	16.8859	0.00505382	35.0806	0.17763	0.0540086	0.31368	0.0554791	0.0867504	0.457146	0.0329356
1390	-2791.4	-2750.46	-40.9332	0.182151	0.33749	0.311944	0.168416	0.0322813	0.471719	0.0611064	0.0288251	56.4237	17.9003	0.00500382	34.5173	0.186448	0.080304	0.368531	0.0462795	0.106017	0.358617	0.0402505
1400	-2797.25	-2753.32	-43.9303	0.150381	0.334512	0.334296	0.180811	0.045066	0.298873	0.0642766	0.0192105	61.9999	18.0697	0.00527939	35.248	0.157	0.0863893	0.413193	0.0773721	0.0775804	0.303724	0.0417411
1410	-2793.73	-2753.2	-40.529	0.193423	0.307297	0.323713	0.175567	0.0603888	0.65203	0.173546	0.113157	54.8326	17.1935	0.0052154	37.8352	0.193613	0.063544	0.378912	0.0686832	0.0872691	0.364538	0.0370536
1420	-2797.22	-2752.13	-45.0865	0.184516	0.306407	0.33723	0.171847	0.033838	0.639483	0.0938597	0.0600217	64.2098	15.3395	0.0052267	35.7938	0.168031	0.0701251	0.392237	0.0757965	0.0963074	0.324643	0.0408911
1430	-2796.16	-2752.87	-43.2865	0.187276	0.350286	0.306855	0.155583	0.0477861	0.464324	0.089207	0.0414209	60.883	18.133	0.00542473	34.261	0.16059	0.0811948	0.38313	0.0513862	0.0971572	0.336163	0.050969
1440	-2796.4	-2753.26	-43.1373	0.182211	0.346046	0.312466	0.159278	0.0516242	0.374036	0.0824715	0.0308473	56.8949	19.4531	0.00597367	34.8909	0.133699	0.054298	0.36902	0.050052	0.0946347	0.38235	0.0496457
1450	-2795.81	-2758	-37.81	0.173783	0.340578	0.318621	0.167019	0.0385818	0.171126	0.0465473	0.00796548	51.3358	17.1394	0.00533168	34.704	0.192789	0.0676429	0.343295	0.0442523	0.117893	0.373861	0.0530558
1460	-2795.85	-2758.28	-37.5776	0.178504	0.335817	0.316537	0.169143	0.0523689	0.365534	0.0825401	0.0301712	47.9543	16.4414	0.0050196	35.2395	0.191045	0.0857651	0.406035	0.0378445	0.0794094	0.345003	0.0459433
1470	-2792.93	-2750.33	-42.6004	0.171092	0.324763	0.333674	0.170471	0.0589116	0.386191	0.095977	0.0370654	59.805	17.7503	0.00551685	33.9196	0.187294	0.0828751	0.367918	0.0407182	0.0815787	0.377478	0.0494321
1480	-2794.73	-2749.19	-45.5424	0.188384	0.310767	0.337724	0.163124	0.0521796	0.385106	0.0848594	0.0326798	62.3631	18.1637	0.00582708	35.7951	0.140622	0.064041	0.403483	0.0351907	0.0705044	0.369219	0.0575626
1490	-2792.94	-2747.84	-45.0976	0.184109	0.332359	0.326047	0.157485	0.0364753	0.345032	0.0556901	0.0192149	63.637	15.981	0.00561975	36.0262	0.158292	0.068948	0.367366	0.0646071	0.0658348	0.338004	0.0952403
1500	-2796.81	-2750.22	-46.5848	0.186319	0.331368	0.314893	0.16742	0.0314524	0.287344	0.044134	0.0126817	63.3913	16.9886	0.00587057	34.2774	0.12087	0.0583514	0.337269	0.0414032	0.0926973	0.386673	0.0836057
1510	-2790.15	-2747.44	-42.7073	0.186672	0.312371	0.335582	0.165376	0.0247	0.731326	0.0919328	0.0672328	61.2242	17.0316	0.00545479	34.2246	0.177938	0.0593928	0.338594	0.0421421	0.0943517	0.400696	0.0648229
1520	-2797.04	-2747.8	-49.2386	0.189181	0.347179	0.311552	0.152088	0.0534183	0.391093	0.0877282	0.0343099	68.8292	18.5764	0.00513182	34.7056	0.156296	0.080319	0.343279	0.105935	0.0609977	0.341334	0.0681356
1530	-2794.12	-2754.28	-39.837	0.177776	0.350329	0.303134	0.168761	0.0233654	0.426866	0.0407678	0.0174024	54.7213	15.8665	0.00514839	34.1463	0.177883	0.0322344	0.372403	0.101142	0.0943094	0.342109	0.0578028
1540	-2800.42	-2754.83	-45.5863	0.186525	0.314423	0.321986	0.177066	0.00742805	0.872661	0.0583328	0.0509047	60.8179	16.9676	0.00495811	38.0094	0.158384	0.03259	0.468153	0.0180974	0.0953497	0.327421	0.0583892
1550	-2791.33	-2751.28	-40.0533	0.183335	0.324232	0.334479	0.157955	0.0307105	0.503257	0.0618238	0.0311132	55.8382	17.9883	0.00512476	35.9343	0.194575	0.0710678	0.360864	0.0574771	0.0639087	0.384421	0.062261
1560	-2795.63	-2749.73	-45.9038	0.175457	0.324565	0.311357	0.188621	0.0363849	0.61319	0.0940642	0.0576793	62.0639	17.5891	0.00483161	34.9877	0.171021	0.0526737	0.335826	0.0591543	0.0657736	0.422495	0.0640777
1570	-2792.52	-2750.04	-42.4742	0.185356	0.329488	0.316079	0.169078	0.0260191	0.375534	0.0416661	0.015647	59.2496	17.7599	0.00539197	34.1096	0.165867	0.0426251	0.356107	0.0478694	0.106053	0.40063	0.0467155
1580	-2798.07	-2754.09	-43.9828	0.181336	0.364172	0.303103	0.151389	0.0271351	0.84733	0.177737	0.150602	61.6747	18.5943	0.00557765	34.0184	0.180748	0.0837016	0.381412	0.0455673	0.0925604	0.355986	0.0407723
1590	-2801.49	-2757.29	-44.2058	0.164722	0.318326	0.341729	0.175223	0.0528269	0.641384	0.147308	0.0944809	57.63	16.8699	0.00586436	37.9866	0.152272	0.0778211	0.407526	0.0356289	0.0933345	0.342126	0.0435638
1600	-2791.85	-2749.04	-42.8135	0.164434	0.324633	0.342322	0.168611	0.0453273	0.261604	0.0613861	0.0160588	58.5999	17.1793	0.00496636	33.9796	0.170504	0.070686	0.370161	0.0546383	0.0847771	0.380168	0.0395696
1610	-2798.93	-2754.26	-44.6665	0.190157	0.311733	0.338589	0.159521	0.0639207	0.274236	0.0880737	0.024153	59.4446	16.4489	0.00588889	34.6168	0.135671	0.053715	0.431692	0.0256191	0.065206	0.391624	0.0321441
1620	-2793.9	-2753.06	-40.8396	0.195213	0.307252	0.326839	0.170696	0.0239109	0.864758	0.176801	0.15289	55.6028	18.7515	0.00501034	35.3283	0.179492	0.0750504	0.371102	0.0350725	0.0910088	0.399716	0.0280503
1630	-2800.22	-2755.52	-44.6993	0.192303	0.334059	0.321966	0.151671	0.0351708	0.700678	0.117501	0.0823306	62.334	18.3856	0.00545028	35.9	0.136698	0.0602914	0.393499	0.0326957	0.0725254	0.345554	0.0954352
1640	-2791.91	-2749.4	-42.5047	0.174678	0.336052	0.312989	0.176281	0.0672574	0.184313	0.082455	0.0151976	57.677	18.1103	0.00515042	34.3708	0.183126	0.0652857	0.380392	0.0699365	0.0592694	0.337975	0.0871416
1650	-2795.43	-2753.21	-42.2201	0.17487	0.310611	0.335133	0.179386	0.0245393	0.748942	0.0977439	0.0732046	60.3103	16.226	0.00528423	35.324	0.191513	0.038342	0.480195	0.0410734	0.0666168	0.318099	0.0556737
1660	-2797.82	-2755.82	-41.9915	0.169838	0.3145	0.341437	0.174225	0.0576458	0.415319	0.0985935	0.0409477	57.8502	15.8612	0.00559852	35.504	0.162151	0.0835515	0.422198	0.0234349	0.0651604	0.365249	0.0404058
1670	-2794.75	-2755.82	-38.9341	0.182437	0.321214	0.309595	0.186755	0.0606669	0.518626	0.126028	0.0653616	51.6869	16.1715	0.00575631	35.1946	0.160592	0.0872175	0.373095	0.040431	0.0680195	0.381275	0.0499622
1680	-2799.44	-2759.53	-39.917	0.194503	0.301782	0.3172	0.186515	0.0252898	0.542956	0.0553335	0.0300437	56.0067	15.5189	0.00516878	36.6627	0.169517	0.10637	0.29529	0.0440397	0.0753512	0.448019	0.0309308
1690	-2793.7	-2752.7	-40.9973	0.191389	0.308666	0.332128	0.167817	0.0353778	0.162012	0.0422176	0.00683976	55.1643	18.0095	0.00573978	36.1118	0.159682	0.0573194	0.366925	0.0553479	0.0985586	0.382976	0.038873
1700	-2798.42	-2756.73	-41.6867	0.180285	0.347343	0.294259	0.178113	0.0554747	0.330999	0.0829217	0.027447	54.6616	16.9888	0.00485527	35.6599	0.181812	0.0439018	0.385222	0.0597978	0.0754876	0.405818	0.0297735
1710	-2802.57	-2754.11	-48.4573	0.18016	0.329575	0.309627	0.180638	0.0155439	0.151996	0.01833	0.0027861	63.0322	18.3255	0.00552466	34.0013	0.153013	0.0583999	0.452171	0.0618186	0.0449515	0.329032	0.0536269
1720	-2793.97	-2754.98	-38.9829	0.171686	0.337939	0.310174	0.180201	0.0573546	0.467062	0.10762	0.0502651	52.7175	17.6661	0.00522207	34.9437	0.168401	0.0561028	0.421417	0.0474536	0.0691891	0.364672	0.0411654
1730	-2798.38	-2757.36	-41.0198	0.167235	0.335452	0.314872	0.182441	0.0291078	0.2438	0.0384921	0.00938438	56.3657	18.7092	0.00532937	35.4507	0.16956	0.0652022	0.436104	0.0611593	0.0583472	0.307528	0.0716593
1740	-2800.91	-2748.93	-51.9735	0.184335	0.337141	0.307895	0.170628	0.00547797	0.580108	0.0130461	0.00756818	65.2287	17.8733	0.00554915	35.7673	0.141338	0.0659194	0.337099	0.0558145	0.0977716	0.363005	0.0803902
1750	-2803.31	-2758.12	-45.1912	0.188417	0.307183	0.331414	0.172986	0.0347885	0.359578	0.0543212	0.0195327	62.4558	20.1051	0.00568107	34.8546	0.142044	0.115562	0.407503	0.0434233	0.0885527	0.282416	0.0625431
1760	-2793.11	-2747.62	-45.4903	0.176537	0.333892	0.320225	0.169345	0.0250866	0.738857	0.0960645	0.0709779	64.6986	18.8786	0.0053946	35.6582	0.140288	0.0406662	0.406429	0.0461907	0.0719741	0.37526	0.0594794
1770	-2790.05	-2748.37	-41.6847	0.17895	0.324789	0.324602	0.17166	0.038725	0.367049	0.0611817	0.0224567	59.5661	14.6084	0.00545549	34.0569	0.173238	0.0483188	0.415393	0.0472093	0.0732868	0.355001	0.0607911
1780	-2790.14	-2744.79	-45.3456	0.191137	0.322928	0.311354	0.174581	0.0393658	0.373887	0.0628733	0.0235075	64.4867	16.3105	0.0055344	34.4997	0.162348	0.0497149	0.381321	0.0561147	0.0672756	0.37238	0.0731937
1790	-2792.86	-2753.37	-39.4944	0.196381	0.337479	0.294452	0.171687	0.0614683	0.361597	0.0962844	0.0348161	54.0544	18.2463	0.00551916	34.0994	0.173702	0.0759539	0.334846	0.0539147	0.0948812	0.37589	0.064514
1800	-2793.67	-2753.3	-40.364	0.198038	0.331033	0.312499	0.15843	0.029028	0.702353	0.0975249	0.0684969	56.3748	19.5037	0.00543042	34.0928	0.157229	0.0758228	0.334269	0.0538217	0.0641347	0.375241	0.0967108
1810	-2800	-2753.73	-46.2722	0.18966	0.317348	0.32996	0.163032	0.0503602	0.482312	0.097279	0.0469188	63.9124	18.6698	0.00554453	38.3265	0.137834	0.0665962	0.293593	0.0472723	0.0959481	0.415337	0.081254
1820	-2793.29	-2748.38	-44.9167	0.183005	0.330192	0.31955	0.167252	0.0441188	0.545859	0.0971479	0.0530291	63.35	19.1116	0.00529992	35.6838	0.162521	0.088955	0.354059	0.0580629	0.0912905	0.340934	0.0666983
1830	-2792.27	-2753.18	-39.0909	0.171519	0.335582	0.319852	0.173048	0.0551116	0.342041	0.0837616	0.0286499	53.749	16.9876	0.00562796	35.6435	0.181373	0.0464246	0.436045	0.0461661	0.0725856	0.345746	0.0530322
1840	-2790.98	-2753.28	-37.6958	0.171606	0.335245	0.320014	0.173136	0.0474217	0.46828	0.0891854	0.0417637	52.4881	17.4586	0.00545215	33.9846	0.1756	0.0494764	0.425494	0.0492009	0.0773571	0.30647	0.0920022
1850	-2795.07	-2754.99	-40.0816	0.187048	0.346456	0.297315	0.169182	0.0313194	0.730736	0.116315	0.0849953	54.0663	16.4453	0.00580756	34.0747	0.144718	0.0474319	0.342359	0.0399342	0.0929534	0.389121	0.0882005
1860	-2795.66	-2751.4	-44.261	0.176665	0.322159	0.324516	0.17666	0.0541827	0.607315	0.13798	0.0837974	60.4528	16.8294	0.00543706	36.0389	0.147224	0.075236	0.323168	0.0376957	0.0878421	0.385167	0.0908911
1870	-2793.16	-2754.03	-39.1365	0.165526	0.34719	0.316731	0.170553	0.0326497	0.649782	0.0932269	0.0605772	54.0262	16.3169	0.00568594	34.8999	0.166591	0.0533976	0.42819	0.0384049	0.0623447	0.353154	0.0645086
1880	-2793.01	-2748.33	-44.6839	0.195902	0.325505	0.312186	0.166407	0.041787	0.166305	0.0501226	0.00833564	62.5657	16.152	0.00552127	34.8846	0.161688	0.0569276	0.367648	0.0283767	0.102537	0.348205	0.0963057
1890	-2797.6	-2753.88	-43.723	0.199768	0.320487	0.293219	0.186526	0.0181537	0.717365	0.0642301	0.0460764	61.9321	17.3321	0.00543101	35.3294	0.16357	0.039934	0.443518	0.0322769	0.101742	0.329832	0.0526973
1900	-2795.91	-2749.81	-46.1026	0.172711	0.307592	0.331303	0.188394	0.02417	0.541839	0.0527543	0.0285844	65.3125	17.565	0.00549512	37.4414	0.159659	0.0466874	0.349248	0.048613	0.118948	0.374894	0.0616091
1910	-2796.93	-2753.26	-43.667	0.187425	0.303322	0.342324	0.166929	0.0601954	0.115046	0.068021	0.00782555	59.1439	18.2708	0.0056932	34.1654	0.163831	0.0397769	0.297554	0.0857312	0.107463	0.403802	0.0656729
1920	-2795.77	-2755.32	-40.4519	0.195283	0.312974	0.325764	0.165978	0.0304204	0.645874	0.0859028	0.0554823	56.9276	19.4497	0.00521124	34.7471	0.179664	0.0518605	0.289194	0.0528742	0.0629603	0.440479	0.102632
1930	-2800.52	-2756.38	-44.1414	0.188563	0.320001	0.341188	0.150248	0.062924	0.220456	0.0807191	0.017795	59.7063	17.031	0.00505832	36.5621	0.184245	0.0510239	0.316044	0.0422257	0.0802143	0.404579	0.105913
1940	-2794.9	-2748.01	-46.8949	0.178146	0.34022	0.307396	0.174237	0.0375408	0.655084	0.10884	0.0712996	63.0655	17.1667	0.00600955	36.2474	0.142721	0.0462589	0.401609	0.0474567	0.0727232	0.366796	0.0651562
1950	-2794.89	-2748.97	-45.9226	0.205244	0.320962	0.318647	0.155146	0.0259446	0.792237	0.124876	0.0989315	64.2901	17.0263	0.00510178	35.4276	0.171411	0.0461817	0.402608	0.0473775	0.0726018	0.366184	0.0650474
1960	-2795.01	-2756.94	-38.0701	0.196434	0.316174	0.312759	0.174632	0.0572762	0.236153	0.0749839	0.0177077	51.7141	16.436	0.00549229	34.034	0.182633	0.0488148	0.432031	0.0472462	0.0698573	0.333306	0.0687446
1970	-2793.48	-2748.98	-44.5049	0.173422	0.316507	0.340377	0.169694	0.0330491	0.190383	0.0408207	0.00777158	62.0298	17.7905	0.00535524	34.8689	0.14426	0.0662764	0.379282	0.0395052	0.0517393	0.405715	0.0574812
1980	-2797	-2751.12	-45.8763	0.174167	0.338581	0.297764	0.189487	0.0285748	0.306605	0.04121	0.0126352	62.8174	16.8075	0.00494637	34.9914	0.173295	0.0617223	0.331857	0.0575034	0.0919672	0.406657	0.0502938
1990	-2791.84	-2753.43	-38.4107	0.198156	0.339778	0.304603	0.157463	0.027181	0.578769	0.0645275	0.0373465	52.4348	17.1937	0.00502215	34.2236	0.188526	0.0514133	0.331658	0.0640924	0.0845087	0.405485	0.0628429
2000	-2799.92	-2755.51	-44.4089	0.173765	0.351929	0.31168	0.162626	0.0343303	0.300722	0.0490939	0.0147636	62.3364	17.7194	0.00530412	34.9674	0.148029	0.085401	0.397862	0.0275043	0.0891637	0.333764	0.0663045
2010	-2797.92	-2751.98	-45.9379	0.171192	0.331946	0.318934	0.177928	0.0622337	0.320952	0.0916484	0.0294147	63.3627	15.9947	0.00537325	34.7634	0.158838	0.0524288	0.413521	0.0348099	0.0547387	0.367012	0.0774891
2020	-2794.99	-2755.8	-39.1923	0.158121	0.340234	0.321623	0.180021	0.0262892	0.701924	0.0881965	0.0619073	54.6156	18.3637	0.00515505	35.6932	0.16044	0.0791594	0.397056	0.0335192	0.0509827	0.371336	0.067947
2030	-2793.65	-2754.08	-39.5702	0.1643	0.340556	0.321928	0.173216	0.0470047	0.522097	0.098356	0.0513514	54.4115	18.4213	0.00515835	36.8594	0.167138	0.0557701	0.3869	0.0305694	0.067628	0.397165	0.0619674
2040	-2796.34	-2754.67	-41.6698	0.169377	0.336193	0.313893	0.180538	0.0458043	0.338712	0.0692653	0.023461	57.4273	16.7846	0.00505269	36.258	0.153431	0.0499695	0.380512	0.0975457	0.060594	0.355856	0.0555223
2050	-2795.66	-2751.59	-44.0716	0.176293	0.311247	0.339403	0.173058	0.0412011	0.355706	0.0639476	0.0227465	62.1784	19.6092	0.00541259	34.4879	0.149943	0.049514	0.446263	0.0365522	0.0600418	0.352613	0.0550162
2060	-2796.02	-2757.03	-38.9985	0.17185	0.328602	0.330851	0.168697	0.0150167	0.835524	0.0913003	0.0762836	53.0143	17.0888	0.00504945	35.5389	0.198734	0.0315955	0.348136	0.103623	0.0653698	0.391377	0.0598983
2070	-2796.82	-2748.33	-48.4855	0.172753	0.330328	0.327336	0.169583	0.0263347	0.535376	0.0566795	0.0303448	69.1314	18.903	0.00558322	35.5374	0.158033	0.104041	0.353462	0.0884311	0.055786	0.347163	0.0511167
2080	-2800.47	-2753.46	-47.0181	0.191623	0.306097	0.314172	0.188107	0.0460633	0.135132	0.0532605	0.00719721	65.6031	16.1047	0.00544017	34.2816	0.143664	0.0853926	0.367355	0.0547077	0.0959339	0.354656	0.0419545
2090	-2793.39	-2752.45	-40.9379	0.20495	0.303656	0.32175	0.169644	0.0228709	0.720995	0.0819731	0.0591022	56.8849	17.3693	0.0056978	34.8242	0.173169	0.0839878	0.402316	0.0412315	0.0920229	0.340198	0.0402441
2100	-2798.25	-2754.38	-43.8757	0.188319	0.316999	0.327017	0.167665	0.0470369	0.679776	0.146887	0.0998504	60.8865	16.9138	0.0054388	36.984	0.181365	0.0531691	0.381144	0.0376693	0.0647414	0.416274	0.0470025
2110	-2796.19	-2747.53	-48.6608	0.179567	0.338529	0.330328	0.151575	0.082543	0.411869	0.140348	0.057805	64.5232	18.799	0.0051446	34.3283	0.16052	0.0505135	0.357813	0.0683341	0.0615078	0.383923	0.0779087
2120	-2797.38	-2758.5	-38.8774	0.180616	0.32749	0.339032	0.152862	0.0282045	0.668587	0.0851038	0.0568993	53.6295	19.9617	0.00540659	36.4556	0.161113	0.0467811	0.313734	0.0632849	0.0997854	0.404263	0.0721521
2130	-2790.72	-2749.12	-41.5952	0.182413	0.321345	0.323842	0.172399	0.0270291	0.428134	0.0472648	0.0202357	57.6972	17.6455	0.00508719	35.5958	0.185541	0.0367895	0.379113	0.0497684	0.078473	0.399115	0.0567417
2140	-2796.7	-2754.07	-42.6307	0.176506	0.33149	0.313356	0.178648	0.0359471	0.653509	0.103746	0.0677991	59.7082	17.3912	0.0055888	35.1169	0.164666	0.0319754	0.446176	0.0432559	0.0682044	0.33643	0.0739587
2150	-2793.62	-2751.64	-41.9794	0.181662	0.324557	0.312958	0.180823	0.0284123	0.601662	0.0713271	0.0429148	59.6417	16.245	0.00515446	34.5403	0.176189	0.0710415	0.373281	0.0952456	0.0463247	0.352231	0.0618756
2160	-2801.29	-2761.16	-40.1316	0.191092	0.310286	0.329204	0.169417	0.0176883	0.636613	0.0486761	0.0309879	55.1444	16.1494	0.00552488	36.3646	0.179112	0.104891	0.401785	0.0563463	0.0737527	0.278734	0.0844915
2170	-2798.74	-2756.33	-42.4138	0.16254	0.337603	0.305984	0.193873	0.0178037	0.823722	0.100998	0.0831945	58.8817	16.7774	0.00519435	35.5853	0.1518	0.109282	0.388602	0.0447567	0.0585828	0.331663	0.0671128
