Iteration	Posterior	Likelihood	Prior	ucln_sigma	tmrca_UrsidaePinn	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	ucln_mean	base_rate	root_time	diversification	turnover	death_rate	birth_rate	mean_rt	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	tmrca_Ursidae
550	-2755.54	-2742.99	-12.5489	0.328908	38.5866	0.0758947	0.0970502	0.131184	0.209342	0.197681	0.152851	0.198168	0.122699	0.147887	0.358327	0.123109	0.171652	0.101271	0.148598	0.183231	0.0885636	0.20235	0.161996	0.194449	0.330121	0.320476	0.154954	0.167509	0.0050763	44.1783	0.0377539	0.262157	0.013414	0.0511679	0.159548	0.0832647	0.398297	0.0423113	0.066096	0.36484	0.0451907	18.9395
560	-2758.54	-2742.78	-15.7626	0.4046	35.4458	0.0879872	0.24091	0.21721	0.178421	0.260097	0.119701	0.18141	0.0624192	0.148149	0.264461	0.279424	0.132972	0.141447	0.113957	0.128659	0.0914805	0.164608	0.342258	0.194155	0.331649	0.319476	0.15472	0.190656	0.00547797	46.0382	0.0391803	0.761892	0.125368	0.164549	0.175309	0.051809	0.450901	0.0529475	0.0745804	0.318777	0.0509852	18.0123
570	-2753.02	-2742.24	-10.7855	0.690614	35.4245	0.106241	0.0400255	0.057752	0.0520986	0.129715	0.0863315	0.14521	0.0869855	0.147263	0.362069	0.114274	0.0651675	0.109094	0.0331061	0.0500693	0.0603485	0.138212	0.0708643	0.171309	0.330991	0.31588	0.18182	0.13297	0.00539637	48.0333	0.0489851	0.198336	0.0121192	0.0611043	0.103046	0.104015	0.333932	0.0420465	0.0805979	0.382933	0.0564761	22.7199
580	-2758.88	-2743.97	-14.9103	0.458856	37.5092	0.0723664	0.0923019	0.0459652	0.172213	0.0849491	0.22684	0.0960318	0.0846409	0.139646	0.331344	0.210716	0.0417018	0.132539	0.19011	0.165978	0.0960074	0.172018	0.208417	0.193035	0.304405	0.324074	0.178487	0.131382	0.00536398	48.7456	0.0408507	0.266961	0.0148772	0.0557279	0.142433	0.077402	0.389207	0.0275103	0.0599764	0.382727	0.0631774	19.6143
590	-2756.71	-2746.18	-10.5286	0.34533	35.7743	0.205512	0.142518	0.169854	0.0522791	0.134493	0.108891	0.117262	0.128265	0.10474	0.295029	0.137437	0.159606	0.109556	0.0973197	0.0641373	0.13802	0.144577	0.0816198	0.190493	0.325834	0.307537	0.176137	0.121357	0.00562375	49.9214	0.0129856	0.917022	0.14351	0.156495	0.13284	0.0311056	0.383744	0.109245	0.0794806	0.337332	0.0590918	19.4875
600	-2752.67	-2745.99	-6.67172	0.355121	39.1349	0.0535467	0.14046	0.0840577	0.115685	0.0950518	0.141116	0.118961	0.14492	0.128274	0.322494	0.0931635	0.111926	0.117836	0.0798239	0.0941857	0.146606	0.12335	0.105591	0.177911	0.334241	0.314747	0.173101	0.134008	0.00550731	50.0143	0.0494486	0.122331	0.00689224	0.0563408	0.123169	0.0318039	0.43243	0.0236432	0.0895643	0.380129	0.0424289	17.7602
610	-2768.65	-2744.51	-24.1377	1.20595	39.0998	0.066102	0.101448	0.0388733	0.070431	0.0696918	0.0726211	0.150711	0.107447	0.141984	0.300838	0.0982638	0.0653876	0.0563114	0.180603	0.144465	0.0378309	0.137192	0.665304	0.18414	0.345943	0.323577	0.146339	0.283308	0.00545599	48.3636	0.0280886	0.128154	0.00412879	0.0322174	0.139195	0.0312284	0.399896	0.056806	0.0879437	0.363265	0.0608603	21.4082
620	-2753.55	-2741.47	-12.088	0.653857	45.0211	0.0780098	0.0737652	0.102577	0.18047	0.176835	0.0758709	0.147057	0.086666	0.099615	0.371813	0.0834491	0.0514847	0.0888661	0.0853988	0.0267703	0.0495927	0.0798753	0.0951501	0.193028	0.332506	0.32671	0.147756	0.116894	0.0056049	49.6512	0.0535186	0.619326	0.0870706	0.140589	0.108515	0.0366496	0.374886	0.0562751	0.0960218	0.375876	0.0602915	19.3908
630	-2758.94	-2747.29	-11.6428	0.464498	34.5418	0.334487	0.0518936	0.0953542	0.0826137	0.15152	0.118871	0.172227	0.0975398	0.102245	0.230721	0.258771	0.11683	0.116936	0.137466	0.100535	0.119337	0.198407	0.114094	0.176936	0.315983	0.327483	0.179598	0.155961	0.00525655	49.3178	0.0254607	0.53667	0.0294909	0.0549517	0.144436	0.0499904	0.351909	0.0497368	0.0931098	0.401967	0.0532867	20.0865
640	-2752.95	-2745.45	-7.49752	0.517406	38.393	0.110597	0.0976183	0.164958	0.104415	0.0730853	0.216395	0.125223	0.0917004	0.0975243	0.297408	0.077424	0.0989304	0.0964739	0.0893965	0.0663812	0.130891	0.115081	0.112549	0.173152	0.334286	0.307427	0.185135	0.128159	0.00522841	44.9846	0.0482474	0.363127	0.0275093	0.0757567	0.120336	0.0581987	0.389643	0.0579035	0.108398	0.323821	0.0620362	18.3763
650	-2753.83	-2739.63	-14.1962	0.515741	37.4895	0.213083	0.192033	0.146961	0.214259	0.15853	0.116427	0.149208	0.0852043	0.133782	0.357572	0.107697	0.135424	0.128068	0.17505	0.0726972	0.110926	0.123179	0.193897	0.191369	0.31188	0.322449	0.174302	0.186292	0.00487294	49.0399	0.0281455	0.622983	0.0465076	0.0746531	0.156333	0.0508219	0.400813	0.0505642	0.0946586	0.360761	0.0423809	19.5432
660	-2762.14	-2742.38	-19.7578	0.80684	45.4026	0.0927315	0.150526	0.407101	0.107304	0.115641	0.530627	0.0751821	0.0894643	0.113547	0.386825	0.0517279	0.0479387	0.105603	0.0963071	0.0520947	0.0700393	0.125321	0.0670464	0.176132	0.312158	0.337252	0.174458	0.161369	0.00576087	46.1311	0.0292407	0.358071	0.0163106	0.0455513	0.149168	0.0888785	0.400239	0.0438619	0.0750718	0.354532	0.0374173	22.7752
670	-2764.62	-2742.32	-22.3056	0.790993	43.4834	0.115669	0.064953	0.296886	0.338013	0.122918	0.289848	0.118776	0.0741797	0.117619	0.402343	0.341893	0.0242996	0.0526935	0.22405	0.066086	0.079707	0.0985699	0.113194	0.166281	0.330458	0.338561	0.1647	0.139813	0.00551745	49.513	0.0274459	0.494878	0.0268893	0.0543351	0.163428	0.0839573	0.356039	0.0402424	0.0688768	0.397232	0.0536526	19.9087
680	-2758.58	-2741.39	-17.1847	0.574637	43.8469	0.286903	0.223562	0.314335	0.164843	0.241685	0.137435	0.0862826	0.0897732	0.0947086	0.300416	0.125551	0.160207	0.129187	0.0428443	0.0465342	0.0827648	0.12322	0.0668783	0.165668	0.32924	0.340998	0.164093	0.157941	0.00549974	49.9108	0.0414485	0.26335	0.0148177	0.0562663	0.150952	0.0510569	0.374419	0.115902	0.0641746	0.339051	0.0553966	19.3373
690	-2759.28	-2746.52	-12.7632	0.449751	33.9568	0.215782	0.158032	0.162394	0.236068	0.21831	0.109446	0.145902	0.11634	0.170538	0.164931	0.0615767	0.121245	0.137	0.15521	0.0857172	0.100974	0.187985	0.200782	0.187254	0.325131	0.320921	0.166694	0.168998	0.00557168	56.2881	0.0396294	0.685563	0.0864035	0.126033	0.15268	0.0275027	0.40693	0.0846275	0.0673764	0.351292	0.0622718	16.0398
700	-2754.29	-2744.1	-10.1925	0.350208	37.6656	0.13975	0.0623993	0.161992	0.164122	0.176923	0.205209	0.139882	0.100837	0.133808	0.360709	0.135231	0.151957	0.17229	0.133288	0.151692	0.113303	0.188343	0.195604	0.181122	0.305028	0.333509	0.180342	0.168723	0.00515349	51.4935	0.0389338	0.404961	0.0264968	0.0654307	0.160408	0.0783662	0.379991	0.0768496	0.0460101	0.376259	0.0425243	18.064
710	-2754.47	-2741.68	-12.7902	0.364548	42.5195	0.243636	0.133109	0.126762	0.166828	0.0982941	0.122434	0.207363	0.0977945	0.112397	0.319042	0.276594	0.0931915	0.147315	0.206154	0.112891	0.127072	0.128551	0.127996	0.185488	0.323011	0.311518	0.179983	0.174762	0.00543854	50.648	0.020772	0.230585	0.00622516	0.0269972	0.15819	0.0609735	0.420844	0.0597935	0.0670377	0.325397	0.0659545	16.6757
720	-2765.75	-2744.86	-20.8919	0.795589	37.3458	0.0461186	0.106826	0.287436	0.214658	0.0591488	0.392771	0.102213	0.120386	0.111867	0.370983	0.454879	0.108144	0.176324	0.0531767	0.108902	0.0490646	0.175857	0.0995298	0.171308	0.340546	0.314791	0.173355	0.163283	0.00532368	49.189	0.0344834	0.486348	0.0326503	0.0671337	0.168794	0.0424628	0.384145	0.0825014	0.0626332	0.397011	0.031247	19.4949
730	-2762.32	-2745.83	-16.4904	0.531984	43.4351	0.142849	0.112732	0.226104	0.154297	0.122313	0.0789357	0.115127	0.134478	0.112285	0.410443	0.194139	0.336197	0.0947481	0.128392	0.116098	0.103817	0.14209	0.128707	0.191216	0.329383	0.316211	0.163191	0.175467	0.00499253	44.397	0.061388	0.15617	0.0113612	0.0727492	0.158542	0.0420334	0.351307	0.0392183	0.1093	0.366439	0.0917026	19.5747
740	-2759.09	-2739.34	-19.7427	0.69197	38.5658	0.165413	0.111816	0.215429	0.0310382	0.251716	0.0704859	0.169261	0.0798001	0.148213	0.314473	0.0427741	0.0978146	0.0339244	0.139787	0.0702847	0.106409	0.140516	0.200043	0.170745	0.340647	0.322773	0.165835	0.124439	0.0048824	49.8767	0.00846069	0.83466	0.0427107	0.0511714	0.132733	0.0473596	0.336208	0.0368011	0.0744948	0.43816	0.0669762	18.8014
750	-2770.79	-2744.41	-26.3792	0.850275	35.4876	0.0176666	0.0883476	0.036863	0.149154	0.17687	0.306829	0.130712	0.0716246	0.158208	0.431648	0.273352	0.0390073	0.0601385	0.0349605	0.274633	0.136902	0.24541	0.039793	0.175651	0.32982	0.325318	0.169212	0.11669	0.00530437	43.9398	0.0549555	0.642584	0.0988024	0.153758	0.148451	0.046286	0.424652	0.0473986	0.0625639	0.367986	0.0511143	21.284
760	-2767.26	-2749.57	-17.6875	0.652421	38.7566	0.0523102	0.0406551	0.0447635	0.120837	0.245485	0.274354	0.162865	0.0756413	0.147751	0.424438	0.0894705	0.0425487	0.037436	0.0230204	0.139048	0.0594812	0.129557	0.0521205	0.200028	0.322798	0.311149	0.166025	0.135414	0.00522785	44.9643	0.0454672	0.397574	0.0300063	0.0754735	0.120099	0.0287319	0.370569	0.0902619	0.0388364	0.405276	0.0663252	18.7349
770	-2754.94	-2742.69	-12.2534	0.481908	37.576	0.150159	0.076433	0.19729	0.102734	0.0486223	0.111503	0.121539	0.0564642	0.108554	0.332555	0.229686	0.0829523	0.0763715	0.230731	0.112804	0.111692	0.0992385	0.094947	0.173037	0.326965	0.326345	0.173653	0.124328	0.00573317	50.5153	0.0411323	0.568052	0.054093	0.0952253	0.130237	0.0344968	0.363419	0.0656809	0.0725657	0.384651	0.079186	19.7851
780	-2764.98	-2746.1	-18.8767	0.766627	36.6639	0.176899	0.0507131	0.0646317	0.070726	0.164857	0.0377332	0.0920202	0.109295	0.122661	0.303053	0.0172095	0.178428	0.0476119	0.0388048	0.100041	0.0856961	0.136142	0.197039	0.177943	0.328418	0.315063	0.178576	0.197709	0.00533572	47.6166	0.0685571	0.371984	0.0406074	0.109165	0.110753	0.0855472	0.405564	0.0417338	0.07092	0.306036	0.0901988	19.9114
790	-2752.08	-2742.86	-9.21406	0.370622	36.0482	0.152307	0.206317	0.0976771	0.129303	0.157971	0.141169	0.153106	0.139658	0.160477	0.30271	0.203889	0.099277	0.153955	0.133515	0.0687456	0.091234	0.154688	0.132615	0.197302	0.312579	0.331678	0.158441	0.142937	0.00589708	49.4911	0.0560305	0.259926	0.0196788	0.0757093	0.148812	0.0795913	0.329364	0.0388282	0.080214	0.388084	0.0839191	18.4104
800	-2758.31	-2746.85	-11.4508	0.442408	36.4294	0.0990522	0.110234	0.163968	0.0778834	0.160519	0.0572779	0.146856	0.136402	0.157907	0.296417	0.147412	0.0641195	0.127474	0.0604572	0.172827	0.135111	0.163648	0.0941993	0.183035	0.310714	0.330618	0.175633	0.165632	0.00517592	47.2713	0.0230613	0.5536	0.0285994	0.0516607	0.131765	0.0563159	0.363203	0.0348661	0.121777	0.348483	0.0753557	18.7598
810	-2765.76	-2748.7	-17.0627	0.68651	36.6558	0.0969433	0.037909	0.173137	0.1222	0.0628553	0.0518416	0.0731157	0.193161	0.116689	0.31036	0.0690761	0.0364111	0.146133	0.111262	0.0581614	0.193201	0.130713	0.132544	0.208585	0.316972	0.305361	0.169082	0.10794	0.0052593	51.6314	0.00537042	0.850758	0.0306142	0.0359846	0.11754	0.0513268	0.348762	0.0559674	0.0701995	0.382456	0.0912876	20.1665
820	-2762.84	-2746.36	-16.4781	0.62032	36.075	0.0651876	0.065579	0.0999277	0.155692	0.108376	0.141747	0.248074	0.101655	0.150334	0.31399	0.0680621	0.0613994	0.173611	0.206351	0.156247	0.124836	0.200206	0.225044	0.20777	0.322913	0.300954	0.168362	0.185286	0.00525428	45.2719	0.0480619	0.116164	0.00631686	0.0543787	0.148129	0.0602119	0.40638	0.0210221	0.0641534	0.400306	0.0479263	19.7173
830	-2752.91	-2742.29	-10.6189	0.425038	43.6413	0.142757	0.117252	0.112557	0.0980829	0.170077	0.0926294	0.144599	0.10788	0.107423	0.262463	0.0888097	0.0726082	0.170286	0.147056	0.0446158	0.100508	0.153996	0.165701	0.178915	0.328681	0.305201	0.187203	0.136951	0.00583981	52.976	0.0426879	0.582618	0.0595874	0.102275	0.127739	0.0582613	0.366493	0.0611529	0.0624785	0.378117	0.0734975	20.3365
840	-2762.21	-2744.19	-18.02	0.544911	43.9503	0.148005	0.0523171	0.0698557	0.160334	0.273603	0.106373	0.172066	0.0993762	0.138951	0.36913	0.0704548	0.156892	0.195011	0.277014	0.0605946	0.216875	0.0880594	0.0651482	0.173741	0.319176	0.331377	0.175706	0.137035	0.0049742	48.6887	0.0373489	0.580128	0.0516043	0.0889531	0.151114	0.0862342	0.37814	0.032581	0.0550281	0.383283	0.0647332	18.6984
850	-2749.45	-2742.7	-6.75132	0.606897	38.7655	0.0883322	0.0555997	0.0575871	0.0872285	0.0882572	0.112453	0.0998975	0.07755	0.103695	0.323092	0.0885584	0.0955362	0.148435	0.0519711	0.076344	0.0692134	0.115634	0.134055	0.171488	0.353642	0.313251	0.161619	0.111879	0.00532908	48.7104	0.0306923	0.640461	0.0546735	0.0853658	0.10408	0.0703346	0.324627	0.0574818	0.0594272	0.43896	0.0491687	18.331
860	-2768.39	-2750.11	-18.2766	0.700178	41.7003	0.0279426	0.0640882	0.166174	0.0190502	0.181933	0.0723461	0.155714	0.0588154	0.150086	0.356562	0.0134772	0.0554725	0.0612563	0.0779992	0.060943	0.113375	0.195979	0.0213901	0.181014	0.328312	0.323952	0.166722	0.107594	0.00555148	44.0604	0.0177187	0.63637	0.0310085	0.0487272	0.102922	0.0560891	0.49967	0.0440905	0.0473954	0.261307	0.0914478	20.3127
870	-2762.24	-2741.89	-20.3496	0.625891	41.5471	0.135906	0.0572326	0.119428	0.422962	0.167362	0.110341	0.204338	0.0886619	0.115181	0.380941	0.0130007	0.049506	0.0964158	0.047701	0.16391	0.0401965	0.094224	0.192749	0.186364	0.338016	0.317025	0.158595	0.143882	0.0053925	46.6226	0.0403735	0.431299	0.030619	0.0709925	0.138892	0.0345113	0.343201	0.0373402	0.0670669	0.429827	0.088054	21.8418
880	-2758.36	-2744.53	-13.8284	0.534487	35.4125	0.096349	0.0847719	0.196786	0.0729193	0.145906	0.194594	0.197556	0.153205	0.13505	0.217647	0.108874	0.0871926	0.170467	0.0983567	0.101236	0.0721615	0.187561	0.362457	0.188863	0.326315	0.320514	0.164307	0.192678	0.0053842	49.3584	0.0409339	0.278575	0.0158064	0.0567403	0.149061	0.0506615	0.326379	0.0168431	0.0724333	0.44278	0.0909024	18.1867
890	-2760.73	-2740.54	-20.1965	0.71018	36.4673	0.0973988	0.0588624	0.203466	0.150867	0.152554	0.164957	0.108339	0.107084	0.145861	0.26202	0.498491	0.0281817	0.103655	0.0816724	0.0548306	0.167404	0.100522	0.311917	0.177563	0.331804	0.325904	0.164729	0.186475	0.005651	45.7686	0.0213908	0.536449	0.0247547	0.0461454	0.155449	0.0433903	0.336172	0.0414622	0.0784223	0.453628	0.0469258	18.915
900	-2760.05	-2745.44	-14.6163	0.516657	33.9859	0.083527	0.174217	0.107032	0.190461	0.203866	0.180279	0.106098	0.170307	0.189342	0.32357	0.117477	0.138966	0.101153	0.147566	0.0610456	0.0896876	0.210615	0.272729	0.17287	0.330951	0.333098	0.163081	0.17761	0.00506171	47.6556	0.0137403	0.818532	0.0619772	0.0757176	0.15933	0.0386578	0.382244	0.0173119	0.069869	0.419157	0.0727604	18.4486
910	-2762.92	-2751.36	-11.5583	0.537428	37.2093	0.0895903	0.0529601	0.143612	0.123015	0.127679	0.13132	0.230678	0.0356585	0.126187	0.282183	0.088819	0.120588	0.128177	0.0894629	0.138713	0.116615	0.209637	0.0782584	0.181444	0.333946	0.311668	0.172941	0.143886	0.00555983	47.9455	0.041444	0.623489	0.0686297	0.110074	0.128509	0.0481545	0.351027	0.0768219	0.0541954	0.359711	0.110091	17.3388
920	-2757.26	-2744.15	-13.1128	0.525172	36.6197	0.0339086	0.0684502	0.0889228	0.055442	0.0603433	0.0783978	0.0835577	0.0796781	0.0932902	0.185468	0.0539519	0.102846	0.11148	0.0611091	0.0448859	0.037169	0.154516	0.325098	0.178135	0.336861	0.318609	0.166395	0.0992907	0.00566241	55.8703	0.0538458	0.576055	0.0731654	0.127011	0.0954731	0.0346968	0.399966	0.0839765	0.0923735	0.358615	0.0303718	23.0361
930	-2759.63	-2742.48	-17.144	0.829725	34.2182	0.114476	0.016699	0.118375	0.0717254	0.120645	0.115188	0.255108	0.116391	0.176829	0.366878	0.101403	0.0586358	0.0859186	0.0688621	0.0858357	0.115552	0.2021	0.0740572	0.17833	0.323196	0.343839	0.154635	0.189681	0.00558339	48.005	0.0367463	0.316688	0.0170304	0.0537767	0.125815	0.0833368	0.300154	0.0585393	0.0643927	0.44567	0.0479076	19.5672
940	-2753	-2741.65	-11.3451	0.540045	34.7561	0.0493028	0.085291	0.0612711	0.0434436	0.0951496	0.128285	0.0842032	0.0885737	0.16504	0.287831	0.0423251	0.0625331	0.125153	0.057135	0.0887364	0.145632	0.135321	0.138625	0.172282	0.326323	0.328176	0.17322	0.120176	0.00538952	50.061	0.00564038	0.950986	0.109437	0.115078	0.104658	0.0428085	0.380828	0.0539168	0.100233	0.387788	0.0344259	20.5165
950	-2749	-2742.87	-6.12836	0.308642	36.8078	0.0590454	0.0832962	0.128181	0.148757	0.183382	0.117314	0.150404	0.126044	0.124476	0.307413	0.159908	0.0795461	0.111358	0.10807	0.107058	0.113247	0.159728	0.113951	0.166126	0.329306	0.329763	0.174804	0.135239	0.00563789	48.3551	0.0368536	0.559598	0.0468283	0.0836819	0.132288	0.086764	0.380613	0.0432858	0.0804694	0.38123	0.027638	19.5473
960	-2760.16	-2744.82	-15.3419	0.533731	41.3063	0.237933	0.118299	0.180476	0.122763	0.149041	0.258362	0.175921	0.0734857	0.141689	0.375423	0.103254	0.129551	0.242428	0.107587	0.0683891	0.0923692	0.0850381	0.19775	0.164921	0.326463	0.326916	0.181699	0.149977	0.00507913	48.4714	0.0500356	0.668079	0.10071	0.150745	0.158875	0.0798725	0.350381	0.0398476	0.081976	0.41191	0.0360133	22.2682
970	-2753.21	-2741.33	-11.8776	0.561487	34.9077	0.160937	0.0490225	0.132599	0.222205	0.115885	0.152826	0.111538	0.0696049	0.1168	0.370433	0.0985982	0.111141	0.0833955	0.0497261	0.091161	0.131403	0.147824	0.114155	0.183677	0.321559	0.31966	0.175104	0.121542	0.00513498	49.9096	0.0464503	0.348322	0.0248277	0.0712781	0.129403	0.0854905	0.383422	0.0558808	0.0697213	0.325558	0.0799277	19.1411
980	-2765.03	-2747.71	-17.3205	0.439351	42.7672	0.123756	0.0200089	0.13427	0.0396978	0.0545225	0.0762629	0.0824374	0.0981519	0.0814411	0.325155	0.079661	0.0913448	0.0631661	0.0810518	0.0125664	0.119763	0.165924	0.053886	0.191437	0.32069	0.318821	0.169052	0.0872846	0.00539339	48.5994	0.0212502	0.651424	0.0397128	0.060963	0.0946148	0.130555	0.384211	0.0537072	0.0774701	0.32038	0.0336765	22.7392
990	-2763.59	-2739.85	-23.7359	0.603435	34.5657	0.107982	0.251168	0.187572	0.420836	0.141538	0.0739025	0.189904	0.072756	0.18909	0.398499	0.0823257	0.206465	0.191237	0.155717	0.0358298	0.0697442	0.202902	0.124776	0.178442	0.325844	0.323945	0.171769	0.145189	0.0049156	45.1353	0.0539024	0.704842	0.12872	0.182622	0.172347	0.0558695	0.355171	0.0580345	0.0954954	0.384828	0.0506015	22.1514
1000	-2756.41	-2748.17	-8.24539	0.41269	36.3239	0.0672866	0.129751	0.0937249	0.0721417	0.0882108	0.143628	0.174859	0.0649369	0.148526	0.276795	0.106633	0.117329	0.118027	0.101982	0.0859609	0.0510437	0.156741	0.178451	0.172027	0.314132	0.34561	0.16823	0.110935	0.00528081	50.2563	0.0371693	0.287581	0.0150041	0.0521734	0.12089	0.0380996	0.349466	0.0515624	0.0848456	0.41723	0.0587962	26.636
1010	-2761.16	-2743.9	-17.2598	0.633539	36.8564	0.0554559	0.0598136	0.225657	0.14679	0.0937473	0.151693	0.0623054	0.112572	0.124052	0.374592	0.141911	0.0683105	0.0293709	0.028617	0.0695336	0.0823459	0.208608	0.0670273	0.183585	0.333291	0.320897	0.162227	0.128411	0.00526342	43.4295	0.036696	0.128863	0.00542826	0.0421243	0.1168	0.0874923	0.435523	0.0621091	0.0638365	0.305612	0.045427	20.3751
1020	-2760.14	-2744.62	-15.5166	0.749271	37.7813	0.0673516	0.0545444	0.180735	0.0549623	0.181295	0.0737106	0.057307	0.0913706	0.12646	0.217529	0.0431101	0.067461	0.0933967	0.211704	0.13438	0.0339324	0.178954	0.350381	0.196064	0.320258	0.319628	0.16405	0.139568	0.00533204	50.8691	0.0452962	0.620902	0.0741881	0.119484	0.123255	0.0739492	0.380373	0.0429158	0.0539551	0.410411	0.0383953	18.3578
1030	-2764.9	-2744.77	-20.1347	0.681878	38.1093	0.125335	0.130925	0.0560843	0.0835323	0.268748	0.194254	0.234838	0.0843684	0.161852	0.365305	0.0816734	0.0663893	0.31635	0.136778	0.102348	0.0918555	0.170812	0.180814	0.162734	0.335116	0.329974	0.172176	0.194999	0.00483522	46.234	0.0387819	0.221672	0.0110453	0.0498272	0.158459	0.0845371	0.430979	0.0166549	0.0667628	0.337521	0.0635453	21.7443
1040	-2769.75	-2748.46	-21.2917	0.894373	38.0938	0.0714694	0.0491525	0.0560786	0.0730909	0.419722	0.155422	0.107386	0.0741927	0.12095	0.23619	0.038141	0.131771	0.101796	0.081693	0.0213335	0.0317805	0.195375	0.291138	0.171118	0.317045	0.332664	0.179174	0.171954	0.0055881	47.0237	0.101284	0.149331	0.01778	0.119064	0.125371	0.0647351	0.357259	0.0306028	0.0599305	0.408488	0.0789841	20.5225
1050	-2760.29	-2739.75	-20.534	0.501861	35.599	0.25542	0.11073	0.468477	0.120825	0.377309	0.195314	0.115585	0.0788346	0.118988	0.240505	0.229502	0.19525	0.18655	0.102762	0.104768	0.131094	0.110411	0.454158	0.175971	0.330769	0.32266	0.1706	0.179674	0.00536956	49.2852	0.0617482	0.640185	0.109863	0.171611	0.199805	0.0501275	0.36658	0.0269361	0.0871315	0.399704	0.0695207	16.9733
1060	-2756.25	-2738.35	-17.9037	0.45455	43.4011	0.171698	0.0505383	0.173671	0.203033	0.410112	0.178191	0.170072	0.105621	0.124841	0.331132	0.188905	0.0567073	0.103252	0.0987122	0.0721932	0.127409	0.173405	0.174953	0.188648	0.330086	0.314451	0.166816	0.153477	0.0049538	47.4909	0.0274521	0.495792	0.0269939	0.0544461	0.161914	0.0508472	0.390861	0.0490235	0.0919392	0.362083	0.0552463	20.4788
1070	-2760.77	-2742.25	-18.5182	0.775998	44.0383	0.0575585	0.0808593	0.0681879	0.0897694	0.0618053	0.108833	0.164978	0.0794198	0.116593	0.365406	0.0918714	0.067442	0.176507	0.283717	0.392009	0.138163	0.108857	0.100182	0.170351	0.334232	0.3184	0.177018	0.192843	0.00509954	46.5496	0.0442101	0.196376	0.0108033	0.0550134	0.141787	0.0775204	0.403961	0.0550326	0.064629	0.33336	0.0654973	20.257
1080	-2759.56	-2745.49	-14.07	0.594448	35.2714	0.105127	0.0786491	0.121696	0.0864662	0.0360342	0.0830162	0.10838	0.130068	0.147657	0.409396	0.111979	0.289233	0.123992	0.060952	0.107028	0.136587	0.188685	0.0708879	0.177891	0.342334	0.329466	0.150309	0.122679	0.0055209	46.8274	0.0640719	0.464256	0.0555223	0.119594	0.133102	0.0666717	0.409394	0.0338748	0.0813362	0.336602	0.0721219	17.9817
1090	-2755.52	-2740.79	-14.739	0.769601	36.6085	0.0811541	0.0940157	0.0936258	0.0395149	0.130732	0.10197	0.096306	0.0893528	0.121651	0.361494	0.047425	0.0418855	0.0208612	0.158744	0.0907226	0.0856789	0.235397	0.140689	0.189488	0.313924	0.327425	0.169163	0.110235	0.00530412	51.3731	0.0294044	0.361593	0.0166546	0.0460589	0.112846	0.0886067	0.32768	0.0473067	0.0890285	0.368435	0.0789427	21.1498
1100	-2755.42	-2742.92	-12.4986	0.443873	35.5258	0.0743768	0.0731677	0.160034	0.119571	0.134789	0.174835	0.118044	0.166282	0.162234	0.371858	0.109955	0.0732669	0.0864411	0.0612596	0.199136	0.0847587	0.243733	0.0977118	0.183928	0.319388	0.317818	0.178866	0.151291	0.00524056	48.9687	0.0591554	0.402902	0.0399161	0.0990715	0.139525	0.0826381	0.392534	0.0396821	0.0746795	0.334892	0.0755744	20.5228
1110	-2760.37	-2746.75	-13.6249	0.58598	43.942	0.0755225	0.0281011	0.034753	0.0817726	0.105476	0.199753	0.0872899	0.0518319	0.14827	0.35102	0.0754743	0.0544882	0.0868306	0.0358563	0.0535776	0.14997	0.0992483	0.0569227	0.175434	0.304761	0.346711	0.173093	0.115278	0.00551874	49.1892	0.00893755	0.630863	0.0152744	0.024212	0.0986754	0.0843303	0.343335	0.0404947	0.0762087	0.338301	0.117331	18.492
1120	-2762.36	-2742.69	-19.6665	0.764438	47.8769	0.0702911	0.0810041	0.126307	0.115939	0.378715	0.286081	0.0997002	0.107747	0.133212	0.39254	0.0499041	0.165277	0.106783	0.0390162	0.0384967	0.209903	0.119607	0.041487	0.190452	0.328446	0.317057	0.164044	0.181666	0.00519787	48.793	0.0274998	0.586404	0.0389898	0.0664896	0.142334	0.0356168	0.335636	0.0441004	0.0755697	0.457763	0.0513147	23.6529
1130	-2754.79	-2740.87	-13.9198	0.75975	40.9894	0.0466155	0.0348514	0.064672	0.144927	0.119136	0.0484493	0.0930564	0.0927229	0.139728	0.337159	0.109086	0.145124	0.213255	0.0534622	0.0806611	0.0894387	0.127754	0.0505213	0.1901	0.319368	0.323272	0.16726	0.143547	0.00542127	51.8302	0.0500042	0.276962	0.0191542	0.0691585	0.11059	0.0338674	0.333784	0.0483759	0.0952316	0.441791	0.04695	19.1258
