Iteration	Posterior	Likelihood	Prior	turnover	diversification	birth_rate	death_rate	root_time	tmrca_Ursidae	tmrca_UrsidaePinn	base_rate	clock_rate	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]
3330	-2792.99	-2750.77	-42.2219	0.463377	0.0644722	0.120144	0.055672	57.1554	16.194	34.4082	0.00578258	0.164642	0.184552	0.321132	0.323047	0.171269	0.0493025	0.395657	0.085236	0.100077	0.324127	0.0456005
3340	-2794.4	-2755.5	-38.8969	0.154329	0.0538475	0.0636743	0.0098268	52.8626	16.7319	34.4799	0.00557888	0.155812	0.179229	0.330193	0.31373	0.176848	0.050665	0.408116	0.0987165	0.0499466	0.333085	0.0594705
3350	-2794.28	-2751.33	-42.9545	0.186364	0.0420394	0.0516686	0.00962914	58.5648	18.7523	34.4361	0.00579729	0.172817	0.194528	0.323666	0.322893	0.158913	0.0506252	0.368974	0.0852646	0.0498024	0.390796	0.0545376
3360	-2791.04	-2750.47	-40.5691	0.262546	0.0437285	0.0592965	0.0155681	56.5057	17.0123	34.302	0.00563688	0.158366	0.179804	0.331324	0.314963	0.17391	0.0890588	0.381124	0.073274	0.0730857	0.342124	0.0413328
3370	-2795.4	-2745.98	-49.4144	0.511291	0.017497	0.0358024	0.0183054	69.6129	19.0988	36.174	0.00534372	0.160596	0.171101	0.315288	0.327089	0.186521	0.0587778	0.382796	0.0735954	0.0672398	0.343625	0.0739662
3380	-2793.96	-2750.04	-43.9145	0.666199	0.025415	0.0761384	0.0507233	61.9173	16.3004	37.4323	0.00528568	0.166897	0.183567	0.315997	0.336393	0.164042	0.059029	0.350794	0.0553622	0.0652553	0.400985	0.0685744
3390	-2792.68	-2749.77	-42.9189	0.725281	0.0383701	0.13967	0.1013	59.1864	17.8355	35.6553	0.00519226	0.171901	0.194	0.324195	0.308438	0.173366	0.0608281	0.351983	0.070846	0.0672442	0.410977	0.038121
3400	-2798.79	-2754.97	-43.817	0.941585	0.00601704	0.103004	0.0969874	56.5199	18.1947	34.1051	0.00486563	0.194558	0.184375	0.317956	0.314407	0.183262	0.0760647	0.345682	0.0600554	0.0893746	0.358475	0.0703475
3410	-2795.33	-2747.92	-47.4012	0.179181	0.014429	0.0175788	0.00314978	60.8834	17.3348	35.2318	0.00560636	0.159881	0.171703	0.328348	0.344136	0.155812	0.0672006	0.396848	0.077659	0.0642056	0.338473	0.0556131
3420	-2793.58	-2750.5	-43.081	0.321221	0.0602808	0.0888078	0.028527	58.5815	17.0108	34.7919	0.00580994	0.165019	0.183816	0.330704	0.334147	0.151332	0.0662025	0.400489	0.0444365	0.0581036	0.378694	0.0520743
3430	-2793.61	-2749.6	-44.0135	0.468222	0.0296412	0.0557398	0.0260986	61.8635	17.4664	34.0653	0.0051259	0.178724	0.175825	0.345376	0.320752	0.158046	0.0606734	0.367041	0.0407253	0.053251	0.430584	0.0477252
3440	-2793.65	-2752.33	-41.3244	0.660643	0.0363341	0.107068	0.0707335	58.2834	19.2298	37.7512	0.00538848	0.178884	0.181553	0.325315	0.332135	0.160997	0.054843	0.398706	0.0449964	0.0632943	0.391658	0.046503
3450	-2799.94	-2753.25	-46.6952	0.484264	0.0390653	0.0757467	0.0366814	63.2585	14.9201	34.4781	0.00483213	0.186258	0.184717	0.323045	0.331533	0.160705	0.0584487	0.387049	0.0369113	0.0612331	0.411421	0.0449372
3460	-2795.97	-2753.24	-42.7279	0.3813	0.0222079	0.0358944	0.0136865	58.5332	16.8124	34.983	0.00514781	0.177659	0.1884	0.326695	0.334474	0.15043	0.0873475	0.345567	0.0404358	0.0739444	0.389319	0.0633868
3470	-2793.58	-2752.42	-41.158	0.360991	0.0426129	0.0666859	0.024073	57.7282	16.4373	36.1209	0.00558461	0.163516	0.193786	0.335064	0.298302	0.172848	0.068422	0.432956	0.0490833	0.0763966	0.297035	0.0761066
3480	-2797.28	-2755.01	-42.2714	0.495971	0.0204957	0.0406636	0.020168	57.7057	16.0764	35.7146	0.00569579	0.146013	0.178022	0.312304	0.327596	0.182077	0.090881	0.424139	0.051592	0.100869	0.281069	0.0514497
3490	-2796	-2753.34	-42.6564	0.393181	0.03236	0.0533273	0.0209673	60.1366	17.5329	34.7275	0.00543519	0.128879	0.178506	0.330232	0.335996	0.155266	0.0844872	0.34876	0.0395743	0.0852465	0.402467	0.0394651
3500	-2795.82	-2749.12	-46.7031	0.71104	0.0450036	0.155743	0.11074	62.9312	16.6269	37.1652	0.00575287	0.15458	0.187576	0.320861	0.305642	0.185921	0.0848059	0.37387	0.0397236	0.0757016	0.38251	0.0433888
3510	-2789.98	-2748.16	-41.8192	0.785433	0.0118185	0.0550805	0.043262	57.9896	16.0136	34.3077	0.00546828	0.160024	0.170317	0.343158	0.328619	0.157906	0.0606846	0.359363	0.0346204	0.0724042	0.404081	0.0688463
3520	-2790.92	-2752.67	-38.2474	0.386169	0.0343118	0.0558978	0.021586	52.0723	18.0387	34.5049	0.00505296	0.186442	0.183226	0.325297	0.309009	0.182467	0.0706948	0.379879	0.0458647	0.0750981	0.3599	0.0685632
3530	-2788.68	-2744.76	-43.921	0.497102	0.050004	0.0994317	0.0494277	61.5495	17.1864	33.9412	0.00544144	0.15909	0.178212	0.325212	0.320414	0.176161	0.0668127	0.382136	0.0558365	0.0774102	0.361182	0.0566225
3540	-2791.98	-2749.7	-42.2723	0.765118	0.0392027	0.166904	0.127701	57.8011	18.1629	34.9592	0.00548028	0.15088	0.177162	0.323704	0.318527	0.180607	0.0391933	0.354442	0.0563748	0.0773845	0.415437	0.0571683
3550	-2794.5	-2751.46	-43.0332	0.356911	0.0443866	0.0690209	0.0246343	60.6361	19.1941	34.7554	0.00526371	0.169447	0.173477	0.344831	0.311901	0.169791	0.0544988	0.309131	0.0568325	0.0792138	0.416279	0.0840455
3560	-2789.97	-2748.44	-41.5343	0.793418	0.011539	0.0558568	0.0443178	56.7984	16.5105	33.9618	0.00563942	0.172821	0.170573	0.339687	0.318289	0.171452	0.0522746	0.415443	0.0545131	0.0759809	0.343312	0.0584763
3570	-2788.98	-2747.42	-41.5595	0.748209	0.0213208	0.0846768	0.063356	58.2443	18.3106	34.4957	0.00559291	0.166177	0.185046	0.311532	0.330208	0.173214	0.0595079	0.407763	0.0410943	0.0864944	0.355296	0.049844
3580	-2793.95	-2751.97	-41.9771	0.299106	0.0492849	0.0703171	0.0210323	59.1113	16.208	34.1476	0.0052351	0.156534	0.168309	0.34986	0.314367	0.167464	0.0682279	0.378027	0.0173093	0.0746346	0.40736	0.0544418
3590	-2792.99	-2749.2	-43.7867	0.150871	0.0388493	0.045752	0.00690263	60.798	17.6293	35.7825	0.00523635	0.159695	0.163622	0.345224	0.325398	0.165756	0.0692633	0.417542	0.0587415	0.0632283	0.345104	0.0461215
3600	-2799.02	-2752.52	-46.5039	0.475356	0.0201561	0.0384186	0.0182625	64.6746	16.4845	35.2975	0.00546842	0.144958	0.178708	0.331609	0.330209	0.159475	0.057035	0.415073	0.0387146	0.0861954	0.365003	0.0379789
3610	-2795.78	-2749.9	-45.8797	0.665617	0.0589846	0.176398	0.117413	60.1245	17.9055	35.0831	0.00575801	0.155776	0.179178	0.332481	0.314793	0.173547	0.063183	0.394845	0.0564678	0.0718438	0.377532	0.0361281
3620	-2792.94	-2752.37	-40.5706	0.549334	0.0585794	0.129984	0.0714046	54.8547	18.5056	35.9611	0.00516084	0.183692	0.167618	0.33348	0.320753	0.178149	0.0715089	0.391226	0.0639087	0.0837502	0.348717	0.0408888
3630	-2792.65	-2752.62	-40.0313	0.487218	0.0601082	0.11722	0.0571115	54.6609	17.1491	34.0795	0.00522117	0.183632	0.163947	0.326177	0.327182	0.182694	0.0655052	0.356275	0.04991	0.0767187	0.414135	0.0374559
3640	-2798.19	-2752.84	-45.3424	0.636807	0.037331	0.102786	0.0654545	63.8219	18.7609	35.8825	0.00532489	0.13087	0.169825	0.347218	0.33015	0.152807	0.0588032	0.326901	0.0530239	0.0815053	0.439974	0.0397928
3650	-2791.99	-2750.64	-41.3532	0.531863	0.0233395	0.0498562	0.0265167	56.7435	17.8973	34.878	0.0050109	0.191272	0.192574	0.318134	0.327811	0.161481	0.0486139	0.369507	0.043836	0.0673822	0.425412	0.0452493
3660	-2791.54	-2748.38	-43.1676	0.176106	0.0363104	0.0440716	0.00776126	60.3077	18.2741	34.1171	0.00530591	0.163842	0.192446	0.317922	0.30752	0.182111	0.0570346	0.369574	0.0409926	0.0761307	0.405144	0.0511242
3670	-2798.88	-2760.51	-38.3756	0.784919	0.0211351	0.0982654	0.0771304	53.0219	17.8594	35.9503	0.00537113	0.173944	0.175703	0.33803	0.300288	0.185978	0.0399535	0.393955	0.0540018	0.0546098	0.421666	0.0358132
3680	-2797.38	-2752.37	-45.0034	0.673618	0.0181398	0.0555783	0.0374386	62.9729	19.5683	35.2956	0.00517867	0.183697	0.180906	0.334851	0.30972	0.174523	0.0929337	0.409366	0.0374816	0.0473676	0.363596	0.0492547
3690	-2796.38	-2756.75	-39.6301	0.522651	0.0375932	0.0787541	0.0411609	54.4618	17.286	34.8007	0.00577298	0.169448	0.156985	0.332575	0.326476	0.183964	0.110328	0.411684	0.0369901	0.0467464	0.345643	0.0486087
3700	-2796.56	-2757.29	-39.2718	0.570587	0.0356706	0.0830683	0.0473977	54.2909	17.5873	35.0891	0.00538071	0.162209	0.165465	0.314523	0.340981	0.179031	0.0888274	0.369851	0.0373456	0.0697915	0.386654	0.0475309
3710	-2795.8	-2756.11	-39.6935	0.515271	0.0443867	0.0915702	0.0471835	55.8291	15.5189	35.5366	0.00560438	0.179793	0.190421	0.316771	0.315043	0.177766	0.0829413	0.350982	0.0325666	0.0788694	0.400927	0.0537133
3720	-2803.76	-2756.47	-47.2944	0.856702	0.0349129	0.243639	0.208726	63.6109	15.1512	33.9531	0.00499979	0.157725	0.177689	0.313877	0.34394	0.164494	0.0480003	0.337187	0.0577526	0.0484749	0.44501	0.0635747
3730	-2797.66	-2755.18	-42.4781	0.627637	0.0657802	0.176656	0.110876	53.2302	16.6622	34.5741	0.0047903	0.226648	0.201706	0.319503	0.323621	0.15517	0.0747799	0.332364	0.0457633	0.0703492	0.421763	0.0549805
3740	-2799	-2751.87	-47.133	0.5563	0.0351837	0.0792962	0.0441125	65.1451	17.7167	38.2094	0.00492375	0.186082	0.17639	0.34834	0.297473	0.177797	0.0560062	0.391636	0.0480343	0.06303	0.339902	0.101392
3750	-2793.28	-2754.18	-39.0978	0.648907	0.0384664	0.109562	0.0710955	53.6831	17.5297	34.8463	0.00561106	0.15288	0.165311	0.330834	0.329882	0.173973	0.0558552	0.39058	0.0629523	0.102023	0.355298	0.0332915
3760	-2795.21	-2754.87	-40.3363	0.269393	0.0337628	0.046212	0.0124492	56.1337	17.1211	33.9063	0.00552012	0.172005	0.185941	0.297537	0.327627	0.188895	0.0412907	0.350146	0.0535594	0.0757737	0.38872	0.0905104
3770	-2806.01	-2763.71	-42.2934	0.314414	0.053817	0.0784978	0.0246808	58.4616	19.9166	34.8606	0.00549283	0.129298	0.187556	0.365307	0.290634	0.156502	0.0384176	0.434982	0.0722151	0.0854742	0.284699	0.0842125
3780	-2797.09	-2751.6	-45.4914	0.382354	0.0592528	0.0959333	0.0366805	62.8631	17.0955	36.8686	0.00520255	0.159585	0.180409	0.350295	0.318757	0.150539	0.0442332	0.374346	0.0879357	0.104081	0.348563	0.0408416
3790	-2794.48	-2751.09	-43.3899	0.792592	0.0182749	0.0881113	0.0698364	60.1621	17.3962	34.0103	0.00554354	0.163593	0.1911	0.318551	0.330276	0.160073	0.038706	0.332805	0.0916501	0.0879201	0.398222	0.0506969
3800	-2795.09	-2749.06	-46.0285	0.150062	0.0609461	0.0717065	0.0107604	61.9545	17.7171	36.3788	0.00504959	0.151186	0.194847	0.313532	0.322219	0.169402	0.0393333	0.396514	0.0326542	0.0753043	0.404676	0.0515184
3810	-2802.58	-2761	-41.5712	0.669888	0.029183	0.0884033	0.0592203	59.0436	18.8633	38.3538	0.00537836	0.200985	0.15687	0.313447	0.343932	0.18575	0.050623	0.401791	0.0548439	0.0664932	0.359524	0.0667245
3820	-2794.08	-2753.39	-40.6852	0.303862	0.0532657	0.0765161	0.0232503	56.32	17.8597	35.2516	0.00527665	0.175457	0.165986	0.331662	0.315563	0.186789	0.0608809	0.336272	0.0337573	0.0799669	0.422184	0.0669389
3830	-2797.34	-2755.02	-42.3217	0.450848	0.0187832	0.0342039	0.0154207	57.2438	16.6555	37.025	0.00517283	0.158895	0.175034	0.334789	0.309828	0.180349	0.0492828	0.403125	0.0554012	0.0705899	0.364053	0.0575477
3840	-2802.44	-2765.09	-37.3483	0.570863	0.0306708	0.071471	0.0408002	50.1438	20.0442	35.4828	0.00515695	0.195351	0.185483	0.347333	0.31126	0.155925	0.0967551	0.418772	0.0524998	0.0531764	0.335445	0.0433515
3850	-2801.34	-2757.98	-43.3665	0.107256	0.0502806	0.0563214	0.00604082	58.8584	17.908	35.7621	0.00511762	0.156501	0.160369	0.338875	0.347953	0.152803	0.0683218	0.297563	0.0417636	0.0674393	0.419056	0.105856
3860	-2794.15	-2755.04	-39.1108	0.0968702	0.039097	0.0432906	0.00419357	51.5302	17.804	35.1143	0.00562219	0.171297	0.190308	0.313709	0.332417	0.163565	0.0586953	0.387007	0.0755057	0.0579372	0.368264	0.0525908
3870	-2797.48	-2753.59	-43.889	0.568901	0.0145881	0.0338392	0.0192512	59.095	19.8104	34.2646	0.00506499	0.177503	0.165172	0.328136	0.337159	0.169533	0.0492925	0.300957	0.0543784	0.0764036	0.447601	0.0713681
3880	-2789.74	-2744.61	-45.1371	0.209537	0.0488996	0.061862	0.0129624	63.1089	18.1552	34.2566	0.00548735	0.155261	0.176939	0.325812	0.330041	0.167207	0.0763484	0.339582	0.0480919	0.0868905	0.386828	0.0622594
3890	-2795.97	-2756.06	-39.9117	0.789553	0.0319075	0.151617	0.11971	52.3538	18.2091	34.8181	0.00485289	0.183351	0.184078	0.331194	0.310704	0.174024	0.0367866	0.376183	0.0740732	0.0892054	0.392999	0.0307532
3900	-2793.67	-2747.19	-46.4761	0.499754	0.02214	0.0442582	0.0221182	61.8441	17.4651	34.7603	0.00480355	0.187509	0.184082	0.325426	0.329981	0.160511	0.0827713	0.322519	0.0832041	0.07648	0.359659	0.0753668
3910	-2796.66	-2754.83	-41.8227	0.495414	0.0326667	0.0647396	0.0320729	55.3235	17.7484	39.9061	0.00484318	0.18512	0.173958	0.329202	0.317402	0.179438	0.0625122	0.408921	0.030264	0.087396	0.341523	0.0693842
3920	-2799.92	-2754.83	-45.092	0.582721	0.0218494	0.0523615	0.0305122	63.67	16.499	34.8387	0.00534082	0.144157	0.184135	0.330519	0.322694	0.162652	0.0759355	0.388255	0.0131228	0.110421	0.323302	0.0889639
3930	-2799.8	-2761.78	-38.0199	0.374432	0.0363193	0.0580581	0.0217388	53.0304	16.266	34.9888	0.00543436	0.176811	0.190876	0.337288	0.298312	0.173524	0.0427116	0.414476	0.0817713	0.0485527	0.347942	0.064547
3940	-2801.12	-2758.92	-42.1998	0.477917	0.0191355	0.0366522	0.0175167	56.9754	18.9596	37.9633	0.00508514	0.167216	0.183795	0.324775	0.324342	0.167087	0.038771	0.342772	0.111338	0.0789224	0.30362	0.124577
3950	-2793.71	-2752.48	-41.2278	0.745598	0.0308666	0.12133	0.0904636	57.3084	16.445	35.8834	0.00540194	0.16706	0.186843	0.318846	0.320461	0.17385	0.0446409	0.382435	0.0196236	0.112405	0.377878	0.0630174
3960	-2804.49	-2765.3	-39.1945	0.355007	0.0277588	0.0430374	0.0152786	54.155	15.2396	35.4008	0.00542821	0.176373	0.161834	0.314043	0.352744	0.17138	0.0289099	0.3918	0.0722842	0.0727948	0.362002	0.0722091
3970	-2792.19	-2749.37	-42.8224	0.680859	0.0254023	0.0795958	0.0541935	60.5056	17.5245	37.2543	0.0051043	0.186399	0.1893	0.329886	0.3088	0.172014	0.0443508	0.34322	0.0865848	0.0893739	0.374007	0.0624633
3980	-2797.94	-2755.52	-42.4174	0.64593	0.0349663	0.0987554	0.0637891	60.1681	16.7051	35.3786	0.00538613	0.157138	0.203479	0.304809	0.311115	0.180597	0.0500886	0.31074	0.114895	0.0801231	0.403149	0.0410045
3990	-2796.63	-2755.51	-41.1199	0.201593	0.0471945	0.0591109	0.0119163	56.8315	18.0701	34.073	0.00512744	0.173177	0.178537	0.311735	0.314501	0.195227	0.0590653	0.395808	0.0210954	0.0783702	0.401121	0.0445399
4000	-2792.3	-2746.73	-45.5738	0.248256	0.0599095	0.079694	0.0197845	62.7213	17.5459	38.9283	0.00515308	0.168591	0.180112	0.338187	0.307404	0.174297	0.0643554	0.417577	0.0372672	0.0643422	0.374837	0.0416213
4010	-2789.08	-2750.54	-38.538	0.543088	0.028252	0.0618325	0.0335805	54.4035	16.9233	33.9889	0.00537225	0.191187	0.188135	0.330296	0.307889	0.17368	0.0595016	0.384955	0.0465474	0.0642191	0.360761	0.0840156
4020	-2795.2	-2748.74	-46.4598	0.469614	0.0292822	0.0552092	0.025927	65.3127	18.6004	37.3676	0.00510334	0.160313	0.178525	0.304368	0.342936	0.174171	0.0691858	0.36091	0.0680882	0.101367	0.337118	0.0633307
4030	-2793.27	-2751.57	-41.7026	0.336447	0.0529858	0.0798516	0.0268659	58.0406	17.2135	35.5684	0.00559921	0.176813	0.174268	0.325478	0.330235	0.170018	0.0550817	0.441509	0.0582451	0.0622878	0.328702	0.0541753
4040	-2796.65	-2755.05	-41.6054	0.676393	0.0283872	0.0877213	0.059334	58.2274	17.0734	36.7013	0.00519054	0.163979	0.160857	0.311879	0.332836	0.194428	0.055192	0.451483	0.0508463	0.063695	0.336128	0.0426561
4050	-2795.54	-2754.11	-41.4332	0.347633	0.0397552	0.0609399	0.0211847	57.6108	18.0247	35.5446	0.0056778	0.165729	0.182652	0.318738	0.306619	0.191991	0.0665604	0.417845	0.0459656	0.0641378	0.35361	0.0518813
4060	-2793.57	-2749.53	-44.037	0.58487	0.0277194	0.0667728	0.0390534	61.33	17.7051	34.3165	0.00499007	0.172118	0.202408	0.329459	0.316932	0.151201	0.0769845	0.303946	0.0596984	0.0709972	0.409866	0.0785078
4070	-2797.58	-2758.15	-39.4332	0.457245	0.0531343	0.0978973	0.044763	54.0597	16.7132	34.5931	0.00532865	0.164649	0.187773	0.348376	0.306161	0.15769	0.0708592	0.351428	0.0420578	0.0892027	0.368709	0.0777439
4080	-2803.37	-2762.15	-41.2165	0.508952	0.0394183	0.0802739	0.0408556	57.0852	16.1633	34.7399	0.0055878	0.188802	0.189627	0.309159	0.31912	0.182094	0.0868983	0.389367	0.0237176	0.0676531	0.344966	0.0873981
4090	-2797.56	-2756.05	-41.5144	0.678921	0.0395721	0.123247	0.083675	56.3021	18.7313	35.682	0.0050817	0.146433	0.176251	0.323758	0.338052	0.161939	0.0567726	0.415818	0.0640305	0.0700033	0.324556	0.0688196
4100	-2794.95	-2754.33	-40.6269	0.691091	0.0343181	0.111095	0.0767765	57.2115	17.7496	34.4049	0.00545778	0.194799	0.190523	0.316613	0.327255	0.165609	0.0570158	0.309286	0.0623967	0.0702394	0.384959	0.116103
4110	-2794.53	-2748.48	-46.0545	0.343159	0.031836	0.0484684	0.0166324	64.7326	16.4405	36.9238	0.00565739	0.157028	0.18931	0.337614	0.321596	0.151481	0.0587004	0.369154	0.0690851	0.0872046	0.332008	0.0838479
4120	-2798.33	-2756	-42.3307	0.641922	0.0424863	0.118651	0.0761648	58.6281	15.8264	37.7655	0.00559167	0.159164	0.181037	0.303943	0.33348	0.18154	0.0542226	0.398383	0.0715932	0.107825	0.293782	0.0741942
4130	-2793.4	-2753.59	-39.8124	0.477226	0.0369107	0.0706054	0.0336948	55.5398	18.7169	35.6215	0.00513811	0.190983	0.18924	0.305386	0.32381	0.181563	0.0873888	0.383507	0.079707	0.065399	0.338997	0.045001
4140	-2794.88	-2754.16	-40.7196	0.525741	0.0282446	0.0595552	0.0313106	57.4267	17.3607	36.2689	0.00535665	0.175339	0.167783	0.341627	0.322881	0.167709	0.0435196	0.38231	0.0472381	0.0930512	0.391108	0.0427728
4150	-2794.35	-2747.12	-47.2354	0.714479	0.0281817	0.0987026	0.0705209	66.6969	17.2939	39.0861	0.00516201	0.155852	0.167061	0.338983	0.320382	0.173573	0.0728321	0.402234	0.0494379	0.0973843	0.333347	0.0447647
4160	-2795.51	-2755.36	-40.148	0.656966	0.0152105	0.0443411	0.0291306	53.9221	16.8598	34.6118	0.00568857	0.17721	0.163	0.352396	0.31525	0.169354	0.066376	0.475119	0.0450556	0.0688551	0.303798	0.0407966
4170	-2796.62	-2753.95	-42.6647	0.582775	0.038856	0.0931294	0.0542735	58.8547	18.8183	37.7676	0.00508868	0.161479	0.168449	0.350102	0.313198	0.168251	0.0546097	0.453209	0.0519872	0.0606138	0.327569	0.0520114
4180	-2797.75	-2753.71	-44.0484	0.150612	0.039563	0.0465782	0.00701522	61.0186	19.5323	34.5599	0.00535749	0.148044	0.170947	0.327522	0.319815	0.181716	0.0845915	0.476098	0.0290336	0.0552645	0.29866	0.056352
4190	-2799.35	-2758.53	-40.8242	0.181312	0.0473188	0.0577983	0.0104795	56.4149	17.1797	36.5533	0.0053601	0.138253	0.176371	0.309821	0.327644	0.186164	0.109906	0.362761	0.029665	0.0951094	0.336788	0.0657701
4200	-2797.21	-2752.93	-44.2798	0.678414	0.0288654	0.0897597	0.0608942	62.3845	17.965	34.3156	0.00546394	0.158178	0.198172	0.310101	0.317573	0.174154	0.0779004	0.354909	0.0189169	0.0577483	0.39943	0.0910952
4210	-2794.02	-2750.4	-43.6251	0.33504	0.0422438	0.0635284	0.0212845	61.9299	16.72	36.3014	0.00534605	0.172787	0.174419	0.339197	0.300156	0.186227	0.0577869	0.39994	0.0959095	0.0704452	0.292088	0.0838308
4220	-2791.96	-2749.34	-42.6225	0.459835	0.0434168	0.080377	0.0369602	60.5758	18.3201	33.9184	0.00535647	0.154688	0.188669	0.308859	0.323832	0.17864	0.0493722	0.393267	0.0214738	0.0631804	0.397521	0.0751855
4230	-2791.12	-2750.99	-40.1306	0.634357	0.0254921	0.0697186	0.0442265	55.6132	18.135	34.1805	0.00509843	0.184455	0.182235	0.319624	0.31536	0.182781	0.0844671	0.370336	0.0630352	0.07391	0.368298	0.0399529
4240	-2796.62	-2753.94	-42.6852	0.294673	0.0594098	0.0842302	0.0248204	58.7691	17.1466	34.5377	0.00552791	0.141638	0.175531	0.322113	0.333621	0.168734	0.0597893	0.430693	0.0694112	0.0813861	0.322426	0.0362939
4250	-2805.33	-2757.08	-48.2582	0.69812	0.0375641	0.124434	0.0868695	67.2623	15.7101	37.0901	0.00520932	0.152391	0.15707	0.310621	0.33804	0.194269	0.065605	0.45995	0.018392	0.0843351	0.334109	0.037609
4260	-2796.35	-2752.58	-43.7743	0.912113	0.0127507	0.145081	0.13233	58.9882	18.2624	38.8854	0.00569379	0.161464	0.165183	0.324323	0.329243	0.181251	0.0844295	0.370347	0.0234792	0.0746624	0.369118	0.0779641
4270	-2800.89	-2754.41	-46.484	0.0935877	0.0225367	0.0248637	0.00232693	58.913	15.9789	36.5384	0.00591707	0.135333	0.167753	0.318145	0.326078	0.188024	0.0626888	0.356005	0.0642721	0.0671809	0.379702	0.0701518
4280	-2795.24	-2750.62	-44.615	0.691523	0.0265593	0.0860979	0.0595386	63.0846	18.7894	36.4488	0.00549956	0.166836	0.169226	0.320938	0.320175	0.189662	0.057755	0.455731	0.0173069	0.0777917	0.338377	0.0530382
4290	-2798.4	-2752.59	-45.8128	0.465322	0.0548186	0.102526	0.0477078	63.9473	16.3612	38.7208	0.00541748	0.143657	0.184002	0.324364	0.328943	0.162691	0.0461539	0.322545	0.071576	0.0621658	0.417187	0.0803716
4300	-2795	-2756.94	-38.0606	0.621739	0.035515	0.0938904	0.0583754	52.3776	17.1553	34.894	0.00514527	0.160481	0.185293	0.335229	0.315647	0.163832	0.0606008	0.341139	0.0686119	0.0595914	0.368103	0.101954
4310	-2794.79	-2752.36	-42.4342	0.306886	0.0341657	0.049293	0.0151273	57.2654	19.4209	36.6981	0.0049267	0.173914	0.18838	0.324439	0.328632	0.158549	0.075155	0.42577	0.0504473	0.0940675	0.314391	0.0401694
4320	-2793.95	-2750.46	-43.4861	0.688277	0.0131758	0.0422677	0.0290919	59.3388	16.5103	34.3029	0.00566798	0.154866	0.204582	0.305032	0.318262	0.172125	0.0724126	0.338045	0.0443371	0.101722	0.400045	0.0434379
4330	-2794.78	-2753.66	-41.1228	0.470528	0.0365368	0.0690061	0.0324693	57.7682	17.5237	35.1054	0.00513067	0.165265	0.200895	0.31464	0.313679	0.170787	0.0642412	0.322909	0.0284433	0.0892985	0.43965	0.0554586
4340	-2799.44	-2750.3	-49.1457	0.180023	0.0826838	0.100837	0.018153	65.3429	16.9422	34.6094	0.00520146	0.173344	0.199416	0.293647	0.334069	0.172868	0.041287	0.307239	0.0353644	0.093765	0.43695	0.0853945
4350	-2791.31	-2752.46	-38.8505	0.58727	0.04084	0.0989508	0.0581108	53.4763	17.3891	35.6629	0.00569404	0.174164	0.184188	0.335797	0.308559	0.171456	0.0511233	0.389504	0.0329939	0.110033	0.349188	0.067157
4360	-2795.08	-2757.43	-37.6516	0.325032	0.0572236	0.0847797	0.0275562	50.9762	16.9387	34.7557	0.0054251	0.171726	0.181746	0.31539	0.332766	0.170097	0.0877827	0.341386	0.0486246	0.0527984	0.404887	0.064521
4370	-2793.94	-2754.74	-39.2061	0.437265	0.0398545	0.0708228	0.0309683	54.5997	18.0445	36.3914	0.00525539	0.175446	0.191852	0.317748	0.326552	0.163849	0.059714	0.418538	0.0330768	0.0965929	0.348189	0.0438903
4380	-2795.35	-2754.67	-40.6803	0.865106	0.00785304	0.0582162	0.0503632	54.5262	18.3182	35.3094	0.00533994	0.168855	0.181578	0.328238	0.313937	0.176247	0.08915	0.352628	0.0313903	0.0987758	0.386873	0.0411834
4390	-2801.56	-2759.46	-42.103	0.957932	0.00558512	0.132763	0.127178	55.8245	16.0491	38.2435	0.00515489	0.17018	0.181146	0.321091	0.318015	0.179749	0.0927359	0.366811	0.023752	0.0693122	0.348862	0.0985267
4400	-2799.62	-2756.82	-42.7983	0.365401	0.0554661	0.0874034	0.0319373	59.696	19.415	34.4782	0.00524173	0.169235	0.189702	0.340044	0.319383	0.150871	0.0642632	0.343594	0.141156	0.0555528	0.312368	0.0830664
4410	-2799.5	-2753.26	-46.2367	0.0635187	0.038016	0.0405945	0.00257851	63.4135	16.633	35.4759	0.0054363	0.167719	0.199558	0.323916	0.317817	0.158709	0.08274	0.27487	0.112923	0.0559046	0.400816	0.0727472
4420	-2798.22	-2757.47	-40.7528	0.837934	0.011405	0.0703727	0.0589677	54.8345	16.4684	34.9157	0.00571807	0.165746	0.200461	0.324838	0.315273	0.159428	0.0744846	0.353715	0.115944	0.0574002	0.313459	0.0849978
4430	-2792.09	-2751.53	-40.5563	0.682314	0.0352894	0.111083	0.0757932	56.5837	17.7267	34.4529	0.00547832	0.160794	0.193187	0.31988	0.310766	0.176167	0.0748126	0.374596	0.0868782	0.0657825	0.34695	0.0509806
4440	-2802.11	-2761.55	-40.5592	0.205191	0.0246011	0.0309522	0.0063511	53.029	16.4484	41.435	0.00564636	0.163445	0.181755	0.330216	0.321069	0.16696	0.0768419	0.329466	0.0892347	0.0957324	0.356361	0.0523635
4450	-2796.62	-2752.29	-44.3214	0.363461	0.053313	0.0837545	0.0304415	61.7949	16.7558	35.5794	0.00525664	0.162606	0.178597	0.332546	0.320524	0.168333	0.0779088	0.334041	0.0964559	0.0460134	0.410558	0.0350232
