Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	death_rate	root_time	tmrca_Ursidae	birth_rate	tmrca_UrsidaePinn	base_rate	node_rates[1]	node_rates[2]	node_rates[3]	node_rates[4]	node_rates[5]	node_rates[6]	node_rates[7]	node_rates[8]	node_rates[9]	node_rates[10]	node_rates[11]	node_rates[12]	node_rates[13]	node_rates[14]	node_rates[15]	node_rates[16]	node_rates[17]	node_rates[18]	turnover	root_rate	nu	diversification
1650	-2736.93	-2740.65	3.7263	0.171196	0.337937	0.324726	0.166141	0.0672236	0.381504	0.0807117	0.0683936	0.346476	0.055691	0.121836	0.000573387	0.000535512	0.000489619	0.000535755	0.000588529	0.000513883	0.000647083	0.000479925	0.000985037	0.00162418	0.000540292	0.000534944	0.000533889	0.000542257	0.000597683	0.000645338	0.000973304	0.00140712	0.0406369	47.1491	16.3823	0.164431	34.0944	0.0054257	0.110906	0.100029	0.083112	0.0960859	0.115539	0.091667	0.118663	0.0588878	0.122345	0.320767	0.101402	0.0977585	0.0973695	0.0994305	0.100454	0.119862	0.11802	0.240755	0.247136	0.27793	2.07177	0.123795
1660	-2738.01	-2741.58	3.5703	0.180364	0.327062	0.317535	0.175039	0.0940788	0.354663	0.0936185	0.064396	0.330629	0.0626146	0.110104	0.000581872	0.000419364	0.00045083	0.000623113	0.000612844	0.000653671	0.000485105	0.000320801	0.000701788	0.00166956	0.000566404	0.000565556	0.000507505	0.000592557	0.000566427	0.000496309	0.000639887	0.00112379	0.0691438	50.0624	21.1518	0.086557	37.553	0.00563225	0.0986457	0.0711414	0.0823146	0.118525	0.114879	0.133729	0.0790987	0.0308386	0.105058	0.337948	0.102741	0.0983879	0.077774	0.10244	0.107976	0.0931613	0.0830771	0.144146	0.798824	0.25491	1.98996	0.0174132
1670	-2740.28	-2740.07	-0.20941	0.179836	0.326104	0.325578	0.168481	0.0765747	0.413657	0.0744821	0.0612505	0.314479	0.0595561	0.104375	0.000477704	0.000397716	0.00046873	0.000512324	0.000571654	0.000420507	0.000704236	0.000460199	0.000730951	0.0013077	0.000529626	0.000512639	0.000477157	0.000515518	0.000548756	0.000531053	0.000687117	0.000868891	0.0449711	57.6051	18.2084	0.0796502	41.9641	0.00574313	0.0768463	0.0623497	0.08708	0.0824827	0.103144	0.0579301	0.143655	0.0769154	0.0986102	0.308751	0.0959301	0.088508	0.0761516	0.0900146	0.0895104	0.101589	0.0833453	0.155938	0.564607	0.146647	1.1764	0.0346791
1680	-2735.08	-2744.74	9.65912	0.160966	0.329331	0.3301	0.179604	0.0980381	0.369311	0.0406956	0.0581375	0.337243	0.0965756	0.111503	0.00047642	0.000391749	0.000431275	0.000422585	0.000417027	0.00043082	0.000531002	0.000452316	0.000904913	0.00128741	0.000442225	0.000440484	0.000427547	0.00043332	0.000460747	0.000521655	0.000769383	0.00111404	0.0204359	49.3682	18.8453	0.109474	35.4825	0.00489699	0.106828	0.0746046	0.0907476	0.0826534	0.0803835	0.0852782	0.116442	0.0721077	0.167977	0.272409	0.089936	0.0906747	0.0853911	0.0892252	0.0877488	0.100426	0.112625	0.201602	0.186673	0.253386	0.769394	0.0890385
1690	-2742.95	-2745.99	3.03944	0.183243	0.311892	0.324369	0.180497	0.0474793	0.412843	0.0314592	0.0575619	0.416839	0.0338179	0.0994793	0.000346678	0.000259195	0.000297061	0.000319468	0.000344134	0.000314069	0.000472563	0.000440503	0.000613604	0.0020423	0.00032581	0.000283471	0.000260706	0.000304386	0.000377838	0.000469513	0.000684997	0.000928216	0.0580332	46.9947	24.9133	0.0948498	42.293	0.00532249	0.0643738	0.047914	0.0621429	0.0556531	0.0649214	0.0599795	0.10149	0.0651817	0.0735164	0.575688	0.0643915	0.0580361	0.0494821	0.048482	0.0658953	0.0760825	0.100344	0.157054	0.611843	0.191736	2.24888	0.0368166
1700	-2739.34	-2742.35	3.01621	0.182423	0.297863	0.3423	0.177414	0.0976166	0.385275	0.0457234	0.0732291	0.341508	0.0566478	0.108658	0.000366104	0.000351613	0.000328374	0.000356994	0.000348476	0.000385223	0.000501885	0.000299251	0.000745839	0.00187599	0.000358359	0.000355605	0.000365311	0.000360794	0.000386126	0.000413485	0.000728829	0.00116211	0.0100602	49.0541	21.2468	0.0399134	40.5222	0.00482792	0.074924	0.06705	0.0574229	0.074022	0.0704935	0.0849937	0.124691	0.0358964	0.0951173	0.509578	0.0738651	0.0745876	0.0786082	0.0727244	0.0767371	0.0832184	0.0880704	0.213852	0.25205	0.267562	2.25273	0.0298532
1710	-2741.63	-2743.58	1.95162	0.186871	0.305292	0.323087	0.18475	0.0350672	0.366811	0.034931	0.0673427	0.430135	0.0657135	0.109456	0.000431825	0.000321349	0.00031294	0.000425055	0.000450634	0.000400268	0.000700077	0.000764798	0.00074026	0.00163992	0.000404258	0.000373159	0.000357599	0.00040633	0.000497913	0.000604977	0.000660971	0.00118724	0.0197503	52.3391	17.4042	0.0379298	38.2676	0.00521783	0.0828501	0.0591833	0.0559601	0.0779261	0.0877305	0.0834689	0.160159	0.169442	0.154098	0.30316	0.0849981	0.0699544	0.0639904	0.073078	0.082669	0.108182	0.123707	0.129645	0.520708	0.325425	2.37185	0.0181795
1720	-2742.16	-2741.91	-0.251478	0.199135	0.317838	0.303679	0.179347	0.0880046	0.405012	0.0324899	0.0676539	0.345719	0.0611214	0.115276	0.00042242	0.000360159	0.000346008	0.000440675	0.000433595	0.000496398	0.00068002	0.000526587	0.000827068	0.00207027	0.000455407	0.000466926	0.000415193	0.000454992	0.000449511	0.000511014	0.000908	0.00171663	0.0217978	45.6712	21.9355	0.0503359	39.7054	0.00513097	0.0747896	0.0660341	0.0605184	0.0887748	0.086015	0.098974	0.179716	0.091419	0.0822928	0.377935	0.0829959	0.0945172	0.0743521	0.087486	0.0898656	0.0853492	0.113839	0.24009	0.433047	0.429036	3.52297	0.0285381
1730	-2742.8	-2743.22	0.418076	0.195494	0.323066	0.321104	0.160335	0.054064	0.358042	0.0419565	0.0627963	0.413623	0.0695182	0.121041	0.000485014	0.000446065	0.000483164	0.000589514	0.000588548	0.000674052	0.000555427	0.000600517	0.000784644	0.00166946	0.000631939	0.000588511	0.00050046	0.000509938	0.000548151	0.000627498	0.000724172	0.00116392	0.0264308	48.1027	16.8663	0.0709124	36.2931	0.00533865	0.0866178	0.0755768	0.0894753	0.108624	0.108262	0.128001	0.0978073	0.100163	0.147462	0.335876	0.112224	0.124517	0.091531	0.0959549	0.0950815	0.110271	0.124807	0.146487	0.372724	0.28955	4.29469	0.0444816
1740	-2746.56	-2744.48	-2.08056	0.174914	0.345315	0.322234	0.157537	0.0871459	0.406027	0.0579381	0.0504096	0.341483	0.0569967	0.114328	0.000567441	0.000382417	0.000395657	0.000464692	0.000471766	0.000532806	0.000684972	0.000494744	0.00110685	0.00163199	0.000555787	0.000609138	0.0004798	0.000572276	0.000537198	0.000573525	0.000780702	0.00160842	0.043849	47.6958	20.4685	0.0964523	34.7903	0.00529777	0.107761	0.0728229	0.0778212	0.0859837	0.088654	0.0807699	0.162245	0.0666024	0.2433	0.183453	0.0894458	0.120374	0.0715463	0.109586	0.106458	0.0963438	0.120172	0.174557	0.454618	0.432651	3.19639	0.0526033
1750	-2751.29	-2741.66	-9.62805	0.176936	0.334615	0.324041	0.164408	0.040998	0.442391	0.0631272	0.0830685	0.308314	0.0621014	0.124629	0.000840029	0.000913459	0.00088773	0.000694469	0.000674747	0.00062188	0.000814335	0.0004963	0.000771977	0.00153263	0.000666052	0.000642156	0.000707335	0.000653975	0.000690202	0.000662485	0.000827526	0.00199615	0.0622697	47.5528	19.5834	0.138197	36.3099	0.0056662	0.17758	0.184664	0.175582	0.124784	0.117823	0.104752	0.162741	0.0660369	0.0895352	0.0193417	0.120343	0.114753	0.13776	0.111908	0.118926	0.124695	0.109142	0.18295	0.450587	0.521633	4.62134	0.0759272
1760	-2743.11	-2744.05	0.941094	0.171691	0.333086	0.331471	0.163752	0.0440008	0.332742	0.0396012	0.0860206	0.386135	0.1115	0.109033	0.000564404	0.000584348	0.000590028	0.00056246	0.000628916	0.000550336	0.000606952	0.000428379	0.000722544	0.00121116	0.000618293	0.00061106	0.000610299	0.000617304	0.000564189	0.00057208	0.000934544	0.00164515	0.103302	49.3825	21.7324	0.165085	38.7851	0.00522094	0.0998455	0.110169	0.112345	0.0925823	0.11804	0.0968482	0.132744	0.044715	0.0381739	0.0723624	0.122881	0.113971	0.113679	0.12011	0.116363	0.0997629	0.119386	0.238613	0.625748	0.391599	3.43525	0.0617835
1770	-2751.67	-2753.29	1.62009	0.199294	0.313275	0.332767	0.154664	0.0385086	0.408174	0.0492438	0.0970507	0.314142	0.0928808	0.131433	0.000490652	0.000670381	0.000654513	0.000483308	0.000457812	0.000456227	0.000584399	0.000784482	0.000709598	0.00150014	0.0004491	0.000479725	0.000582935	0.000537556	0.000535197	0.00052521	0.000637558	0.00102892	0.0401464	53.7694	17.929	0.0598683	36.7094	0.00493642	0.0861353	0.140568	0.134139	0.103082	0.0927526	0.0956183	0.132588	0.209227	0.137794	0.340616	0.0927309	0.0892229	0.131038	0.105139	0.112653	0.104183	0.108607	0.149701	0.670579	0.267169	1.55081	0.0197219
1780	-2743.16	-2744.69	1.52108	0.185798	0.330335	0.323792	0.160075	0.0746557	0.394632	0.0492753	0.0971129	0.314344	0.0699803	0.116506	0.000523264	0.000485701	0.000532908	0.000505631	0.000453272	0.000468424	0.000561464	0.000451647	0.000512085	0.00123089	0.000444135	0.0004786	0.000498742	0.000521834	0.000515613	0.000516859	0.00058453	0.000644433	0.0135768	54.9317	19.3182	0.0806826	49.3329	0.00495282	0.104618	0.098774	0.117837	0.114056	0.0929126	0.0999317	0.125197	0.0751952	0.077931	0.365672	0.0901232	0.0892229	0.0973568	0.10404	0.106681	0.101528	0.107185	0.128854	0.168275	0.131374	1.59333	0.0671058
1790	-2738.02	-2741.73	3.70237	0.190163	0.314605	0.331397	0.163835	0.0515455	0.335135	0.0529354	0.104326	0.390541	0.0655169	0.115681	0.000455096	0.000580335	0.000584173	0.00052387	0.000391069	0.000436924	0.000587277	0.000416499	0.000780111	0.0017844	0.000447813	0.000445868	0.000498266	0.000452359	0.000511337	0.000599053	0.00083063	0.00127007	0.0066883	48.6124	20.6224	0.0384424	36.9744	0.00528651	0.0850075	0.11502	0.116472	0.113484	0.0632427	0.0805879	0.115895	0.0372207	0.101237	0.388479	0.0847073	0.0847099	0.104533	0.0839717	0.0871653	0.106285	0.12035	0.193896	0.173983	0.286599	1.81382	0.0317541
1800	-2746.81	-2743.23	-3.58037	0.183289	0.330565	0.320718	0.165428	0.051495	0.373486	0.0521405	0.0500329	0.4164	0.0564463	0.118381	0.000314266	0.000427807	0.000427041	0.000630507	0.000733949	0.000509668	0.000629472	0.000342449	0.000706132	0.00185968	0.000578716	0.000434511	0.000399025	0.000387045	0.000469901	0.000489527	0.000677397	0.00089039	0.0570495	53.5326	21.7787	0.086475	41.3072	0.00544248	0.0431681	0.0804897	0.0802082	0.108793	0.146806	0.0975318	0.130957	0.0463127	0.0900897	0.525594	0.122906	0.0897607	0.0767205	0.0699129	0.0723181	0.100361	0.0795302	0.169399	0.659722	0.157801	3.04138	0.0294256
1810	-2746.67	-2746.64	-0.0277746	0.186911	0.312255	0.324473	0.176361	0.0730784	0.283286	0.0967341	0.0543421	0.431251	0.0613078	0.126153	0.000616947	0.000538947	0.000549048	0.000608354	0.000546011	0.00043304	0.000565409	0.000636953	0.000621596	0.00195756	0.000539586	0.00051919	0.000527636	0.000551007	0.000528	0.000540882	0.000717822	0.00099148	0.0623867	50.4276	19.6155	0.0890787	43.6117	0.0054761	0.120709	0.100756	0.104446	0.118111	0.0953413	0.0651616	0.118277	0.123311	0.0741755	0.505681	0.104075	0.0929947	0.0960796	0.0966256	0.104615	0.0882232	0.109319	0.152846	0.700354	0.209266	3.13899	0.0266921
1820	-2738.65	-2745.68	7.03126	0.184522	0.322199	0.316785	0.176494	0.0566791	0.317003	0.0839404	0.0517984	0.443029	0.0475499	0.111694	0.000555847	0.000530562	0.000474384	0.000482823	0.000434851	0.000537042	0.000418878	0.000530351	0.000896671	0.0016025	0.000505239	0.000541805	0.00051619	0.000555069	0.000515967	0.00053698	0.000788134	0.00104702	0.0364021	48.2626	18.8158	0.0720363	36.6975	0.0056574	0.0953267	0.100132	0.0802725	0.0885625	0.0716034	0.0933675	0.0668533	0.0788847	0.146974	0.366387	0.0821247	0.0964871	0.0874314	0.0950516	0.101176	0.0812281	0.108605	0.170016	0.505329	0.200127	1.82579	0.0356343
1830	-2746	-2745.21	-0.78995	0.190673	0.316423	0.324324	0.168579	0.0833241	0.332371	0.100595	0.0468058	0.376883	0.0600208	0.119341	0.0005359	0.000503659	0.000496902	0.000542377	0.000465747	0.000515505	0.000897154	0.000631595	0.000869966	0.00169179	0.000577055	0.000575196	0.000548622	0.000544885	0.000592685	0.000602386	0.000656972	0.00102012	0.0115034	49.9195	16.3598	0.0735453	40.1434	0.00581477	0.093746	0.0813713	0.0790469	0.0890756	0.0627186	0.0763057	0.195301	0.123324	0.167174	0.363077	0.0974759	0.101003	0.0918633	0.0968364	0.0905777	0.113277	0.0939145	0.132052	0.156413	0.218819	1.67802	0.0620418
1840	-2737.83	-2746.71	8.87368	0.175389	0.331044	0.324191	0.169376	0.0560245	0.413638	0.0462257	0.0657306	0.297826	0.120555	0.0979508	0.000493711	0.000474446	0.00044541	0.000490736	0.000470194	0.000605726	0.000476129	0.000431985	0.000835352	0.00132142	0.000533727	0.000584421	0.000539806	0.000578708	0.000537904	0.000523282	0.000715462	0.00112123	0.0875228	49.4519	17.9168	0.130624	34.7405	0.00587525	0.0720366	0.0787213	0.068837	0.0833384	0.0763455	0.108223	0.0749991	0.056002	0.131862	0.220648	0.0837136	0.0979728	0.0827854	0.10097	0.096028	0.0870805	0.0910506	0.152501	0.670034	0.229177	1.43605	0.0431016
1850	-2723.65	-2739.26	15.6079	0.177458	0.322141	0.312988	0.187413	0.0616956	0.423402	0.0509049	0.0725493	0.352987	0.0384613	0.122567	0.000498639	0.000529043	0.000556821	0.00050367	0.000553985	0.000507367	0.000584504	0.000557969	0.00083519	0.00160006	0.000509619	0.000503419	0.00053111	0.000508127	0.000536656	0.000559414	0.000722906	0.000994075	0.0461588	47.3009	18.594	0.0723119	35.7202	0.00534087	0.0907458	0.0935247	0.103927	0.0919894	0.110831	0.0957769	0.113898	0.104441	0.14655	0.393128	0.0966204	0.0942171	0.104587	0.0942987	0.0959801	0.104982	0.104502	0.166205	0.638329	0.206047	0.960835	0.0261531
1860	-2745.02	-2740.29	-4.73154	0.189005	0.324834	0.317337	0.168823	0.0660807	0.391434	0.061059	0.0870208	0.329562	0.064844	0.108184	0.000655577	0.000604616	0.000586872	0.000525439	0.00056032	0.000582949	0.000548055	0.000499838	0.000746481	0.0015249	0.00060117	0.000691892	0.000677673	0.00077316	0.000727995	0.000555333	0.000773676	0.00162451	0.0153641	48.8114	18.039	0.056624	39.7293	0.00571796	0.0936389	0.109213	0.103007	0.0807513	0.0929518	0.0966609	0.072727	0.0995584	0.0657605	0.160498	0.103034	0.10724	0.102267	0.134766	0.135666	0.118969	0.0752727	0.19534	0.271335	0.372873	3.53065	0.0412599
1870	-2748.38	-2740.71	-7.67419	0.18104	0.313582	0.335528	0.169849	0.0686943	0.359959	0.0575657	0.0614757	0.405627	0.0466774	0.110465	0.000631544	0.00051797	0.000476141	0.000550022	0.000617132	0.000435845	0.000716401	0.000480313	0.000792026	0.00168686	0.000585144	0.000488855	0.000486267	0.000527836	0.000531457	0.000517701	0.00085976	0.00124916	0.0111712	45.6786	19.3406	0.0707411	35.4253	0.00593317	0.115938	0.0916655	0.0775653	0.0719692	0.0945912	0.0631098	0.159291	0.0695964	0.069479	0.345047	0.113437	0.0838083	0.082936	0.0809788	0.0969482	0.0821994	0.0923112	0.197503	0.157916	0.223573	2.43647	0.05957
1880	-2742.26	-2740.61	-1.64941	0.167366	0.316807	0.335814	0.180012	0.0549699	0.381999	0.0858824	0.071086	0.368711	0.0373517	0.113096	0.000531159	0.000458539	0.000447701	0.000342041	0.000447979	0.000595994	0.000508258	0.000509671	0.000890489	0.00151241	0.000417842	0.000436762	0.000457157	0.000442094	0.000511073	0.000675776	0.00085987	0.00124731	0.0572003	47.8655	16.9637	0.0949906	35.1455	0.00517196	0.121949	0.0880418	0.0838509	0.0520766	0.0930427	0.149082	0.0823617	0.0499491	0.158981	0.287886	0.0801909	0.0813886	0.0892753	0.0875073	0.0834505	0.114182	0.147141	0.185371	0.602168	0.296965	2.74862	0.0377903
1890	-2728.3	-2737.98	9.67314	0.173358	0.323729	0.327407	0.175506	0.0732986	0.350878	0.0443413	0.0889087	0.401955	0.040619	0.105534	0.000461438	0.000451979	0.000465541	0.000460611	0.00046641	0.00044246	0.000570547	0.000417926	0.000652248	0.00141867	0.000453061	0.000467354	0.000460983	0.000467009	0.000451011	0.00045522	0.000680048	0.00093687	0.0325061	57.7885	19.3394	0.0869683	42.4012	0.00536982	0.0849251	0.0836465	0.0886979	0.0898787	0.0920388	0.0777284	0.13146	0.0671513	0.0781516	0.344227	0.0816767	0.0870667	0.0846938	0.0870002	0.0869383	0.0810416	0.0885059	0.164779	0.37377	0.18416	0.864134	0.0544622
1900	-2721.47	-2742.86	21.3919	0.17988	0.350232	0.317388	0.152501	0.0463431	0.359277	0.0656263	0.0697707	0.409915	0.0490678	0.110232	0.000453055	0.000449574	0.000442353	0.00046506	0.000422139	0.000451077	0.000487656	0.000522606	0.000672298	0.00173182	0.000449103	0.000457098	0.00046575	0.000469201	0.00048505	0.000522257	0.000621143	0.000871669	0.0304092	48.0061	16.6809	0.0633903	36.7912	0.00539502	0.0810148	0.0810037	0.0783268	0.0883672	0.0724559	0.0847684	0.0879043	0.0930054	0.119695	0.448401	0.0840364	0.0824516	0.0856591	0.0870002	0.0869383	0.0928758	0.100731	0.129534	0.479713	0.193604	0.83134	0.0329811
1910	-2732.47	-2741.98	9.51459	0.174623	0.344217	0.308112	0.173048	0.053505	0.36934	0.0976957	0.065741	0.37706	0.0366587	0.117218	0.000498081	0.000482346	0.00047654	0.000431787	0.000524069	0.000493051	0.000723652	0.000601366	0.000529331	0.00184971	0.000469644	0.00048344	0.000485836	0.000489686	0.000587765	0.000676741	0.000715366	0.000767082	0.0142553	49.7652	19.2018	0.0481712	47.4366	0.00569223	0.0903575	0.0861817	0.0841419	0.0691505	0.101574	0.0907848	0.132391	0.0953851	0.0505441	0.515828	0.0825606	0.0824516	0.0832935	0.0874081	0.0846462	0.121869	0.115908	0.13544	0.295929	0.134079	0.83403	0.033916
1920	-2739.89	-2745.42	5.52797	0.178669	0.317791	0.344099	0.159442	0.0709351	0.421519	0.014366	0.0597006	0.391642	0.0418376	0.116266	0.000448773	0.000554007	0.000490145	0.000629893	0.000626548	0.000504917	0.000532292	0.000427141	0.000777629	0.00142103	0.000558628	0.000477416	0.000475621	0.000475186	0.000493718	0.000501313	0.00081226	0.00125143	0.0645016	47.2929	18.2619	0.0808991	36.1821	0.00516358	0.0806993	0.121291	0.096555	0.12159	0.120294	0.101581	0.108064	0.0693786	0.0826514	0.284239	0.122385	0.093987	0.0932918	0.0909298	0.0931232	0.0981077	0.0960651	0.218546	0.797309	0.266166	1.37322	0.0163976
1930	-2740.15	-2744.06	3.90546	0.192497	0.333702	0.318359	0.155443	0.0593562	0.415281	0.0615567	0.0623484	0.359106	0.0423515	0.13051	0.000629422	0.000635099	0.000645333	0.000569908	0.000646861	0.000572177	0.000449218	0.000767402	0.000732976	0.00177881	0.000630704	0.000599326	0.000595487	0.000605077	0.000602761	0.000690504	0.00085974	0.000999222	0.0712962	47.5014	17.9744	0.107462	37.9946	0.00557465	0.112755	0.118232	0.121904	0.0891857	0.116794	0.0942811	0.0579744	0.130779	0.0990608	0.443595	0.115278	0.110997	0.10962	0.104021	0.113061	0.10319	0.14454	0.163907	0.663455	0.194581	1.02839	0.0361658
1940	-2749.23	-2748.05	-1.17826	0.171342	0.354904	0.303309	0.170445	0.0447321	0.432816	0.0413998	0.115457	0.290301	0.0752941	0.113563	0.000639495	0.00050018	0.000515985	0.000469533	0.000531074	0.000561762	0.000817286	0.00050737	0.00066554	0.00136321	0.00050177	0.000568891	0.000564002	0.000603555	0.000702335	0.000692624	0.000646714	0.00105876	0.0466037	52.0129	19.1693	0.0684899	34.5757	0.00552892	0.11831	0.0822224	0.0879394	0.0888171	0.111079	0.10273	0.154599	0.0740281	0.116315	0.234563	0.081029	0.100479	0.09871	0.105309	0.113018	0.141041	0.109505	0.124434	0.680446	0.258557	2.4929	0.0218862
1950	-2735.55	-2742.13	6.58037	0.17406	0.322527	0.32481	0.178603	0.0706493	0.378608	0.0625841	0.0858611	0.353156	0.0491415	0.111464	0.000589154	0.000522427	0.000467533	0.00038628	0.000405898	0.000500333	0.000466194	0.000624256	0.00091905	0.00170275	0.000457041	0.000533897	0.000540563	0.000594691	0.000558135	0.000655482	0.000880936	0.00113693	0.0722381	46.929	19.8789	0.105249	37.4794	0.00574827	0.101478	0.0970944	0.0779949	0.0577347	0.0645605	0.0917264	0.0715178	0.0798209	0.150638	0.365997	0.0766639	0.0823548	0.0846739	0.103404	0.103507	0.0906855	0.137377	0.169128	0.686357	0.226443	1.72992	0.0330105
1960	-2744.82	-2742.79	-2.03597	0.17184	0.340304	0.304421	0.183436	0.0700762	0.449694	0.0428358	0.0673644	0.324	0.0460291	0.124316	0.000538968	0.000419822	0.000430691	0.00048484	0.000579617	0.000475739	0.000436124	0.000443981	0.000871026	0.00224833	0.000500196	0.000524023	0.000538152	0.00058794	0.000526611	0.000457919	0.000663839	0.000845063	0.0172926	46.9279	20.6811	0.0666805	46.7503	0.00560992	0.0827694	0.0580424	0.0619172	0.0811173	0.114906	0.0830147	0.0771192	0.0733949	0.158754	0.652056	0.0917339	0.0865919	0.091629	0.100228	0.109379	0.0783641	0.0848895	0.151777	0.259336	0.149498	2.49782	0.0493878
1970	-2741.32	-2747.5	6.18268	0.154615	0.342102	0.334755	0.168528	0.0821423	0.456316	0.0411689	0.064743	0.311392	0.044238	0.119304	0.000530591	0.000514275	0.000497168	0.000529524	0.000594025	0.000614767	0.000479121	0.00045938	0.000706304	0.00178215	0.000596611	0.000571611	0.000556424	0.000568276	0.000522347	0.000516103	0.000737817	0.000999679	0.0393191	47.345	17.2528	0.0990396	37.9173	0.00545693	0.088314	0.0866777	0.080408	0.0827857	0.106426	0.117943	0.0903084	0.0645032	0.0923129	0.453333	0.111288	0.107373	0.101807	0.102126	0.106151	0.0852924	0.103862	0.166552	0.397003	0.199837	1.62633	0.0597205
1980	-2746.6	-2748.74	2.14045	0.205307	0.328988	0.292712	0.172993	0.106758	0.330982	0.0535973	0.08139	0.347716	0.0795564	0.1405	0.000832139	0.000720999	0.00063423	0.000619588	0.000578374	0.000692804	0.000752951	0.000570378	0.00103776	0.00174469	0.000634287	0.000687622	0.00070508	0.000697366	0.00070209	0.000657799	0.000923701	0.00141123	0.00240403	46.9643	16.9344	0.0558564	35.9269	0.00560165	0.171603	0.129167	0.0981875	0.116775	0.10206	0.125334	0.143662	0.0939578	0.150411	0.339165	0.104441	0.122023	0.128256	0.123484	0.125502	0.12517	0.109689	0.220108	0.0430394	0.283755	1.65363	0.0534524
1990	-2746.56	-2758.26	11.704	0.142293	0.348521	0.35532	0.153866	0.111982	0.389879	0.0250365	0.06076	0.356865	0.0554779	0.142861	0.000712572	0.000676272	0.000633677	0.000757005	0.000759712	0.000717889	0.000603373	0.000655994	0.00081328	0.00150485	0.000731313	0.000702339	0.000658359	0.000681696	0.00063535	0.000633538	0.000754831	0.00102986	0.0443216	47.4915	18.3631	0.0744192	37.684	0.00534986	0.139811	0.134965	0.119041	0.1439	0.144912	0.134082	0.114624	0.119337	0.147751	0.333858	0.1391	0.134295	0.117854	0.128268	0.126578	0.110942	0.125901	0.156286	0.595567	0.228718	0.587615	0.0300976
2000	-2735.86	-2741.45	5.58585	0.170107	0.323384	0.329269	0.17724	0.107084	0.372825	0.0338808	0.0840069	0.341256	0.0609476	0.142743	0.000616142	0.000755013	0.000805559	0.000784509	0.00079891	0.000715462	0.00065983	0.000629186	0.000797784	0.00169652	0.000749006	0.000716382	0.000742024	0.000696561	0.00060656	0.000570728	0.000842259	0.0013203	0.0190913	47.635	19.1538	0.0640285	34.1835	0.00548601	0.0987029	0.132756	0.151183	0.146089	0.151339	0.127685	0.14534	0.116521	0.0966429	0.331356	0.139914	0.133146	0.142494	0.128021	0.12592	0.0952096	0.112857	0.1942	0.298168	0.287134	1.55794	0.0449372
