Iteration	Posterior	Likelihood	Prior	sf[1]	sf[2]	sf[3]	sf[4]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	death_rate	root_time	tmrca_Ursidae	birth_rate	tmrca_UrsidaePinn	base_rate	node_rates[1]	node_rates[2]	node_rates[3]	node_rates[4]	node_rates[5]	node_rates[6]	node_rates[7]	node_rates[8]	node_rates[9]	node_rates[10]	node_rates[11]	node_rates[12]	node_rates[13]	node_rates[14]	node_rates[15]	node_rates[16]	node_rates[17]	node_rates[18]	turnover	root_rate	nu	diversification
3640	-2748.72	-2742.57	-6.14624	0.175219	0.305121	0.338997	0.180662	0.0693848	0.360339	0.0402267	0.0844024	0.393382	0.0522657	0.121698	0.000340167	0.000666139	0.000629116	0.000687497	0.000636612	0.000529997	0.000423844	0.00037121	0.000818507	0.00178569	0.000651778	0.000611417	0.00062746	0.00053509	0.000475191	0.000437803	0.000668713	0.00130383	0.0303707	47.1632	18.7153	0.0855437	41.6044	0.0051971	0.041235	0.131132	0.116884	0.13279	0.113208	0.0849146	0.0699114	0.0675697	0.132928	0.367492	0.13178	0.119044	0.125218	0.116247	0.0896713	0.0931965	0.0752831	0.182058	0.355031	0.319694	4.92022	0.055173
3650	-2740.54	-2748.96	8.41957	0.189875	0.291089	0.34357	0.175466	0.087763	0.418656	0.0458299	0.0812286	0.317304	0.0492194	0.131132	0.000622848	0.000552123	0.000555	0.000529248	0.000605616	0.000561177	0.000608838	0.000631905	0.000898742	0.00165686	0.000571337	0.000607747	0.000586998	0.000617599	0.000646211	0.000720121	0.000913461	0.00142723	0.0273712	51.7526	21.7535	0.0666525	35.4778	0.0051621	0.123256	0.107711	0.108825	0.0979357	0.127523	0.103179	0.10358	0.0981296	0.140993	0.296181	0.107116	0.114243	0.106204	0.121223	0.11806	0.132308	0.146695	0.207216	0.410655	0.345751	1.28554	0.0392813
3660	-2742.87	-2741.61	-1.25885	0.176946	0.332528	0.314259	0.176266	0.0794392	0.351271	0.0783615	0.0735245	0.363874	0.0535301	0.140769	0.000553759	0.000605821	0.000601189	0.000803166	0.000706233	0.000643004	0.000721994	0.000382524	0.000706756	0.00216844	0.000676308	0.000597415	0.000621341	0.000582651	0.000653718	0.000642213	0.00070811	0.00121662	0.0166745	46.7161	21.8696	0.0458617	39.6235	0.00529627	0.101804	0.106854	0.105105	0.160788	0.124184	0.129931	0.133091	0.0414864	0.102453	0.523866	0.142507	0.112884	0.121919	0.112715	0.107308	0.139551	0.102964	0.164436	0.363582	0.294991	2.10005	0.0291872
3670	-2743.53	-2747.29	3.75976	0.182676	0.323572	0.336416	0.157337	0.108252	0.41435	0.0475244	0.0560168	0.323545	0.050312	0.110644	0.000591138	0.000491126	0.000473084	0.000479118	0.000568509	0.000592641	0.000335985	0.000485725	0.00069993	0.00142564	0.000525609	0.000551998	0.00051082	0.000567919	0.000495578	0.000441926	0.000649221	0.00115487	0.017779	53.4553	16.4446	0.0474066	40.3095	0.00522436	0.116815	0.100387	0.0934799	0.0855934	0.119814	0.123485	0.0483903	0.0969991	0.108359	0.263245	0.0978234	0.103391	0.087627	0.107926	0.109486	0.0802321	0.088947	0.159589	0.375031	0.28252	2.47928	0.0296277
3680	-2735.56	-2744.03	8.4683	0.167836	0.316799	0.346185	0.16918	0.0648296	0.375231	0.0851798	0.0635578	0.367101	0.0441009	0.113229	0.000590874	0.00051689	0.000515078	0.000505329	0.000491223	0.00049043	0.000715122	0.000585942	0.000924182	0.00151729	0.000517091	0.00054232	0.000535168	0.00057624	0.000685092	0.000740442	0.000967896	0.00175339	0.00835715	51.145	17.4163	0.0443069	35.1286	0.00538585	0.109996	0.0977741	0.0971011	0.0924578	0.0872198	0.0852924	0.120573	0.0876101	0.113743	0.141773	0.0951927	0.0968255	0.0941696	0.104561	0.109422	0.144983	0.129976	0.229446	0.18862	0.421665	0.989963	0.0359497
3690	-2741.73	-2748.36	6.63485	0.159394	0.341747	0.346199	0.15266	0.0705196	0.369881	0.0430257	0.0691363	0.399466	0.0479716	0.114184	0.000603276	0.000636835	0.000650927	0.000599707	0.00055542	0.000546739	0.00058566	0.000341238	0.000635562	0.00205749	0.000593558	0.00060742	0.000635343	0.000614406	0.000559067	0.000444659	0.000569513	0.00110415	0.0754408	51.3218	18.2022	0.0953899	38.364	0.00601684	0.100421	0.104616	0.109301	0.0998302	0.0851092	0.0839502	0.108948	0.0513485	0.0840338	0.444119	0.0995129	0.0977862	0.107068	0.104121	0.100108	0.0857258	0.0620793	0.127227	0.790868	0.239792	1.26525	0.0199491
3700	-2741.57	-2747.72	6.15064	0.172978	0.321712	0.337852	0.167457	0.104505	0.340899	0.0396545	0.0583061	0.368167	0.0884683	0.111997	0.000511545	0.000492816	0.000500227	0.000430947	0.000376488	0.000415899	0.000434259	0.000791284	0.000615517	0.00147093	0.000408005	0.000460301	0.000499967	0.000484049	0.000465705	0.000574257	0.000788973	0.000944045	0.0447862	54.2047	16.9778	0.0680929	35.6604	0.00530469	0.105075	0.0920118	0.094806	0.0874871	0.0669547	0.0779671	0.0759346	0.169616	0.0633203	0.367395	0.0749908	0.0788372	0.0937921	0.094708	0.0877907	0.0877917	0.128717	0.168745	0.657722	0.187183	0.901583	0.0233067
3710	-2732.88	-2743.12	10.237	0.197702	0.332091	0.300856	0.169351	0.0936816	0.377859	0.0321376	0.0516259	0.358827	0.0858697	0.0920778	0.000478344	0.000411505	0.000469318	0.000428016	0.000491247	0.000442978	0.000469397	0.000469015	0.000706879	0.00119549	0.000437915	0.000434213	0.000436978	0.000450199	0.000430548	0.000468222	0.000716329	0.00118271	0.0456143	54.5341	18.557	0.100988	34.34	0.00555432	0.0885615	0.0692548	0.0900721	0.0743598	0.0971282	0.0815831	0.0976695	0.0716367	0.0938437	0.165291	0.0797602	0.0779244	0.07892	0.0784271	0.0836807	0.071351	0.0972465	0.16069	0.45168	0.265181	1.53958	0.0553738
3720	-2726.56	-2741.7	15.1396	0.180602	0.321534	0.331885	0.165978	0.0900253	0.331312	0.0593242	0.0869308	0.344822	0.0875855	0.120852	0.000434711	0.000480674	0.000478899	0.000404704	0.000414927	0.000488092	0.00057145	0.000693001	0.00084386	0.00193994	0.000426785	0.00043228	0.00045413	0.000439457	0.000524177	0.000706204	0.000857648	0.00111893	0.0468416	49.1646	18.1078	0.0920138	34.2912	0.00538474	0.0795679	0.0911897	0.0905305	0.0710255	0.0748226	0.102061	0.0994505	0.107893	0.14438	0.473984	0.0792897	0.0792267	0.0873423	0.0813308	0.0818924	0.112797	0.149501	0.169047	0.509072	0.246547	1.27961	0.0451721
3730	-2733.32	-2743.52	10.2007	0.175377	0.340614	0.322283	0.161726	0.0694633	0.415841	0.0285817	0.0707759	0.321992	0.0933461	0.101732	0.000490732	0.000452324	0.000440647	0.000394662	0.000382679	0.000470578	0.000623591	0.00060119	0.000726933	0.00164625	0.000398995	0.000449015	0.000476936	0.000490698	0.000583946	0.00067003	0.000764459	0.00115966	0.0155047	48.9128	18.1636	0.0655854	34.6142	0.00580098	0.0828673	0.07437	0.0703442	0.0704573	0.0663259	0.0902894	0.0999904	0.0912711	0.103063	0.31532	0.0656101	0.0719513	0.0815775	0.0828554	0.086322	0.115005	0.116001	0.147561	0.236405	0.252254	1.41769	0.0500807
3740	-2749.01	-2746.1	-2.9074	0.175284	0.323482	0.322112	0.179121	0.0779442	0.359159	0.0816156	0.0463643	0.364524	0.0703924	0.110131	0.000524202	0.000375357	0.000435788	0.000304704	0.000309068	0.000315287	0.000637651	0.000448264	0.00062176	0.00197557	0.000280846	0.000390947	0.000469004	0.000502679	0.000625597	0.000601055	0.000733999	0.00106053	0.0926642	48.6757	16.9	0.12544	46.3407	0.00533902	0.103179	0.0600359	0.0826732	0.0602704	0.0619049	0.0667738	0.0977029	0.0839258	0.0419493	0.533738	0.053872	0.0513329	0.080573	0.0951162	0.0931876	0.141162	0.083994	0.190962	0.738714	0.206312	3.68078	0.0327756
3750	-2744	-2742.56	-1.43816	0.182083	0.338096	0.312712	0.167109	0.0761221	0.399844	0.0597948	0.101326	0.31134	0.0515723	0.093947	0.000479583	0.000388595	0.000511492	0.000346127	0.000319981	0.00032704	0.00069616	0.000419911	0.000507623	0.00113636	0.000332362	0.000376579	0.000428049	0.000441235	0.000503508	0.000553353	0.000594254	0.000968913	0.0166842	61.2454	20.335	0.0543888	46.793	0.00509126	0.0978476	0.0672841	0.115562	0.0705558	0.0602849	0.0633228	0.166227	0.0548261	0.0760962	0.189093	0.0654133	0.0651483	0.0853676	0.0827831	0.0905472	0.107246	0.110128	0.123313	0.306758	0.257305	1.29025	0.0377046
3760	-2733.67	-2740.04	6.36436	0.179921	0.320019	0.32976	0.1703	0.0387154	0.407685	0.0510763	0.0738506	0.357175	0.0714981	0.122957	0.000381547	0.000467311	0.000462099	0.000399557	0.000483785	0.000427281	0.000658066	0.000691396	0.000920461	0.00187346	0.000434006	0.000441543	0.000465168	0.000438782	0.000523985	0.00073579	0.000974203	0.00117182	0.0702005	44.87	19.2374	0.116489	35.4421	0.00534156	0.0631721	0.0854049	0.0834534	0.0678231	0.0993599	0.079262	0.12989	0.099882	0.13887	0.468482	0.08178	0.0807215	0.0895669	0.0846023	0.0796875	0.116504	0.158992	0.205771	0.602639	0.232983	1.19267	0.046288
3770	-2747.2	-2741	-6.20564	0.182653	0.324879	0.334767	0.157701	0.0582289	0.403888	0.0259651	0.0826697	0.373531	0.0557173	0.129396	0.000446959	0.000381807	0.00040922	0.000442466	0.000321973	0.000393059	0.000680545	0.000654701	0.000692891	0.00183608	0.000407437	0.000448801	0.00041948	0.000486699	0.000566198	0.000622251	0.000682993	0.000673364	0.00665068	52.6954	18.5283	0.0343694	46.1137	0.0049961	0.0781245	0.0789517	0.0899255	0.0996501	0.0514152	0.0717189	0.146573	0.138848	0.1272	0.615625	0.0774746	0.0856276	0.0738903	0.0940329	0.100799	0.125858	0.123237	0.150173	0.193506	0.119383	2.88819	0.0277187
3780	-2740.3	-2741.07	0.7696	0.1876	0.327093	0.323005	0.162303	0.0569403	0.327686	0.0189487	0.0845946	0.411621	0.100209	0.126337	0.000447589	0.00042133	0.000441853	0.000397244	0.000452449	0.000393925	0.000613571	0.000387407	0.000573943	0.00172108	0.000430265	0.00041273	0.000420865	0.000429565	0.000474811	0.000510546	0.00061528	0.000758066	0.0294351	50.4415	20.6	0.0560726	48.3312	0.00458483	0.097115	0.0894552	0.0984077	0.0763847	0.100466	0.0810495	0.158663	0.0552742	0.0956888	0.574765	0.0969016	0.0907891	0.0943378	0.0892524	0.0981328	0.10899	0.113721	0.154677	0.524946	0.176007	2.51518	0.0266375
3790	-2736.39	-2743.24	6.84949	0.198599	0.323459	0.324277	0.153664	0.0498078	0.337972	0.0418617	0.0809078	0.393683	0.0957678	0.106254	0.000488982	0.00047253	0.000461836	0.000543048	0.000580042	0.000570039	0.000445939	0.000645115	0.000571448	0.00191912	0.000537034	0.000509211	0.000500404	0.00051439	0.00050463	0.000531318	0.00068476	0.00146352	0.0206756	46.8617	18.9691	0.0602984	36.9422	0.00559735	0.0807245	0.079843	0.076022	0.0942931	0.107511	0.111537	0.073024	0.126976	0.0630431	0.303934	0.0997443	0.0921443	0.0889973	0.0898027	0.0939947	0.0863154	0.103531	0.141142	0.342887	0.38179	1.70831	0.0396228
3800	-2746.2	-2748.31	2.10516	0.197447	0.303089	0.33888	0.160584	0.0448202	0.356937	0.0422135	0.0560631	0.433606	0.06636	0.11306	0.000372488	0.000420973	0.000409645	0.000349912	0.000402278	0.000442324	0.000742319	0.000439678	0.000909104	0.00195187	0.000404654	0.000415794	0.000435996	0.00039646	0.000407042	0.000492472	0.000872151	0.00139819	0.0653561	48.3592	25.3333	0.0964518	35.8321	0.00533271	0.0694736	0.0728303	0.0685815	0.0569461	0.0765855	0.0884141	0.195969	0.0626331	0.116124	0.432485	0.0742863	0.0774766	0.0850531	0.0784642	0.0702255	0.0824332	0.102265	0.224829	0.677603	0.299552	1.65843	0.0310957
3810	-2748.37	-2741.11	-7.2608	0.188137	0.307247	0.342393	0.162223	0.0671483	0.341645	0.0390133	0.0878428	0.403021	0.0613293	0.0999724	0.000349185	0.000605152	0.000620381	0.000333683	0.000480103	0.000449645	0.000668204	0.000412336	0.000742143	0.00139953	0.000398927	0.000396321	0.000487927	0.000368733	0.000480319	0.000572453	0.000943661	0.00166624	0.120153	50.3065	19.1351	0.150848	37.3955	0.00529241	0.0635565	0.115243	0.120998	0.0541702	0.109502	0.091095	0.139402	0.0526036	0.0270644	0.152603	0.0719287	0.0788258	0.113444	0.0709438	0.0684005	0.113112	0.103218	0.253391	0.796517	0.376279	3.62626	0.0306951
3820	-2739.22	-2742.24	3.01034	0.170004	0.324041	0.330772	0.175183	0.0702083	0.417278	0.0360532	0.0702954	0.314922	0.091243	0.129481	0.000516567	0.000517869	0.000553796	0.000725052	0.000713585	0.000631177	0.000638762	0.00056917	0.000875115	0.00167933	0.000698281	0.000606384	0.000534004	0.000543165	0.00065958	0.000732867	0.000893682	0.00131784	0.0129459	48.5538	18.157	0.045569	37.2712	0.00540809	0.091546	0.0954153	0.108702	0.132769	0.128528	0.110551	0.0917905	0.0838966	0.119725	0.337591	0.135367	0.122869	0.0961012	0.101382	0.0994891	0.144434	0.126592	0.203907	0.284095	0.283453	2.21258	0.032623
3830	-2743.37	-2745.69	2.32844	0.201131	0.311223	0.323576	0.164071	0.0435572	0.405584	0.0361407	0.0533436	0.401904	0.0594701	0.127334	0.000517479	0.000611393	0.000659631	0.000806427	0.000745294	0.00071402	0.000532726	0.000547762	0.0008803	0.00150897	0.000728337	0.000664664	0.000634055	0.000568026	0.000566942	0.000604692	0.000676535	0.0008992	0.0170508	52.4013	18.7777	0.0571155	36.9821	0.00578805	0.0922979	0.101933	0.118601	0.146887	0.125763	0.126818	0.0746887	0.0897176	0.169965	0.344915	0.131765	0.119904	0.109327	0.109764	0.0865116	0.109389	0.0995557	0.134214	0.298533	0.176495	0.544595	0.0400647
3840	-2753.44	-2747.97	-5.47422	0.165779	0.326481	0.330606	0.177134	0.103915	0.435589	0.0338248	0.0566447	0.29901	0.0710161	0.125014	0.000568596	0.000576351	0.00047334	0.00059921	0.000696221	0.000502072	0.000551348	0.00067115	0.000747332	0.00155841	0.000534978	0.000543781	0.000544098	0.000518018	0.000491396	0.000624177	0.000783238	0.0012078	0.015749	48.2223	18.5911	0.0659885	44.5274	0.00524225	0.127037	0.120046	0.0807454	0.124226	0.161237	0.091828	0.112764	0.115505	0.12685	0.29203	0.104382	0.0997201	0.0998411	0.107741	0.089891	0.0975841	0.140549	0.158268	0.238663	0.302526	2.8331	0.0502395
3850	-2739.99	-2744.09	4.09823	0.167238	0.327251	0.328427	0.177084	0.0749972	0.411615	0.0694702	0.0614673	0.31167	0.0707807	0.117891	0.000431709	0.000413351	0.000452746	0.000486684	0.000511889	0.000468296	0.000334932	0.000393108	0.00108455	0.00176562	0.000465134	0.000468699	0.000459964	0.000470359	0.000449659	0.000457065	0.000884837	0.00149708	0.0109586	47.6529	21.487	0.0372997	36.4404	0.00497002	0.0803812	0.0771768	0.0930298	0.101348	0.111491	0.0957723	0.0471762	0.0618674	0.176692	0.367808	0.0945	0.0926761	0.0891611	0.0959343	0.0933441	0.0876046	0.0963244	0.259746	0.2938	0.342699	1.33711	0.026341
3860	-2740.23	-2739.87	-0.365238	0.187956	0.321526	0.322682	0.167837	0.0466363	0.322729	0.0523486	0.069335	0.456609	0.0523421	0.111289	0.000343996	0.000419497	0.000347818	0.000407376	0.000460669	0.000564057	0.000490878	0.000578796	0.000703397	0.00159406	0.000486449	0.000489995	0.00043541	0.000429643	0.000426523	0.000523315	0.000738636	0.00113397	0.025932	52.608	18.5014	0.073855	36.6793	0.00502572	0.0608038	0.0885546	0.0600296	0.0686403	0.0898484	0.124361	0.101701	0.115725	0.100585	0.362425	0.0934761	0.100108	0.0783856	0.0948871	0.0760905	0.0936458	0.114609	0.179334	0.35112	0.271934	2.73327	0.047923
3870	-2738.65	-2749.32	10.6744	0.191893	0.337383	0.297915	0.172808	0.0779163	0.487675	0.0570547	0.068365	0.257379	0.0516098	0.110928	0.000479345	0.000508053	0.000463489	0.000528985	0.000485949	0.000511989	0.000777113	0.000545543	0.000917352	0.00133751	0.000513963	0.000526318	0.000519294	0.000526591	0.000608949	0.00066805	0.000851292	0.00128811	0.0121271	51.6389	16.4473	0.0489573	36.5041	0.00555786	0.0770639	0.0900203	0.0739841	0.100736	0.0852496	0.088909	0.155943	0.0796177	0.140468	0.207419	0.0896196	0.0953306	0.092803	0.0940654	0.095429	0.123702	0.116697	0.189642	0.247707	0.273885	1.00171	0.0368302
3880	-2740.58	-2741.49	0.907207	0.185215	0.309272	0.342522	0.162991	0.0657564	0.389839	0.0518985	0.0862604	0.353661	0.0525846	0.0995868	0.000549637	0.00040707	0.000413372	0.000411429	0.000462027	0.000555289	0.000586395	0.000450662	0.000687564	0.00147963	0.000489458	0.000510978	0.000461472	0.000511799	0.000465493	0.000486451	0.000820179	0.00124065	0.0183443	55.7866	22.1399	0.0397413	47.9151	0.00570636	0.101691	0.069362	0.0715708	0.0633129	0.0810469	0.10396	0.133323	0.0596561	0.0518148	0.272926	0.080887	0.0906612	0.0733102	0.0884294	0.0909488	0.0721999	0.0982945	0.189167	0.461592	0.245662	1.41845	0.0213971
3890	-2736.61	-2740.51	3.90749	0.184158	0.325194	0.316058	0.174589	0.112607	0.387917	0.0476154	0.0791414	0.324474	0.0482448	0.113129	0.00055646	0.000425616	0.000403935	0.000456572	0.000465532	0.000450468	0.00058546	0.000413019	0.000898511	0.00195242	0.000462014	0.000503327	0.000471334	0.000554927	0.000560433	0.000604822	0.000879446	0.00133119	0.0534458	45.0323	21.5214	0.0943558	36.7485	0.00556223	0.096973	0.0799831	0.0721874	0.0826018	0.0858236	0.0774155	0.112111	0.0294352	0.125928	0.420521	0.0815668	0.0845586	0.0730546	0.0964219	0.103112	0.0984015	0.119073	0.197147	0.566428	0.281506	2.2561	0.04091
3900	-2742.82	-2746.15	3.32592	0.185597	0.312491	0.33255	0.169362	0.0645045	0.399469	0.0309049	0.051367	0.413791	0.0399631	0.107879	0.000539864	0.000421282	0.000514509	0.000379605	0.000434041	0.00042833	0.000522092	0.000500128	0.00104321	0.00205238	0.000443509	0.000494533	0.000496074	0.000549288	0.000553032	0.000559021	0.000779386	0.00119847	0.0118084	47.2447	21.6929	0.0505682	41.049	0.00611349	0.0819133	0.0605286	0.0910273	0.0558815	0.0736901	0.0633385	0.0845787	0.0669545	0.182969	0.437663	0.0683044	0.0767876	0.0772917	0.0849964	0.0947006	0.0862212	0.0966598	0.158313	0.233513	0.233762	1.53267	0.0387598
3910	-2738.2	-2743.03	4.83419	0.174296	0.319893	0.344036	0.161775	0.0633701	0.366621	0.0564806	0.0504637	0.406515	0.0565503	0.100662	0.000413459	0.000338551	0.00034624	0.000390946	0.000449667	0.00030722	0.000497826	0.000672139	0.000912289	0.00193369	0.000371111	0.000347066	0.000374177	0.000404362	0.000456376	0.000550832	0.000873755	0.00144704	0.0297981	46.4097	20.6795	0.0646164	35.6684	0.00570877	0.0697892	0.0541209	0.0568145	0.0619371	0.0825095	0.0526426	0.0895829	0.127323	0.121653	0.368448	0.075026	0.0549882	0.0644865	0.066602	0.0750613	0.0848244	0.108153	0.197957	0.461154	0.308998	1.45254	0.0348183
3920	-2733.72	-2742.46	8.74675	0.171098	0.329722	0.324163	0.175018	0.0385776	0.406298	0.0775959	0.0559251	0.362508	0.0590951	0.0957357	0.000381573	0.00031603	0.000339716	0.000293023	0.000302754	0.000293565	0.000399119	0.000513705	0.000748246	0.0015199	0.000317142	0.000318173	0.000318775	0.000349664	0.00042471	0.000526067	0.000730054	0.000963562	0.0171239	48.1003	21.1615	0.10467	37.9313	0.0051224	0.0726268	0.0590963	0.0683446	0.0546431	0.0584424	0.0505601	0.0663634	0.0846426	0.123032	0.386333	0.0597656	0.0640601	0.0642951	0.0601682	0.0763555	0.0894694	0.115929	0.169114	0.1636	0.207101	1.11308	0.0875458
3930	-2743.21	-2742.67	-0.537138	0.188674	0.340955	0.307449	0.162922	0.070649	0.404508	0.0661912	0.082929	0.316454	0.0592687	0.0985956	0.000322235	0.000348934	0.00024403	0.000317047	0.000299778	0.000355808	0.000417356	0.000510636	0.000468236	0.00174161	0.000314756	0.000296149	0.00027069	0.000310422	0.000410637	0.000459785	0.00055821	0.000815901	0.0523688	48.9327	19.8814	0.0964462	42.5324	0.00496562	0.062592	0.0893483	0.0470964	0.0623681	0.055413	0.0818631	0.0699008	0.118679	0.0507512	0.510686	0.0653287	0.0614456	0.0511916	0.0578342	0.0671945	0.0981977	0.08699	0.13784	0.542985	0.19078	2.00403	0.0440773
3940	-2732.21	-2741.77	9.56594	0.161069	0.328812	0.328522	0.181597	0.0559159	0.395127	0.0914762	0.0880431	0.315943	0.0534946	0.104862	0.000392558	0.000385627	0.000403006	0.00039086	0.000326893	0.000400469	0.000425871	0.000625649	0.000556253	0.00173482	0.00036341	0.00037027	0.000392548	0.000376648	0.000405722	0.000469263	0.000644856	0.000908135	0.013757	50.5164	20.1061	0.0403777	42.0368	0.00521783	0.0772986	0.0685475	0.075209	0.081246	0.0567275	0.0827758	0.0808926	0.142287	0.0635631	0.46652	0.0685711	0.0707245	0.0792638	0.0712003	0.0731695	0.0823443	0.0975249	0.149649	0.340707	0.19844	1.54776	0.0266207
3950	-2739.65	-2744.09	4.43585	0.169305	0.322215	0.345321	0.163159	0.0497214	0.364288	0.0689139	0.0749547	0.39658	0.0455421	0.0959615	0.000414409	0.00040328	0.000413736	0.000355956	0.000380981	0.00037878	0.00036735	0.000899325	0.000963286	0.00109381	0.000402921	0.000406679	0.00040757	0.000398751	0.000427502	0.000513513	0.000761934	0.00124633	0.0803667	58.8566	17.064	0.115457	36.1774	0.00544547	0.0801342	0.0728077	0.0766478	0.0577315	0.0669226	0.0641364	0.0499767	0.226643	0.177611	0.120167	0.073003	0.0749809	0.0753082	0.0743832	0.0720691	0.0849426	0.103659	0.176182	0.696074	0.281566	1.71256	0.0350904
3960	-2744.4	-2739.87	-4.53524	0.181926	0.320969	0.319214	0.177892	0.0862338	0.398514	0.0301775	0.0874891	0.344428	0.0531579	0.0933121	0.000679327	0.000369935	0.000306202	0.000413885	0.000418718	0.000438549	0.000695514	0.000461435	0.000875575	0.00159721	0.000421934	0.000359414	0.000320807	0.000407784	0.000510015	0.00053354	0.000958077	0.00193069	0.0713387	46.0183	18.4059	0.140088	36.5519	0.00567651	0.148184	0.0698201	0.0473648	0.0712854	0.0729881	0.0803925	0.15652	0.0631251	0.0703839	0.120613	0.0745385	0.0741211	0.060519	0.0525109	0.0911632	0.0885298	0.099452	0.238107	0.509242	0.442132	4.41178	0.0687493
3970	-2738.98	-2742.57	3.58503	0.16886	0.33543	0.310343	0.185368	0.0613632	0.352102	0.0321829	0.0933028	0.404359	0.0566903	0.0877164	0.000417951	0.000267593	0.000285611	0.000452397	0.000374836	0.00034168	0.000424416	0.000605326	0.000686662	0.00151662	0.000384175	0.000388307	0.0003539	0.000444795	0.000461236	0.000555692	0.000696421	0.00110811	0.0175553	52.7729	17.682	0.0460738	43.2412	0.00568545	0.0637227	0.0428054	0.0491435	0.0874298	0.0601456	0.0567635	0.0703497	0.096409	0.113097	0.272157	0.0717124	0.063431	0.0513273	0.0731659	0.0833021	0.0789493	0.11653	0.128454	0.381025	0.261352	1.99156	0.0285185
3980	-2741.07	-2744.87	3.8019	0.164075	0.325166	0.330644	0.180115	0.0617304	0.345453	0.110524	0.0842639	0.365187	0.032843	0.0994533	0.000338576	0.000416869	0.000403285	0.000300965	0.000345828	0.000367906	0.000366811	0.000468094	0.000919113	0.0014431	0.000345735	0.000411726	0.00042748	0.000424221	0.000451435	0.000475765	0.000663459	0.000854547	0.0186669	52.2816	20.1694	0.0579402	34.7739	0.00535641	0.0473644	0.0753805	0.0703087	0.0576732	0.0744243	0.0629809	0.0474573	0.0866401	0.183596	0.379344	0.0547026	0.0743893	0.0802717	0.0793428	0.0790546	0.0895043	0.0881388	0.159586	0.322175	0.159488	2.39166	0.0392733
3990	-2739.27	-2744.77	5.49967	0.171491	0.354707	0.310682	0.163121	0.0566166	0.39264	0.10077	0.0772834	0.311656	0.061034	0.0913715	0.000376465	0.00038236	0.000404519	0.000358938	0.000345941	0.00033712	0.000387012	0.000455187	0.00098801	0.00140582	0.000368029	0.000379579	0.00041063	0.000407932	0.000462725	0.000517845	0.000909867	0.0015059	0.0215095	47.598	21.183	0.0415873	34.8367	0.00534297	0.065061	0.0662573	0.074552	0.0618427	0.0569779	0.0609462	0.0475178	0.0738956	0.125743	0.20663	0.0725162	0.0652458	0.076869	0.0768395	0.075859	0.0973499	0.0964918	0.244093	0.517213	0.319602	2.18655	0.0200778
4000	-2749.68	-2750.04	0.357441	0.180395	0.320308	0.358171	0.141126	0.059754	0.324371	0.106354	0.0695647	0.345904	0.0940524	0.111696	0.000552086	0.000577516	0.000499849	0.000361154	0.000394068	0.000425782	0.000587191	0.000468296	0.000656087	0.00182938	0.000416333	0.000441935	0.000495331	0.000423996	0.000419676	0.000470058	0.000740538	0.000962192	0.0137033	46.6118	22.2932	0.0340377	45.7185	0.00560779	0.126226	0.109854	0.0821546	0.0573919	0.0691303	0.0747826	0.130417	0.0783741	0.0585229	0.484749	0.0714126	0.0770712	0.0961149	0.0805433	0.0706732	0.0790026	0.088642	0.175468	0.402592	0.167694	1.81405	0.0203344
4010	-2734.14	-2744.86	10.723	0.188229	0.323399	0.304764	0.183609	0.061655	0.334691	0.120724	0.0746623	0.343133	0.0651353	0.121885	0.000429906	0.000450784	0.000465727	0.000380449	0.000408449	0.000462678	0.000539013	0.000734746	0.000867238	0.00178743	0.000428504	0.000453186	0.000462527	0.000442846	0.00052377	0.000688939	0.000762311	0.000833212	0.0201254	48.6214	20.8134	0.0632245	34.5571	0.00533825	0.0787395	0.0791881	0.0847867	0.0681964	0.0786867	0.0871436	0.0880374	0.131068	0.183519	0.498896	0.0743405	0.0862007	0.0897002	0.0835877	0.0823266	0.113906	0.144208	0.141395	0.318316	0.170771	0.906819	0.0430991
4020	-2733.23	-2740.16	6.92753	0.181733	0.315253	0.328306	0.174708	0.0521939	0.38271	0.0602985	0.0959667	0.337488	0.0713433	0.101114	0.000449615	0.000365089	0.00035544	0.000427877	0.000406219	0.000435175	0.000375176	0.000500304	0.000688144	0.0017006	0.000456212	0.000453483	0.00040256	0.000445237	0.000439236	0.000535327	0.000855003	0.00117929	0.104619	49.9149	18.781	0.153787	34.3337	0.00536745	0.0858043	0.0702111	0.0666155	0.0742443	0.0661742	0.0773509	0.0578601	0.0688865	0.0553607	0.395299	0.0851897	0.0848023	0.0658272	0.0841731	0.0817297	0.0819367	0.117535	0.201053	0.680288	0.238371	1.53633	0.0491676
