Iteration	Posterior	Likelihood	Prior	n_cats	base_rate	mean_rt	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	sf[1]	sf[2]	sf[3]	sf[4]	birth_rate	diversification	turnover	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	concentration	death_rate	root_time	tmrca_UrsidaePinn	tmrca_Ursidae
520	-2837.34	-2776.21	-61.1281	2	0.00522551	0.100216	0.255039	0.022804	0.022804	0.022804	0.255039	0.255039	0.022804	0.022804	0.022804	0.255039	0.022804	0.022804	0.022804	0.022804	0.022804	0.022804	0.255039	0.255039	0.167588	0.330256	0.326457	0.175698	0.0691322	0.0501108	0.275145	0.0603068	0.377382	0.118313	0.0654244	0.334852	0.0437214	0.753479	0.0190214	57.0496	35.1333	19.4449
530	-2832.33	-2772.22	-60.1084	2	0.00543831	0.0839889	0.216398	0.0177844	0.0177844	0.0177844	0.216398	0.216398	0.0177844	0.0177844	0.0177844	0.216398	0.0177844	0.0177844	0.0177844	0.0177844	0.0177844	0.0177844	0.216398	0.216398	0.190286	0.318137	0.329722	0.161855	0.0337543	0.0270706	0.198009	0.050277	0.324896	0.12481	0.0674905	0.387424	0.0451021	0.753479	0.00668363	53.0499	34.1407	16.325
540	-2837.49	-2773.98	-63.5076	3	0.00472849	0.104351	0.232144	0.0229043	0.0229043	0.0229043	0.232144	0.232144	0.0229043	0.0229043	0.0229043	0.232144	0.0229043	0.0229043	0.0229043	0.0229043	0.0229043	0.0229043	0.232144	0.442747	0.197273	0.329818	0.322379	0.150531	0.0740004	0.0550099	0.256626	0.0492872	0.36096	0.0684944	0.0725883	0.35515	0.0935194	0.753479	0.0189904	50.9317	35.9443	18.4168
550	-2828.93	-2767.57	-61.3618	3	0.00518079	0.0731997	0.160979	0.02242	0.02242	0.02242	0.160979	0.160979	0.02242	0.02242	0.02242	0.382217	0.02242	0.02242	0.02242	0.02242	0.02242	0.02242	0.160979	0.02242	0.176276	0.34801	0.318642	0.157072	0.0807211	0.0589383	0.269853	0.0443991	0.332513	0.0642219	0.0680604	0.415767	0.0750393	0.753479	0.0217828	50.1332	35.6761	18.1348
560	-2839.68	-2773.67	-66.0107	4	0.00564205	0.0797391	0.15991	0.020281	0.020281	0.020281	0.15991	0.21066	0.020281	0.020281	0.020281	0.250771	0.020281	0.020281	0.020281	0.020281	0.020281	0.020281	0.250771	0.15991	0.174646	0.299282	0.346036	0.180037	0.0429449	0.0233379	0.456562	0.0283332	0.412192	0.0457197	0.0850674	0.375267	0.0534206	0.753479	0.019607	54.1286	36.4981	22.8556
570	-2837.73	-2774.25	-63.4795	3	0.00489941	0.100959	0.213015	0.0197284	0.0197284	0.0197284	0.213015	0.364228	0.0197284	0.0197284	0.0197284	0.364228	0.0197284	0.0197284	0.0197284	0.0197284	0.0197284	0.0197284	0.213015	0.213015	0.168146	0.352694	0.327578	0.151583	0.0499545	0.0456876	0.0854156	0.0925025	0.334066	0.0795518	0.0776914	0.395015	0.0211733	0.753479	0.00426689	45.568	37.8102	20.5503
580	-2838.13	-2777.63	-60.4987	3	0.0051018	0.119729	0.249259	0.0289985	0.0289985	0.0289985	0.405049	0.249259	0.0289985	0.0289985	0.0289985	0.249259	0.0289985	0.0289985	0.0289985	0.0289985	0.0289985	0.0289985	0.249259	0.405049	0.166742	0.34975	0.324843	0.158665	0.0338744	0.0254818	0.247758	0.051759	0.36901	0.0750872	0.108532	0.336331	0.0592809	0.753479	0.00839268	46.3062	36.6663	22.0629
590	-2839.63	-2775.9	-63.7332	4	0.00483095	0.110765	0.23044	0.0406935	0.212596	0.0406935	0.212596	0.212596	0.0406935	0.0406935	0.0406935	0.424631	0.0406935	0.0406935	0.0406935	0.0406935	0.0406935	0.0406935	0.212596	0.0406935	0.175547	0.315529	0.328485	0.180439	0.0437212	0.0401479	0.0817298	0.0480219	0.342367	0.0747776	0.0743574	0.377081	0.0833955	0.753479	0.00357333	55.2276	34.0061	17.9684
600	-2835.74	-2768.52	-67.218	3	0.00568345	0.098197	0.148015	0.148015	0.219226	0.0156157	0.219226	0.219226	0.0156157	0.0156157	0.0156157	0.219226	0.0156157	0.0156157	0.0156157	0.0156157	0.0156157	0.0156157	0.219226	0.219226	0.180244	0.317159	0.31738	0.185218	0.0249728	0.0226599	0.0926178	0.0496374	0.371584	0.0573882	0.0863071	0.389766	0.0453169	0.753479	0.00231292	51.7081	35.4495	19.6534
610	-2834.97	-2777.38	-57.5818	2	0.005244	0.102912	0.248717	0.0300097	0.0300097	0.0300097	0.248717	0.248717	0.0300097	0.0300097	0.0300097	0.248717	0.0300097	0.0300097	0.0300097	0.0300097	0.0300097	0.0300097	0.248717	0.248717	0.187196	0.316519	0.333807	0.162478	0.0270891	0.0197175	0.272122	0.0832434	0.334013	0.0403112	0.075758	0.378611	0.0880631	0.753479	0.00737154	46.8875	34.1017	18.8653
620	-2839.91	-2774.24	-65.6684	4	0.00529657	0.104069	0.106967	0.0136533	0.106967	0.0136533	0.221545	0.424639	0.0136533	0.0136533	0.0136533	0.424639	0.0136533	0.0136533	0.0136533	0.0136533	0.0136533	0.0136533	0.424639	0.0136533	0.175657	0.335244	0.3123	0.176799	0.0395916	0.0256557	0.351993	0.0559501	0.389747	0.0743663	0.0708907	0.368946	0.0400993	0.753479	0.013936	53.3044	35.8133	23.1722
630	-2832.45	-2772.94	-59.5145	3	0.00541043	0.115447	0.202335	0.0239535	0.0239535	0.0239535	0.453996	0.453996	0.0239535	0.0239535	0.0239535	0.453996	0.0239535	0.0239535	0.0239535	0.0239535	0.0239535	0.0239535	0.202335	0.0239535	0.171802	0.327888	0.327389	0.17292	0.0695862	0.0471723	0.322103	0.0553871	0.322218	0.121219	0.0701775	0.38194	0.0490578	0.753479	0.0224139	44.7482	34.5275	20.3403
640	-2832.12	-2770.35	-61.7724	5	0.00505928	0.124135	0.214452	0.0269019	0.0269019	0.0269019	0.416492	0.319114	0.0269019	0.0269019	0.0269019	0.320518	0.0269019	0.0269019	0.0269019	0.0269019	0.0269019	0.0269019	0.320518	0.320518	0.17216	0.318685	0.333178	0.175977	0.0335617	0.0257872	0.231649	0.0467487	0.365231	0.108381	0.0795455	0.368664	0.0314299	0.753479	0.00777454	50.4687	35.2216	21.6014
650	-2843.16	-2777.48	-65.6765	3	0.00565228	0.071421	0.13825	0.0124959	0.0124959	0.0124959	0.13825	0.228437	0.0124959	0.0124959	0.0124959	0.228437	0.0124959	0.0124959	0.0124959	0.13825	0.0124959	0.0124959	0.13825	0.13825	0.178324	0.284068	0.359622	0.177986	0.0382677	0.0319682	0.164616	0.0608142	0.314713	0.067603	0.0688397	0.458917	0.029113	0.753479	0.0062995	51.2533	37.7384	17.7194
660	-2838.37	-2769.83	-68.5349	3	0.00553553	0.0746817	0.143195	0.0245205	0.0245205	0.0245205	0.143195	0.143195	0.0245205	0.0245205	0.0245205	0.0245205	0.0245205	0.0245205	0.0245205	0.0245205	0.0245205	0.0245205	0.143195	0.452725	0.183075	0.33746	0.303907	0.175558	0.0445843	0.027241	0.389	0.0643189	0.342672	0.0705706	0.0705971	0.375603	0.0762389	0.753479	0.0173433	65.6253	34.2782	20.1769
670	-2835.48	-2774.04	-61.4398	4	0.00515294	0.085581	0.148468	0.0214349	0.0214349	0.0214349	0.267575	0.148468	0.0214349	0.0214349	0.0214349	0.548826	0.0214349	0.0214349	0.0214349	0.0214349	0.0214349	0.0214349	0.148468	0.0214349	0.18351	0.33295	0.332224	0.151317	0.0550604	0.0422754	0.2322	0.0546228	0.316115	0.0889968	0.0857352	0.410373	0.0441571	0.753479	0.012785	45.6125	40.7227	20.7204
680	-2850.58	-2782.44	-68.1321	4	0.00502315	0.138106	0.239661	0.018474	0.018474	0.018474	0.255391	0.255391	0.018474	0.018474	0.255391	0.255391	0.018474	0.255391	0.018474	0.018474	0.018474	0.018474	0.239661	0.544889	0.204956	0.332744	0.313645	0.148655	0.117974	0.0272042	0.769405	0.0249898	0.301617	0.14615	0.0687152	0.412471	0.0460571	0.753479	0.0907697	49.6002	37.5246	23.6075
690	-2835.72	-2775.14	-60.5805	3	0.00576536	0.105744	0.213028	0.0228308	0.0228308	0.0228308	0.213028	0.213028	0.0228308	0.0228308	0.0228308	0.213028	0.0228308	0.0228308	0.0228308	0.0228308	0.0228308	0.0228308	0.213028	0.564283	0.200001	0.330047	0.307299	0.162653	0.0457002	0.0336199	0.264338	0.0318325	0.398244	0.140903	0.0662486	0.32525	0.0375218	0.753479	0.0120803	50.6484	35.5127	19.9519
700	-2831.03	-2770.4	-60.6319	3	0.00529446	0.0961338	0.210263	0.0196996	0.0196996	0.0196996	0.316013	0.316013	0.0196996	0.0196996	0.0196996	0.316013	0.0196996	0.0196996	0.0196996	0.0196996	0.0196996	0.0196996	0.316013	0.0196996	0.177188	0.32204	0.309481	0.19129	0.0282941	0.0182978	0.3533	0.0525865	0.400155	0.06415	0.0750714	0.34788	0.0601564	0.753479	0.00999632	52.8744	34.8131	19.6996
710	-2842.02	-2772.71	-69.3068	5	0.00462741	0.126753	0.166025	0.0230824	0.0230824	0.0230824	0.166025	0.299185	0.0230824	0.166025	0.166025	0.278377	0.0230824	0.0230824	0.0230824	0.0230824	0.0230824	0.0230824	0.404538	0.404538	0.184248	0.319828	0.332082	0.163842	0.0436928	0.0368817	0.155887	0.0488529	0.41439	0.115081	0.0621115	0.309794	0.0497713	0.753479	0.00681113	48.1884	35.0039	17.9836
720	-2839.58	-2777.82	-61.7583	4	0.00498829	0.0950925	0.155174	0.0244037	0.0244037	0.0244037	0.384826	0.155174	0.0244037	0.0244037	0.0244037	0.314415	0.0244037	0.0244037	0.0244037	0.0244037	0.0244037	0.0244037	0.384826	0.0244037	0.175699	0.344389	0.323873	0.156039	0.0445504	0.0226917	0.49065	0.0636679	0.355186	0.0986393	0.047571	0.37042	0.0645161	0.753479	0.0218586	45.7643	36.259	24.0439
730	-2837.29	-2772.54	-64.7512	3	0.00551428	0.121759	0.159453	0.0167763	0.34652	0.0167763	0.34652	0.34652	0.0167763	0.0167763	0.0167763	0.34652	0.159453	0.0167763	0.159453	0.0167763	0.0167763	0.0167763	0.159453	0.0167763	0.17725	0.328807	0.326733	0.16721	0.0372597	0.0309797	0.168549	0.0452881	0.391271	0.140823	0.0655141	0.297736	0.0593675	0.753479	0.00628008	47.4796	37.8169	18.0368
740	-2835.57	-2776.24	-59.3277	2	0.00540328	0.103652	0.233797	0.0208324	0.233797	0.0208324	0.233797	0.233797	0.0208324	0.0208324	0.0208324	0.233797	0.0208324	0.0208324	0.0208324	0.0208324	0.0208324	0.0208324	0.233797	0.233797	0.182113	0.330032	0.324098	0.163758	0.0503206	0.0292297	0.41913	0.064691	0.383567	0.102022	0.0599147	0.366048	0.0237578	0.753479	0.0210909	51.2088	36.8662	23.0604
750	-2844.9	-2775.89	-69.012	4	0.00507926	0.107771	0.173537	0.236846	0.173537	0.0295274	0.236846	0.236846	0.0295274	0.0295274	0.0295274	0.320613	0.0295274	0.0295274	0.0295274	0.0295274	0.0295274	0.0295274	0.236846	0.0295274	0.173199	0.320111	0.334816	0.171874	0.122429	0.066315	0.45834	0.103911	0.350288	0.0444667	0.0810779	0.346094	0.0741615	0.753479	0.0561142	57.3311	34.0507	18.6615
760	-2835.24	-2772.24	-62.9991	3	0.00555504	0.160076	0.13672	0.0327721	0.0327721	0.0327721	0.657999	0.657999	0.13672	0.0327721	0.0327721	0.13672	0.0327721	0.0327721	0.0327721	0.0327721	0.0327721	0.0327721	0.13672	0.657999	0.193808	0.32468	0.31545	0.166062	0.070591	0.0587628	0.167559	0.0593317	0.382356	0.0612194	0.0850983	0.347477	0.0645168	0.753479	0.0118281	50.9428	34.8961	18.9442
770	-2833.77	-2772.05	-61.7212	4	0.00547687	0.109716	0.162548	0.0316528	0.0316528	0.0316528	0.178423	0.162548	0.0316528	0.0316528	0.0316528	0.178423	0.0316528	0.0316528	0.0316528	0.0316528	0.0316528	0.0316528	0.162548	0.750566	0.174184	0.312263	0.326661	0.186891	0.0595948	0.0422978	0.290243	0.0543022	0.350496	0.0840521	0.0778846	0.374217	0.0590477	0.753479	0.017297	47.9028	34.6988	17.2286
780	-2839.57	-2774.06	-65.5153	3	0.00512192	0.113459	0.208171	0.017823	0.017823	0.017823	0.208171	0.401292	0.017823	0.017823	0.017823	0.401292	0.017823	0.017823	0.017823	0.401292	0.017823	0.017823	0.208171	0.017823	0.185287	0.305799	0.321929	0.186985	0.10118	0.0319391	0.684333	0.0648656	0.346534	0.0552871	0.10485	0.378367	0.0500959	0.753479	0.0692407	45.4975	36.7554	20.4873
790	-2832.86	-2773.44	-59.4193	3	0.00543469	0.11929	0.184472	0.0215183	0.0215183	0.0215183	0.420753	0.420753	0.0215183	0.0215183	0.0215183	0.420753	0.0215183	0.0215183	0.0215183	0.0215183	0.0215183	0.0215183	0.420753	0.0215183	0.191187	0.303742	0.319764	0.185307	0.0531593	0.0468292	0.119079	0.0453062	0.394631	0.086618	0.0732337	0.345165	0.0550462	0.753479	0.00633013	46.2883	35.1044	24.9224
800	-2832.88	-2769.99	-62.8924	4	0.00560718	0.0937266	0.140062	0.022719	0.022719	0.022719	0.371786	0.140062	0.022719	0.022719	0.022719	0.371786	0.022719	0.022719	0.022719	0.022719	0.022719	0.022719	0.140062	0.250694	0.178831	0.341074	0.319518	0.160577	0.0574144	0.0425697	0.258554	0.0479953	0.348754	0.0649382	0.0866745	0.39081	0.060828	0.753479	0.0148447	45.547	39.5933	21.0168
810	-2833.04	-2771.95	-61.0852	4	0.00525239	0.103312	0.195551	0.0209239	0.0209239	0.0209239	0.195551	0.195551	0.0209239	0.0209239	0.195551	0.402635	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.0209239	0.423691	0.0209239	0.184746	0.334754	0.318017	0.162483	0.0771091	0.038286	0.503482	0.0544249	0.360288	0.0563857	0.0779024	0.392266	0.0587338	0.753479	0.0388231	49.4069	34.5574	22.0672
820	-2837.04	-2773.67	-63.3662	3	0.00479982	0.129984	0.240416	0.240416	0.240416	0.0182078	0.240416	0.240416	0.0182078	0.0182078	0.240416	0.474723	0.0182078	0.0182078	0.0182078	0.0182078	0.0182078	0.0182078	0.240416	0.0182078	0.171101	0.314782	0.335199	0.178918	0.0935576	0.0411208	0.560477	0.070539	0.397271	0.0606947	0.0746001	0.335562	0.0613333	0.753479	0.0524368	48.5471	35.1689	20.4002
830	-2840.37	-2779.96	-60.4122	3	0.00532849	0.1213	0.204392	0.0339001	0.0339001	0.0339001	0.267683	0.267683	0.0339001	0.0339001	0.0339001	0.267683	0.0339001	0.267683	0.0339001	0.0339001	0.0339001	0.0339001	0.267683	0.267683	0.17431	0.343984	0.317026	0.16468	0.0406747	0.00729316	0.820696	0.0387704	0.386162	0.068703	0.0467871	0.390152	0.0694258	0.753479	0.0333815	48.7316	34.2965	17.3806
840	-2845.42	-2777.52	-67.8999	4	0.00577836	0.134186	0.168873	0.0171494	0.168873	0.0171494	0.168873	0.232753	0.0171494	0.0171494	0.0171494	0.0171494	0.0171494	0.0171494	0.659232	0.0171494	0.0171494	0.0171494	0.168873	0.659232	0.178407	0.349869	0.303071	0.168653	0.060168	0.0497137	0.173751	0.0389851	0.372642	0.0414515	0.0554455	0.434913	0.0565634	0.753479	0.0104543	53.1909	34.0034	20.4924
850	-2828.64	-2769.4	-59.241	3	0.00530217	0.106153	0.218492	0.218492	0.218492	0.0199235	0.218492	0.218492	0.0199235	0.0199235	0.0199235	0.380633	0.0199235	0.0199235	0.0199235	0.0199235	0.0199235	0.0199235	0.218492	0.0199235	0.183505	0.338846	0.305791	0.171858	0.0639382	0.0449507	0.296967	0.0592045	0.335448	0.0973881	0.0736836	0.376011	0.0582651	0.753479	0.0189876	47.8418	34.2632	17.7413
860	-2837.85	-2779.59	-58.2637	3	0.00569053	0.0859645	0.173381	0.0390288	0.0390288	0.0390288	0.259923	0.173381	0.0390288	0.0390288	0.0390288	0.259923	0.0390288	0.0390288	0.0390288	0.0390288	0.0390288	0.0390288	0.173381	0.0390288	0.186775	0.335672	0.30573	0.171824	0.0530119	0.033585	0.366464	0.0600304	0.410343	0.0839038	0.0619569	0.342591	0.0411748	0.753479	0.019427	47.1454	34.7655	19.4454
870	-2834.8	-2773.26	-61.5464	3	0.00510799	0.101381	0.215636	0.0187157	0.0187157	0.0187157	0.292248	0.292248	0.0187157	0.0187157	0.0187157	0.292248	0.0187157	0.0187157	0.0187157	0.0187157	0.0187157	0.0187157	0.215636	0.292248	0.178563	0.323817	0.33008	0.167541	0.0630194	0.039875	0.367259	0.0619878	0.36761	0.0866397	0.0513298	0.389916	0.0425174	0.753479	0.0231444	50.7867	36.6575	19.5928
880	-2832.02	-2771.86	-60.1546	3	0.00519293	0.0830651	0.235231	0.0173671	0.0173671	0.0173671	0.235231	0.235231	0.0173671	0.0173671	0.0173671	0.328476	0.0173671	0.0173671	0.0173671	0.0173671	0.0173671	0.0173671	0.235231	0.0173671	0.180333	0.317115	0.333351	0.169201	0.0370639	0.0247084	0.333357	0.0487573	0.395556	0.0681475	0.0728929	0.351395	0.0632512	0.753479	0.0123555	52.0755	38.2509	18.1004
890	-2832.6	-2773.69	-58.9134	2	0.00505756	0.116399	0.308828	0.0201849	0.0201849	0.0201849	0.308828	0.308828	0.0201849	0.0201849	0.0201849	0.308828	0.0201849	0.0201849	0.0201849	0.0201849	0.0201849	0.0201849	0.308828	0.308828	0.184006	0.332331	0.32184	0.161823	0.0502213	0.0266772	0.468807	0.0396972	0.318368	0.0627373	0.067106	0.453862	0.0582297	0.753479	0.0235441	48.1943	34.3426	21.211
900	-2841.22	-2772.53	-68.6851	4	0.00518796	0.128176	0.211252	0.0272439	0.0995646	0.0272439	0.211252	0.211252	0.0272439	0.0272439	0.0272439	0.400617	0.0272439	0.0272439	0.0272439	0.0995646	0.0272439	0.0272439	0.400617	0.400617	0.194071	0.3175	0.322875	0.165554	0.0380939	0.0142148	0.626849	0.0528763	0.377147	0.0787584	0.0667861	0.374344	0.0500888	0.753479	0.0238791	44.9492	34.0014	20.7149
910	-2831.4	-2770.63	-60.7709	3	0.00492227	0.112546	0.209815	0.031157	0.031157	0.031157	0.288426	0.288426	0.031157	0.031157	0.031157	0.288426	0.031157	0.031157	0.031157	0.031157	0.031157	0.031157	0.288426	0.288426	0.180065	0.3197	0.333534	0.166701	0.0610943	0.0517358	0.153182	0.0515254	0.367511	0.0767463	0.0662523	0.389156	0.0488091	0.753479	0.00935857	50.9869	35.6806	21.11
920	-2836.35	-2773.08	-63.2729	5	0.00490609	0.12781	0.187139	0.0307175	0.0307175	0.0307175	0.340785	0.340785	0.0307175	0.0307175	0.0307175	0.302462	0.0307175	0.0307175	0.0307175	0.0307175	0.0307175	0.0307175	0.340785	0.420022	0.17755	0.321914	0.328875	0.171661	0.0927657	0.0390944	0.578568	0.0564072	0.41884	0.0870303	0.104687	0.291474	0.0415605	0.753479	0.0536713	49.1242	34.0107	19.2886
930	-2831.53	-2771.56	-59.9627	3	0.00531254	0.0893633	0.194501	0.0259493	0.0259493	0.0259493	0.194501	0.194501	0.0259493	0.0259493	0.0259493	0.324642	0.0259493	0.0259493	0.0259493	0.0259493	0.0259493	0.0259493	0.194501	0.194501	0.186072	0.314095	0.319933	0.1799	0.0404301	0.038937	0.0369303	0.0336187	0.385971	0.0790882	0.0684702	0.393488	0.0393639	0.753479	0.0014931	46.1752	35.0349	20.2037
940	-2836.46	-2775.09	-61.3704	2	0.00602136	0.0836692	0.207615	0.0216965	0.0216965	0.0216965	0.207615	0.207615	0.0216965	0.0216965	0.0216965	0.207615	0.0216965	0.0216965	0.0216965	0.0216965	0.0216965	0.0216965	0.207615	0.207615	0.186713	0.335862	0.308015	0.16941	0.0466835	0.0412935	0.115458	0.0858778	0.377611	0.0298982	0.0591347	0.423649	0.023829	0.753479	0.00539	51.067	34.7551	18.3081
950	-2833.83	-2774.01	-59.8196	2	0.00563639	0.0792881	0.221815	0.0244702	0.0244702	0.0244702	0.221815	0.221815	0.0244702	0.0244702	0.0244702	0.221815	0.0244702	0.0244702	0.0244702	0.0244702	0.0244702	0.0244702	0.221815	0.0244702	0.181509	0.323575	0.330227	0.164689	0.0473366	0.0406222	0.141843	0.0701092	0.381577	0.0648466	0.058299	0.359161	0.0660066	0.753479	0.00671435	55.607	34.3337	18.7652
960	-2830.04	-2768.45	-61.5895	3	0.00517127	0.096489	0.14735	0.0146042	0.0146042	0.0146042	0.417416	0.417416	0.0146042	0.0146042	0.0146042	0.417416	0.0146042	0.0146042	0.0146042	0.0146042	0.0146042	0.0146042	0.14735	0.0146042	0.176539	0.318595	0.341744	0.163123	0.0597499	0.0467339	0.217843	0.0459103	0.313571	0.117336	0.0703636	0.394051	0.0587673	0.753479	0.0130161	45.2664	39.8816	17.6471
970	-2833.27	-2769.96	-63.3092	4	0.00475795	0.117487	0.191668	0.0312377	0.0312377	0.0312377	0.191668	0.56609	0.0312377	0.0312377	0.0312377	0.407142	0.0312377	0.0312377	0.0312377	0.0312377	0.0312377	0.0312377	0.191668	0.191668	0.173743	0.314546	0.337588	0.174123	0.101827	0.0475239	0.533288	0.0510118	0.365283	0.0767216	0.0867869	0.39077	0.0294258	0.753479	0.0543031	48.8843	36.2283	18.4474
980	-2838.07	-2774.25	-63.8233	3	0.0055761	0.09964	0.203153	0.0146778	0.0146778	0.0146778	0.203153	0.203153	0.0146778	0.0146778	0.0146778	0.41315	0.0146778	0.0146778	0.0146778	0.0146778	0.0146778	0.203153	0.203153	0.203153	0.169607	0.345563	0.31302	0.17181	0.0580328	0.0476871	0.178273	0.0500762	0.350527	0.0842038	0.0909766	0.383603	0.0406134	0.753479	0.0103457	44.4107	40.996	21.1354
990	-2834.47	-2773.43	-61.0428	5	0.00505754	0.123283	0.148943	0.036265	0.036265	0.036265	0.489498	0.376617	0.036265	0.036265	0.036265	0.355974	0.036265	0.036265	0.036265	0.036265	0.036265	0.036265	0.376617	0.036265	0.18416	0.314329	0.326872	0.17464	0.0768565	0.0607819	0.209151	0.0727075	0.401949	0.0652291	0.0687417	0.356284	0.0350887	0.753479	0.0160746	50.0847	34.4434	21.5945
1000	-2839.46	-2775.07	-64.3912	4	0.00539758	0.0975342	0.20812	0.0152138	0.0152138	0.0152138	0.56427	0.20812	0.0152138	0.0152138	0.0152138	0.369207	0.0152138	0.0152138	0.0152138	0.0152138	0.0152138	0.0152138	0.20812	0.0152138	0.188116	0.321082	0.329369	0.161432	0.0186124	0.0109112	0.413765	0.0850343	0.327293	0.0444376	0.117521	0.399945	0.0257691	0.753479	0.00770116	52.9079	35.3167	20.2326
1010	-2838.11	-2773.95	-64.1548	3	0.00545756	0.102107	0.139783	0.0135276	0.0135276	0.0135276	0.349006	0.349006	0.0135276	0.0135276	0.0135276	0.349006	0.0135276	0.0135276	0.0135276	0.0135276	0.0135276	0.0135276	0.139783	0.349006	0.19745	0.337014	0.290364	0.175172	0.0784448	0.0598746	0.23673	0.0626374	0.466636	0.0565438	0.0792267	0.288844	0.0461119	0.753479	0.0185702	49.5718	43.4155	21.7512
1020	-2834.44	-2772.19	-62.2482	4	0.00516704	0.109697	0.144048	0.0373031	0.0373031	0.0373031	0.197424	0.197424	0.0373031	0.0373031	0.0373031	0.197424	0.0373031	0.0373031	0.0373031	0.0373031	0.144048	0.0373031	0.197424	0.486421	0.168714	0.312665	0.341911	0.176711	0.0494918	0.033078	0.331647	0.0407262	0.400148	0.0712611	0.0859046	0.366071	0.0358897	0.753479	0.0164138	48.4505	35.1052	17.7511
1030	-2833.67	-2771.42	-62.2497	3	0.00530003	0.0740671	0.149075	0.0142239	0.0142239	0.0142239	0.350536	0.149075	0.0142239	0.0142239	0.0142239	0.350536	0.0142239	0.0142239	0.0142239	0.0142239	0.0142239	0.0142239	0.149075	0.0142239	0.180049	0.334796	0.331521	0.153633	0.0947013	0.0536844	0.433119	0.0460789	0.296903	0.0832292	0.0610306	0.424893	0.0878654	0.753479	0.0410169	48.3931	38.1445	17.4125
1040	-2837.25	-2775.47	-61.782	5	0.00518162	0.116796	0.243558	0.0186719	0.0186719	0.0186719	0.672006	0.276263	0.0186719	0.0186719	0.0186719	0.42421	0.0186719	0.0186719	0.0186719	0.0186719	0.0186719	0.0186719	0.243558	0.0186719	0.182497	0.309263	0.3397	0.168539	0.0804069	0.0451201	0.438853	0.0370918	0.332445	0.0699729	0.0574883	0.420237	0.0827656	0.753479	0.0352869	47.5788	38.216	22.2902
1050	-2839.58	-2774.09	-65.4925	4	0.00532251	0.103434	0.145919	0.0225499	0.0225499	0.0225499	0.228539	0.252694	0.0225499	0.0225499	0.252694	0.252694	0.0225499	0.0225499	0.0225499	0.0225499	0.0225499	0.0225499	0.228539	0.252694	0.176755	0.32262	0.342211	0.158415	0.0341278	0.010959	0.678883	0.0803387	0.361667	0.100111	0.0645429	0.35186	0.0414801	0.753479	0.0231688	49.7918	37.4242	23.8421
1060	-2836.5	-2772.38	-64.1129	4	0.00541902	0.0980629	0.12738	0.0248632	0.0248632	0.0248632	0.541206	0.12738	0.0248632	0.0248632	0.0248632	0.416048	0.0248632	0.12738	0.0248632	0.0248632	0.0248632	0.0248632	0.12738	0.0248632	0.179991	0.330558	0.321345	0.168106	0.0930304	0.0329864	0.645423	0.0715442	0.289971	0.150077	0.0703246	0.349579	0.0685038	0.753479	0.060044	43.9673	42.4941	19.5707
1070	-2841.06	-2778.49	-62.5667	3	0.00508601	0.104632	0.166631	0.0275273	0.0275273	0.0275273	0.166631	0.166631	0.0275273	0.0275273	0.0275273	0.373713	0.0275273	0.0275273	0.166631	0.0275273	0.0275273	0.0275273	0.166631	0.373713	0.164085	0.36556	0.317105	0.15325	0.0735964	0.0539507	0.266939	0.109089	0.340479	0.0611374	0.0635297	0.36996	0.0558043	0.753479	0.0196457	46.8572	37.1942	18.8308
1080	-2839.93	-2777.07	-62.8582	3	0.00500551	0.160794	0.308223	0.0274277	0.0274277	0.0274277	0.308223	0.34678	0.0274277	0.34678	0.308223	0.308223	0.0274277	0.0274277	0.0274277	0.0274277	0.0274277	0.0274277	0.34678	0.34678	0.182787	0.324434	0.321752	0.171027	0.0501393	0.0239254	0.522821	0.0411943	0.370712	0.086403	0.0903776	0.357403	0.0539101	0.753479	0.0262138	47.9436	34.6611	18.2139
1090	-2832.5	-2769.99	-62.5098	3	0.00534537	0.0921533	0.206066	0.0246455	0.0246455	0.0246455	0.206066	0.206066	0.0246455	0.0246455	0.0246455	0.332681	0.0246455	0.0246455	0.206066	0.0246455	0.0246455	0.0246455	0.206066	0.0246455	0.17517	0.325431	0.327847	0.171552	0.121128	0.061075	0.495782	0.0557321	0.388459	0.0838212	0.087677	0.346724	0.0375874	0.753479	0.0600532	51.2908	34.0512	18.3309
1100	-2836.34	-2773.13	-63.2061	3	0.00527887	0.10535	0.151614	0.0252254	0.0252254	0.0252254	0.151614	0.379587	0.0252254	0.0252254	0.0252254	0.379587	0.0252254	0.0252254	0.379587	0.0252254	0.0252254	0.0252254	0.151614	0.0252254	0.169344	0.332537	0.330172	0.167947	0.0452911	0.0345896	0.236283	0.0291635	0.388831	0.121455	0.0566125	0.367953	0.0359848	0.753479	0.0107015	44.023	36.4209	19.893
